1.829976347713301e-02,5.174357222465200e-03,8.978883072765808e-04
1.875709074418527e-02,3.608773949850624e-03,7.095549572269707e-04
1.922584702393765e-02,3.909977836826954e-03,6.718735703917423e-04
1.970631793752127e-02,4.373940221257182e-03,6.457423850595313e-04
2.019879624399179e-02,2.953137432956634e-03,4.702820540202662e-04
2.070358201871249e-02,3.161371318138623e-03,4.495835861057169e-04
2.122098283619527e-02,2.218420396574256e-03,3.413565991479016e-04
2.175131395751097e-02,2.217639510981217e-03,3.184231411475545e-04
2.229489852238332e-02,1.703900712802747e-03,2.573043231990595e-04
2.285206774608339e-02,9.659909407481350e-04,1.782553963499209e-04
2.342316112124469e-02,9.704536734387835e-04,1.666735532177286e-04
2.400852662472177e-02,9.068988193625681e-04,1.492002671289069e-04
2.460852092961842e-02,4.421554506004865e-04,9.829329036559881e-05
2.522350962261456e-02,2.539829325046777e-04,7.018841194625311e-05
2.585386742672450e-02,2.623377794222017e-04,6.737039370913211e-05
2.649997842962188e-02,1.621015942559495e-04,5.024272594154498e-05
2.716223631767090e-02,2.207073144962999e-04,5.545815642630857e-05
2.784104461580603e-02,1.636170053779668e-04,4.533214200395799e-05
2.853681693340657e-02,2.458710729702054e-04,5.281699270751214e-05
2.924997721631588e-02,2.598107460318943e-04,5.183087824434796e-05
2.998096000515869e-02,2.282321549864650e-04,4.642465981079311e-05
3.073021070011414e-02,2.948442825764730e-04,5.014016805191321e-05
3.149818583230558e-02,1.958443878389698e-04,3.864643386620453e-05
3.228535334197272e-02,2.414882386028350e-04,4.146883681932489e-05
3.309219286359555e-02,1.426852927286677e-04,3.082993101786114e-05
3.391919601814372e-02,8.762148376512334e-05,2.291018217462111e-05
3.476686671262955e-02,1.290220529990702e-04,2.710081270500421e-05
3.563572144714702e-02,1.047230851002337e-04,2.259328108819956e-05
3.652628962958412e-02,6.764978585493709e-05,1.791507954473723e-05
3.743911389819998e-02,5.994011576069739e-05,1.624117791730449e-05
3.837475045226349e-02,7.934032657255297e-05,1.774047434732919e-05
3.933376939095502e-02,6.658782529146884e-05,1.584675349964134e-05
4.031675506073743e-02,5.899016865141487e-05,1.417799565655410e-05
4.132430641140827e-02,7.310556565648912e-05,1.505542848591632e-05
4.235703736105005e-02,5.272926178180393e-05,1.231843113927650e-05
4.341557717010087e-02,6.072623502704546e-05,1.269263539904453e-05
4.450057082477347e-02,4.962864052909860e-05,1.099260608386098e-05
4.561267943005625e-02,2.855962028856013e-05,7.950021681871224e-06
4.675258061253572e-02,2.074230493860768e-05,6.496513610925743e-06
4.792096893328582e-02,2.946688087080965e-05,7.446896931539862e-06
4.911855631107576e-02,2.299994388312116e-05,6.296340304802357e-06
5.034607245615415e-02,2.219007189640459e-05,5.924712807132237e-06
5.160426531487383e-02,2.497922465878818e-05,6.081831296928484e-06
5.289390152542819e-02,2.401206813333539e-05,5.678790919683963e-06
5.421576688497683e-02,1.391450331266824e-05,4.204193635460186e-06
5.557066682844503e-02,1.818913013827365e-05,4.610089555813500e-06
5.695942691928889e-02,2.287666597775568e-05,4.949566897006073e-06
5.838289335252513e-02,1.616013884956392e-05,4.024933277514162e-06
5.984193347033199e-02,8.859625697088384e-06,2.870840480284685e-06
6.133743629053552e-02,1.840162946726078e-05,4.034227475501588e-06
6.287031304830318e-02,1.214938324011597e-05,3.177905714050562e-06
6.444149775137481e-02,1.055358184654668e-05,2.894922694624519e-06
6.605194774916942e-02,1.347213659588523e-05,3.228757036752361e-06
6.770264431611427e-02,1.110972263868475e-05,2.855024079540006e-06
6.939459324955209e-02,1.272556404935743e-05,3.011251640751796e-06
7.112882548259036e-02,1.289660274520199e-05,3.016020830807900e-06
7.290639771226634e-02,9.515850075554558e-06,2.562050251196105e-06
7.472839304341033e-02,1.171144558993081e-05,2.830543800528014e-06
