64
       1.127887398664204e-02       9.525465582128828e-01       7.793760202079407e-03
       1.184705668353464e-02       9.463339073329895e-01       6.821253654680246e-03
       1.244386205831428e-02       9.519922895487449e-01       6.045252177118083e-03
       1.307073200228441e-02       9.487905557719324e-01       5.351631470224128e-03
       1.372918104322714e-02       9.394304361393131e-01       4.673938600643886e-03
       1.442080000452648e-02       9.580572772216377e-01       4.244363479650699e-03
       1.514725984862304e-02       9.481948850190207e-01       3.800075925906336e-03
       1.591031571408589e-02       9.407437751220514e-01       4.663651009193834e-03
       1.671181115605540e-02       9.073651048554040e-01       5.245837548643926e-03
       1.755368260030179e-02       7.183336707392973e-01       3.977594751343258e-03
       1.843796402166072e-02       3.944501553613471e-01       2.282281096108118e-03
       1.936679185814894e-02       1.940542196508502e-01       1.246606466168550e-03
       2.034241017263254e-02       1.190209357064451e-01       8.393790957544182e-04
       2.136717607451872e-02       8.096118896853061e-02       6.203343866805944e-04
       2.244356541456963e-02       5.718586988457801e-02       4.767149474870696e-04
       2.357417876659735e-02       4.162647451906611e-02       3.719162953629858e-04
       2.476174771049167e-02       3.128937557921167e-02       2.967155645501363e-04
       2.600914143176064e-02       2.343834433570824e-02       2.354291468328369e-04
       2.731937365352860e-02       1.801898490431176e-02       1.911231666921927e-04
       2.869560991773921e-02       1.384966144298484e-02       1.552136293547817e-04
       3.014117523315534e-02       1.068797460329956e-02       1.270822114843142e-04
       3.165956210863326e-02       8.367124169883625e-03       9.000515849202639e-05
       3.325443899107972e-02       6.766487106283373e-03       7.482969641035824e-05
       3.492965912847814e-02       5.421706829006503e-03       6.216166946674586e-05
       3.668926987939731e-02       4.323125766995518e-03       5.194334137134208e-05
       3.853752249147412e-02       3.479758208735350e-03       4.408329154204807e-05
       4.047888237249571e-02       2.777974718887051e-03       3.734122992407912e-05
       4.251803987889589e-02       2.262839101181503e-03       3.227404224563909e-05
       4.465992164773110e-02       1.872763105193420e-03       2.794080399084341e-05
       4.690970249951404e-02       1.459761162097681e-03       2.391106690519799e-05
       4.927281794066267e-02       1.152713527834897e-03       1.970895163089024e-05
       5.175497729577030e-02       9.253151835137976e-04       1.655172372036698e-05
       5.436217750142495e-02       7.555649478086734e-04       1.406099855417217e-05
       5.710071759490372e-02       5.757328469364375e-04       1.151539204099431e-05
       5.997721393274730e-02       4.789395642885837e-04       9.938105760008444e-06
       6.299861617598297e-02       3.936633332566479e-04       8.632870632963460e-06
       6.617222408061640e-02       3.058965671062883e-04       8.025734195648471e-06
       6.950570513395865e-02       2.441872336677401e-04       6.641761911625581e-06
       7.300711307939772e-02       2.024496640484804e-04       5.566210515641374e-06
       7.668490737437103e-02       1.689527066614629e-04       4.686683058388779e-06
       8.054797362854960e-02       1.354174923937686e-04       3.880104080601099e-06
       8.460564507161257e-02       1.131080998340524e-04       3.285315331259897e-06
       8.886772510247909e-02       9.188303394801444e-05       2.749073880443933e-06
       9.334451097447637e-02       7.914281912926327e-05       2.384427128007977e-06
       9.804681867366796e-02       6.698553897466255e-05       2.067309999969342e-06
       1.029860090504486e-01       5.591301609833948e-05       1.786572396108660e-06
       1.081740152675401e-01       4.681232846530409e-05       1.566736886227494e-06
       1.136233716307022e-01       3.994448147945674e-05       1.400043451824014e-06
       1.193472438718162e-01       3.206496613650552e-05       1.229047293615911e-06
       1.253594609575020e-01       2.917230423571574e-05       1.167297576215618e-06
       1.316745485001231e-01       2.497096845986784e-05       1.054777716964230e-06
       1.383077638518968e-01       2.085638344953916e-05       9.381627638593742e-07
       1.452751329669011e-01       2.060010542302983e-05       9.067584227619836e-07
       1.525934891200351e-01       1.713871297673763e-05       8.107222079566771e-07
       1.602805135764796e-01       1.660132844508385e-05       7.902442792840756e-07
       1.683547783099158e-01       1.399746541993959e-05       7.204306192063672e-07
       1.768357908727100e-01       1.281199857932592e-05       6.933099135705708e-07
       1.857440415264710e-01       1.160251828763581e-05       6.678990088844499e-07
       1.951010527468492e-01       1.173065369407358e-05       6.904319280899358e-07
       2.049294312221808e-01       1.065881577933330e-05       7.036502932698419e-07
       2.152529224716075e-01       9.806896208387178e-06       7.523055484030375e-07
       2.260964682146293e-01       9.696898365590677e-06       8.415591551684601e-07
       2.374862666306967e-01       1.004267160952292e-05       9.603023799473739e-07
       2.456392380769851e-01       7.654573853887305e-06       1.436347479867173e-06
