NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,48,0.44845271E-1,0.44800425E-1,1.3279631,1.3279631,551.99000
1999,613,0.30498152,0.56485763,1.2954130,2.6233761,82.968015
2999,1090,0.36501269,0.48501500,1.2902060,3.9135821,67.895264
3999,1501,0.37906609,0.42121222,1.1414211,5.0550032,62.300136
4999,1886,0.38368709,0.40216650,1.0771501,6.1321533,58.895983
5999,2287,0.38344819,0.38225393,1.0666649,7.1988182,55.755429
6999,2656,0.38130278,0.36843247,1.4036090,8.6024272,56.174886
7999,3017,0.37901876,0.36303288,1.0594602,9.6618874,54.387747
8999,3348,0.37492785,0.34220463,1.0596738,10.721561,53.325997
9999,3689,0.37160443,0.34169702,1.0816178,11.803179,52.188033
10999,4044,0.37053424,0.35983344,1.0594141,12.862593,50.750627
11999,4375,0.36817845,0.34226710,1.0613310,13.923924,49.728301
12999,4739,0.36740899,0.35817625,1.0606492,14.984573,48.254816
13999,5094,0.36623456,0.35096804,1.0568259,16.041399,46.940145
14999,5434,0.36420574,0.33580429,1.0505259,17.091925,45.815418
15999,5753,0.36165858,0.32345377,1.0597899,18.151715,44.951762
16999,6087,0.35930124,0.32158620,1.0627983,19.214513,43.918437
17999,6397,0.35699946,0.31787154,1.0567937,20.271307,43.106236
18999,6725,0.35588466,0.33581922,1.0579252,21.329232,42.103429
19999,7056,0.35452478,0.32868842,1.0569990,22.386231,41.066805
20999,7372,0.35314863,0.32562718,1.0521631,23.438394,40.149219
21999,7687,0.35106658,0.30734562,1.0577059,24.496100,39.237737
22999,8021,0.35002117,0.32702306,1.0536950,25.549795,38.157461
23999,8362,0.34995224,0.34836707,1.0564971,26.606292,37.029901
24999,8680,0.34907185,0.32794317,1.0542889,27.660581,36.073477
25999,9014,0.34873893,0.34041637,1.3245063,28.985087,35.326178
26999,9368,0.34875628,0.34920727,1.0581057,30.043193,34.096843
27999,9699,0.34806004,0.32926221,1.0588841,31.102077,33.032529
28999,10054,0.34789636,0.34331370,1.0628889,32.164966,31.819450
29999,10416,0.34792499,0.34875521,1.0494332,33.214399,30.561329
30999,10751,0.34768411,0.34045784,1.0561578,34.270557,29.482688
31999,11077,0.34697866,0.32511053,1.0520060,35.322563,28.453844
32999,11396,0.34654392,0.33263271,1.0557382,36.378301,27.465681
33999,11718,0.34568096,0.31720392,1.0545957,37.432897,26.456670
34999,12090,0.34609431,0.36014804,1.0536032,38.486500,25.180167
35999,12417,0.34562622,0.32924359,1.0684700,39.554970,24.156023
36999,12743,0.34503266,0.32366483,1.0613818,40.616352,23.130571
37999,13119,0.34526867,0.35400080,1.0622091,41.678561,21.860674
38999,13467,0.34530371,0.34663543,1.0649400,42.743501,20.735375
39999,13815,0.34519648,0.34101445,1.0617530,43.805254,19.611690
40999,14130,0.34468947,0.32440968,1.1551390,44.960393,18.677814
41999,14478,0.34482047,0.35019106,1.0590758,46.019469,17.552114
42999,14804,0.34450258,0.33115173,1.0594540,47.078923,16.524053
43999,15132,0.34395566,0.32043860,1.0574441,48.136367,15.485583
44999,15459,0.34358282,0.32717845,1.0504551,49.186822,14.448370
45999,15776,0.34328819,0.33003006,1.0544951,50.241317,13.452036
46999,16109,0.34273164,0.31713083,1.0577750,51.299092,12.390885
47999,16445,0.34255916,0.33445294,1.0617089,52.360801,11.319103
48999,16754,0.34211692,0.32088971,1.0597348,53.420536,10.349950
49999,17099,0.34193612,0.33307681,1.0626843,54.483220,9.2435711
50999,17440,0.34200131,0.34526092,1.0591269,55.542347,8.1530051
51999,17788,0.34196860,0.34030026,1.0639410,56.606288,7.0391899
52999,18140,0.34197893,0.34251620,1.0588911,57.665179,5.9127472
53999,18462,0.34150461,0.31636609,1.0601830,58.725362,4.8921898
54999,18786,0.34106403,0.31727320,1.0705380,59.795900,3.8641660
55999,19128,0.34089913,0.33182981,1.0722020,60.868102,2.7748319
56999,19462,0.34073843,0.33173946,1.0673170,61.935419,1.7121188
57999,19764,0.34045092,0.32406333,1.0535779,62.988997,0.75214548
58663,20000,0.34046600,0.34178305,0.70532298,63.694320,0.0000000
