SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-9.2236040,0.35698429,0.18833444,0.50849860,0.50827352,0.43261395,0.20838751,0.23218365,0.16274692,0.88364698E-1,0.31689075,0.92819018
-11.625883,0.23238660,0.17033811,0.54545452,0.59074243,0.33332417,0.20156741,0.46488764,0.24413142,0.45153531E-1,0.33966347,0.94695574
-7.7919171,0.39881691,0.17675252,0.54248270,0.54943629,0.41966998,0.11190560,0.38393648,0.99776459E-1,0.64507469E-1,0.35829094,0.91272513
-9.7814153,0.18411699,0.16751810,0.62726799,0.53251506,0.32996397E-1,0.89199010E-1,0.40585793,0.17728332,0.70070467E-1,0.34792358,0.90841882
-5.4927315,0.15080786,0.15510923,0.54383738,0.62933151,0.76979676E-1,0.11703972,0.21536716,0.13292998,0.20986991E-1,0.33275036,0.89171756
-7.2516878,0.43208636,0.17711882,0.44635696,0.46624738,0.54971871,0.14239472,0.22951277,0.78494088E-1,0.35750364E-1,0.31805758,0.89481559
-8.2584832,0.56160916,0.15777639,0.45954265,0.51782270,0.64256067,0.10423239,0.28262892,0.10800788,0.39702249E-1,0.32336782,0.87406712
-13.232008,0.12182370,0.15046194,0.36141168,0.35873109,0.91869542,0.16411219,0.19453739E-1,0.63064974E-1,0.34419388E-1,0.31547048,0.92592517
-6.5901966,0.25320858,0.16361864,0.54617628,0.65283441,0.58350579E-1,0.78273000E-1,0.46923060,0.25537551,0.86276399E-1,0.35889846,0.86354141
-8.3702997,0.22699644,0.19243756,0.44385566,0.64102738,0.75192807E-1,0.27934281E-1,0.16397732,0.12107873,0.41629784E-1,0.26995743,0.91770580
-7.4301227,0.22824484E-1,0.12563222,0.36787891,0.49524984,0.33370718,0.40398878E-1,0.35324875,0.32575179,0.45233637E-1,0.31609738,0.94867774
-7.2100887,0.23881629,0.21375302,0.58648593,0.70527450,0.31504160E-1,0.66841276E-1,0.46309404,0.97856697E-1,0.10702527,0.34839775,0.88045636
-7.7513018,0.24443898,0.17343156,0.57430537,0.54646731,0.14457723,0.21569024,0.90053343E-1,0.64735063E-1,0.23979010E-1,0.33023409,0.86032295
-6.0256625,0.41303707,0.14485578,0.33536442,0.65663348,0.52559952E-1,0.98998553E-1,0.44344589,0.35711538,0.47027785E-1,0.34480025,0.90869551
-6.5804875,0.39505276,0.14430336,0.42823809,0.58697776,0.34255574,0.22871269,0.16704956,0.16207500,0.29855601E-1,0.35688171,0.87526519
-8.1951520,0.69300927,0.14058569,0.30342794,0.59482511,0.30337145,0.16245994E-1,0.14072114,0.16894967,0.59199089E-1,0.29468777,0.89238492
-7.4513807,0.27570763,0.17304515,0.50361606,0.67887137,0.24224086E-1,0.16319137,0.19916186,0.24853559,0.43408673E-1,0.33833653,0.88020560
-9.0598981,0.39389883,0.15337786,0.51035399,0.53654006,0.28194089,0.15184771,0.35865756,0.16556580,0.12114210,0.36412935,0.85397852
-8.6485904,0.38807627,0.14161222,0.48139676,0.47419900,0.59428557,0.20392679,0.19469698,0.93576473E-1,0.47961202E-1,0.35132181,0.92140717
-11.192651,0.62367198,0.11297004,0.71877405E-1,0.44144202,0.46496380,0.30775262,0.17592895,0.35018140,0.66347786E-1,0.35005821,0.89023440
-14.811325,0.15644421,0.19158555,0.37647691,0.53752089,0.57847814,0.18029277,0.31874259,0.19623749,0.10081119,0.33970673,0.96216622
-9.2908194,0.90129484,0.17667059,0.52041092E-1,0.75073351,0.19909119,0.10351464,0.16555840,0.23166294,0.11007130E-1,0.33523427,0.92303061
-6.6978481,0.51444737,0.18111370,0.28943099,0.69414500,0.15194622,0.54092956E-1,0.43262000,0.32655893,0.76866065E-1,0.35414363,0.86915480
-6.5850835,0.36635154,0.13469533,0.26448473,0.66464134,0.10168849,0.12263600,0.43475203,0.44994950,0.38878851E-1,0.35314575,0.91506218
-7.5436514,0.52168493E-1,0.18707521,0.53189785,0.62650428,0.24991146,0.10583724,0.35727733,0.10033205,0.11031326,0.32154163,0.92621976
-10.574736,0.53671610,0.17708701,0.34663115,0.52092085,0.44542215,0.10334332,0.19139622,0.43376070E-1,0.40499139E-1,0.31400719,0.97204983
-5.3108757,0.32501617,0.10857867,0.14124224,0.60061284,0.13517855,0.12301085,0.25905257,0.38591343,0.13659538E-1,0.33812934,0.88509420
-11.428060,0.89727701,0.19212956,0.93639567E-1,0.69120447,0.48587431,0.63855130E-1,0.24617178,0.16315910,0.33177287E-1,0.32883144,0.82783585
-5.5490382,0.29693209,0.16492753,0.40259806,0.67743795,0.15446504,0.28140764E-1,0.48126288,0.24236780,0.43921887E-1,0.34675730,0.89555223
-10.956996,0.14364094,0.10654387,0.49038054,0.41210996,0.43999495,0.10172404,0.22905495,0.22783932,0.23397035E-1,0.29624429,0.96879785
-6.6231809,0.45909049,0.17369728,0.39182179,0.64266514,0.29477793,0.14117177,0.30006881,0.20204715,0.25317457E-1,0.36633847,0.88767632
-6.9113334,0.57936482,0.15098598,0.26443427,0.60099220,0.19228124,0.32294193E-1,0.14447044,0.16887527,0.66208225E-2,0.28207192,0.92131556
-6.0501825,0.50852742,0.14095349,0.30501408,0.62519572,0.18225489,0.99840165E-1,0.32091759,0.28957800,0.33970374E-1,0.34973332,0.91886314
-8.3026293,0.52196513,0.11686545,0.22916319,0.61780051,0.12115756,0.17160789,0.24545392,0.28647899,0.10182183,0.36636642,0.83904371
-11.997215,0.50696715,0.16324445,0.41977376,0.46253261,0.42327274,0.78481039E-2,0.41275364,0.14894118,0.87531922E-1,0.31516347,0.86072646
-9.4515616,0.36704189,0.69681333E-1,0.10372638,0.60108797,0.11848921,0.20320777,0.40449308,0.63432121,0.16375574E-2,0.34585618,0.90350400
-10.305601,0.81286473,0.13641263,0.27159797,0.60751285,0.62897081,0.11561163,0.32801550,0.11819997,0.50309586E-1,0.36075269,0.84651536
-5.7495254,0.33950979,0.11477975,0.32685209,0.56273268,0.23176523,0.23720419E-1,0.28765618,0.38079176,0.19928594E-2,0.32649827,0.90724585
-12.168324,0.51347766,0.16166063,0.29826170,0.63275110,0.10563111,0.18719894,0.14402320,0.14393036,0.15095397,0.35167313,0.83176072
