NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,68,.64267814E-01,.64203547E-01,1.1988261,1.1988261,1761.7807
1999,621,.30822561,.55193945,1.3864088,2.5852349,413.71668
2999,1068,.35828063,.45834062,1.3727190,3.9579539,366.63698
3999,1482,.37222077,.41402726,1.1208479,5.0788019,337.62038
4999,1850,.37363158,.37927340,1.2970712,6.3758731,338.26592
5999,2245,.37786728,.39904156,1.1269999,7.5028729,326.70082
6999,2635,.37914328,.38679799,1.2668240,8.7696970,324.04613
7999,3008,.37660352,.35882776,1.2918100,10.061507,324.43008
8999,3377,.37670081,.37747898,1.1443520,11.205859,320.62295
9999,3720,.37501832,.35987761,1.2458801,12.451739,322.27243
10999,4094,.37474831,.37204850,1.3523970,13.804136,323.37554
11999,4472,.37400609,.36584238,1.2693191,15.073455,321.98949
12999,4838,.37317565,.36321125,1.2201099,16.293565,320.48951
13999,5216,.37436314,.38979933,1.1357579,17.429323,316.72181
14999,5589,.37468525,.37919448,1.3142631,18.743586,316.62206
15999,5993,.37579787,.39248597,1.2191830,19.962769,313.13867
16999,6342,.37567843,.37376761,1.1158330,21.078602,311.28662
17999,6712,.37568833,.37585656,1.5400989,22.618701,314.37029
18999,7061,.37479010,.35862279,1.2507000,23.869401,314.17622
19999,7428,.37445453,.36807917,1.1809130,25.050314,312.19139
20999,7867,.37620981,.41131359,1.2612531,26.311567,308.14333
21999,8228,.37625810,.37727208,1.1110089,27.422576,305.86104
22999,8600,.37566009,.36250442,1.3011811,28.723757,305.27342
23999,8989,.37620366,.38870533,1.2266250,29.950382,303.23887
24999,9346,.37598666,.37077877,1.0870929,31.037475,301.05620
25999,9714,.37566295,.36757052,1.3074112,32.344886,300.62697
26999,10091,.37561843,.37446120,1.0946798,33.439566,297.94053
27999,10435,.37495416,.35701934,1.2114871,34.651053,297.41462
28999,10814,.37514603,.38051821,1.2980390,35.949092,296.48194
29999,11168,.37503446,.37179923,1.0952110,37.044303,294.65612
30999,11551,.37513750,.37822834,1.2313890,38.275692,293.08689
31999,11953,.37560991,.39025411,1.1677840,39.443476,290.54461
32999,12325,.37577291,.38098883,1.2878511,40.731327,289.74597
33999,12711,.37556170,.36859197,1.2369950,41.968322,288.20493
34999,13114,.37611181,.39481519,1.1291258,43.097448,285.53949
35999,13522,.37652172,.39086803,1.3249340,44.422382,284.09693
36999,13887,.37666645,.38187658,1.1797872,45.602169,282.77811
37999,14265,.37657136,.37305325,1.1357238,46.737893,280.90244
38999,14633,.37681559,.38609616,1.3108151,48.048708,280.30985
39999,14973,.37639739,.36008772,1.1052690,49.153977,279.13011
40999,15305,.37557148,.34253620,1.2411070,50.395084,278.87694
41999,15685,.37579893,.38512398,1.2436221,51.638706,277.58479
