NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,13,0.13389974E-1,0.13376584E-1,1.1820900,1.1820900,1817.4180
1999,532,0.26546759,0.51729313,1.2541440,2.4362340,89.151510
2999,1036,0.34529674,0.50487521,1.1258461,3.5620801,65.203946
3999,1498,0.37608231,0.46840823,1.1289148,4.6909950,57.939112
4999,1939,0.38976955,0.44450483,1.0827510,5.7737460,53.780107
5999,2345,0.39031803,0.39305990,1.0727239,6.8464699,51.545597
6999,2695,0.38487966,0.35225487,1.0642231,7.9106929,50.795748
7999,3065,0.38186655,0.36077778,1.0656912,8.9763842,49.597085
8999,3415,0.37751775,0.34273173,1.0489500,10.025334,48.688189
9999,3744,0.37289154,0.33126025,1.1328769,11.158211,48.447617
10999,4063,0.36841486,0.32365255,1.0605700,12.218781,47.927815
11999,4401,0.36553648,0.33387715,1.0615230,13.280304,47.070998
12999,4730,0.36298946,0.33242777,1.0605650,14.340869,46.297055
13999,5058,0.36112990,0.33695751,1.0587881,15.399657,45.492621
14999,5383,0.35890934,0.32782364,1.0595729,16.459230,44.693398
15999,5726,0.35775815,0.34049148,1.0523241,17.511554,43.653497
16999,6063,0.35731532,0.35023058,1.0596719,18.571226,42.689621
17999,6395,0.35637697,0.34042594,1.0518961,19.623122,41.747080
18999,6731,0.35612126,0.35151876,1.0561411,20.679263,40.765583
19999,7074,0.35507881,0.33527324,1.0499980,21.729261,39.704895
20999,7418,0.35443941,0.34165202,1.0541258,22.783387,38.643917
21999,7744,0.35320947,0.32738191,1.0467520,23.830139,37.714641
22999,8062,0.35238038,0.33414130,1.0608912,24.891030,36.857990
23999,8360,0.35080267,0.31451684,1.0515149,25.942545,36.120960
24999,8686,0.34988494,0.32786048,1.0468972,26.989442,35.155255
25999,9011,0.34959646,0.34238469,1.0621009,28.051543,34.209123
26999,9346,0.34926452,0.34063430,1.0602369,29.111780,33.186059
27999,9693,0.34902729,0.34262242,1.0628932,30.174673,32.086078
28999,10034,0.34906669,0.35016992,1.0538218,31.228495,31.016861
29999,10349,0.34827800,0.32540658,1.0603161,32.288811,30.111056
30999,10706,0.34835444,0.35064776,1.0584011,33.347212,28.949093
31999,11041,0.34786207,0.33259915,1.0657070,34.412919,27.923679
32999,11350,0.34725660,0.32788218,1.0514560,35.464375,27.027916
33999,11707,0.34768860,0.36194390,1.0555379,36.519913,25.869961
34999,12008,0.34675116,0.31487921,1.0578492,37.577762,25.010116
35999,12348,0.34655005,0.33951147,1.0574768,38.635239,23.942084
36999,12682,0.34610328,0.33002015,1.0570021,39.692241,22.903944
37999,13022,0.34574805,0.33260487,1.0573261,40.749567,21.836160
38999,13369,0.34576940,0.34658060,1.0581141,41.807681,20.736535
39999,13698,0.34536863,0.32973880,1.0542819,42.861963,19.719382
40999,14020,0.34509161,0.33401129,1.0619240,43.923887,18.735010
41999,14376,0.34524660,0.35160088,1.0626018,44.986489,17.599055
42999,14733,0.34534040,0.34927987,1.0558112,46.042300,16.459974
43999,15061,0.34496246,0.32871158,1.0554590,47.097759,15.444913
44999,15387,0.34471559,0.33385369,1.0565829,48.154342,14.436601
45999,15730,0.34478636,0.34797090,1.0539699,49.208312,13.357882
46999,16061,0.34450796,0.33170185,1.0591233,50.267435,12.328213
47999,16422,0.34455610,0.34681869,1.0577970,51.325232,11.182662
48999,16790,0.34499438,0.36603130,1.0591929,52.384425,10.015128
49999,17112,0.34456236,0.32339384,1.0544951,53.438920,9.0189108
50999,17440,0.34440444,0.33650866,1.0615349,54.500455,8.0000668
51999,17766,0.34420914,0.33424906,1.0578330,55.558288,6.9862217
52999,18110,0.34403808,0.33514296,1.0619740,56.620262,5.9090168
53999,18452,0.34402975,0.34358816,1.0683432,57.688605,4.8396900
54999,18805,0.34413050,0.34957114,1.0719738,58.760579,3.7340543
55999,19170,0.34407492,0.34101778,1.0604651,59.821044,2.5900608
56999,19492,0.34373109,0.32447730,1.0642710,60.885315,1.5867915
57999,19835,0.34357164,0.33448284,1.0580709,61.943386,0.51528403
58467,20000,0.34359407,0.34637383,0.49643922,62.439825,0.0000000
