NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,13,0.12817811E-1,0.12804993E-1,1.9503360,1.9503360,2998.5666
1999,117,0.60009407E-1,0.10715381,1.1937470,3.1440830,534.30601
2999,695,0.23250272,0.57731687,1.1434171,4.2875001,119.09380
3999,1173,0.29905748,0.49865520,1.1383288,5.4258289,87.086173
4999,1643,0.33241150,0.46579420,1.0772259,6.5030549,72.657686
5999,2071,0.34918606,0.43304207,1.0543861,7.5574410,65.426055
6999,2509,0.36151180,0.43545398,1.0765579,8.6339989,60.190225
7999,2889,0.36402252,0.38159501,1.0550511,9.6890500,57.386408
8999,3225,0.36323982,0.35697898,1.0680659,10.757116,55.953680
9999,3586,0.36386025,0.36944357,1.0521512,11.809267,54.053907
10999,3956,0.36415428,0.36709429,1.1014750,12.910742,52.360957
11999,4354,0.36609688,0.38746354,1.1069808,14.017723,50.372368
12999,4723,0.36621128,0.36758398,1.0540552,15.071778,48.751123
13999,5054,0.36415553,0.33743283,1.0527370,16.124515,47.684409
14999,5406,0.36328634,0.35111852,1.0501869,17.174702,46.364706
15999,5744,0.36178081,0.33919940,1.0494921,18.224194,45.230521
16999,6086,0.36101250,0.34872016,1.0519440,19.276138,44.069698
17999,6447,0.36089391,0.35887802,1.0484450,20.324583,42.726706
18999,6837,0.36125567,0.36776700,1.0521529,21.376736,41.155766
19999,7205,0.36097334,0.35560937,1.0590239,22.435760,39.842546
20999,7561,0.35986529,0.33770539,1.0483830,23.484143,38.635002
21999,7911,0.35943076,0.35030614,1.0595851,24.543728,37.505894
22999,8242,0.35807402,0.32822716,1.0494483,25.593176,36.511110
23999,8589,0.35749745,0.34423689,1.0571349,26.650311,35.406531
24999,8920,0.35628740,0.32724735,1.0504189,27.700730,34.408530
25999,9250,0.35521657,0.32844694,1.0526681,28.753398,33.416111
26999,9593,0.35471512,0.34167790,1.0558810,29.809279,32.338702
27999,9927,0.35429480,0.34294667,1.0601039,30.869383,31.323390
28999,10261,0.35348339,0.33076474,1.0866311,31.956014,30.330340
29999,10625,0.35325025,0.34648932,1.0609179,33.016932,29.132587
30999,10946,0.35255194,0.33160318,1.0538692,34.070801,28.181713
31999,11295,0.35216696,0.34023300,1.0682030,35.139004,27.081455
32999,11628,0.35160287,0.33355265,1.0545888,36.193593,26.058889
33999,11960,0.35099644,0.33098499,1.0622532,37.255846,25.044900
34999,12267,0.35015864,0.32167398,1.1241879,38.380034,24.194408
35999,12609,0.34986763,0.33968289,1.0578799,39.437914,23.117267
36999,12984,0.35010978,0.35882661,1.0643950,40.502309,21.885721
37999,13335,0.34971386,0.33506544,1.0559113,41.558220,20.771319
38999,13656,0.34910878,0.32611621,1.0630736,42.621294,19.800050
39999,14010,0.34903434,0.34613137,1.0604172,43.681711,18.676192
40999,14311,0.34808744,0.31021234,1.0693941,44.751105,17.789745
41999,14642,0.34769832,0.33174496,1.0650229,45.816128,16.765661
42999,14960,0.34712979,0.32325194,1.0615182,46.877646,15.793004
43999,15313,0.34688320,0.33627993,1.0580997,47.935746,14.672164
44999,15668,0.34679472,0.34290164,1.0658882,49.001634,13.548320
45999,16016,0.34657570,0.33672043,1.0630147,50.064649,12.453644
46999,16327,0.34565322,0.30321967,1.0658619,51.130511,11.502564
47999,16642,0.34507186,0.31774864,1.0615973,52.192108,10.531252
48999,16974,0.34472229,0.32794345,1.0616577,53.253766,9.4936901
49999,17273,0.34405080,0.31114858,1.0657241,54.319490,8.5757685
50999,17616,0.34391275,0.33701031,1.0688720,55.388362,7.4957910
51999,17960,0.34389530,0.34300527,1.0642042,56.452566,6.4122068
52999,18308,0.34401269,0.35011707,1.0596380,57.512204,5.3151982
53999,18615,0.34377042,0.33093021,1.0593088,58.571513,4.3578590
54999,18957,0.34383217,0.34716661,1.0655572,59.637070,3.2811871
55999,19291,0.34373322,0.33829084,1.0695257,60.706596,2.2311428
56999,19586,0.34299863,0.30186216,1.0696671,61.776263,1.3057987
57999,19930,0.34305871,0.34648328,1.4521849,63.228448,0.22207684
58177,20000,0.34321566,0.39435646,0.18876290,63.417211,0.0000000
