NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,191,0.18585496,0.18566911,1.1102519,1.1102519,580.17347
1999,763,0.37355498,0.56106729,1.1731329,2.2833848,296.98068
2999,1246,0.41417151,0.49536394,1.1444972,3.4278820,271.68303
3999,1694,0.41967146,0.43616582,1.1339428,4.5618248,264.73126
4999,2127,0.42002915,0.42145958,1.1367500,5.6985748,262.21749
5999,2538,0.41992385,0.41939742,1.1383293,6.8369040,262.54466
6999,2944,0.41802191,0.40661222,1.0736587,7.9105628,260.79062
7999,3355,0.41455680,0.39030445,1.0903492,9.0009120,259.28260
8999,3731,0.41109993,0.38344848,1.0730381,10.073950,259.93275
9999,4096,0.40621000,0.36220551,1.0682278,11.142178,260.88365
10999,4480,0.40402632,0.38219170,1.0878272,12.230005,260.76118
11999,4858,0.40215726,0.38159942,1.0677388,13.297744,260.43103
12999,5249,0.40050553,0.38068650,1.0687902,14.366534,259.33387
13999,5583,0.39752022,0.35871408,1.0680120,15.434546,261.02159
14999,5969,0.39658130,0.38343735,1.0747662,16.509312,260.07491
15999,6361,0.39605618,0.38818004,1.0747998,17.584112,258.85217
16999,6738,0.39445179,0.36878309,1.0666780,18.650790,258.14930
17999,7116,0.39332815,0.37422735,1.0660129,19.716803,257.36025
18999,7487,0.39238835,0.37547295,1.0671411,20.783944,256.81648
19999,7886,0.39187322,0.38208626,1.0719681,21.855912,255.29235
20999,8262,0.39098135,0.37314477,1.0722771,22.928189,254.58560
21999,8615,0.38984145,0.36590471,1.0933790,24.021568,254.81265
22999,8984,0.38896811,0.36975551,1.0819399,25.103508,254.32111
23999,9369,0.38879486,0.38481033,1.0706770,26.174185,253.19592
24999,9762,0.38835327,0.37775546,1.0730367,27.247222,251.86794
25999,10141,0.38788912,0.37628581,1.1258371,28.373059,251.41255
26999,10463,0.38581662,0.33193384,1.0697181,29.442777,251.95622
