NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,289,0.29069892,0.29040822,2.5295479,2.5295479,49.987018
1999,751,0.37706268,0.46334006,1.3006451,3.8301930,26.770550
2999,1169,0.38897823,0.41279741,1.4369040,5.2670970,21.766763
3999,1546,0.38545555,0.37489104,1.2117040,6.4788010,18.665317
4999,1842,0.36900371,0.30321282,1.2361970,7.7149980,17.415289
5999,2196,0.36549233,0.34793894,1.4274259,9.1424239,15.836876
6999,2523,0.36030647,0.32919646,1.1877732,10.330197,14.236264
7999,2839,0.35496590,0.31758729,1.1968439,11.527041,12.834440
8999,3204,0.35338190,0.34071144,1.1882191,12.715260,11.096088
9999,3510,0.34965263,0.31609291,1.1859090,13.901169,9.8615131
10999,3856,0.34802650,0.33176683,1.1536779,15.054847,8.3707448
11999,4174,0.34482140,0.30956857,1.1698880,16.224735,7.0978357
12999,4476,0.34222627,0.31108731,1.1720490,17.396784,5.9233018
13999,4804,0.34132974,0.32967579,1.1509900,18.547774,4.6176390
14999,5120,0.34005866,0.32226477,1.9598029,20.507577,3.5247398
15999,5440,0.33907951,0.32439317,1.2553740,21.762951,2.2403038
16999,5759,0.33793863,0.31968581,1.1322250,22.895176,0.95810686
17777,6000,0.33741911,0.32606780,0.86881208,23.763988,0.0000000
