SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-9.7022532,0.71528238E-1,0.18574854,0.58729936,0.58313299,0.66644646E-1,0.15509885,0.40019209,0.18236799,0.78970091E-1,0.32939984,0.84555539
-9.4121378,0.14802073,0.16533399,0.49167900,0.57605869,0.16099186,0.32856695,0.32999030,0.25987319,0.86023669E-1,0.35964411,0.87573855
-6.8835829,0.12018059,0.16301425,0.55394786,0.62060115,0.79673120E-1,0.17310941,0.36246970,0.24041579,0.31027275E-1,0.38009633,0.82214363
-6.9036756,0.35733401,0.14826884,0.42848694,0.57316119,0.16761674,0.30486595,0.15926322,0.17182991,0.21693204E-1,0.36181091,0.88153574
-6.9001947,0.28028682,0.15200977,0.40569754,0.59030971,0.19577446,0.23077967,0.29712755,0.18805885,0.49960996E-1,0.35536224,0.86588037
-5.8940642,0.44265830,0.18822838,0.40318384,0.63819583,0.16698864,0.37158355E-1,0.13302147,0.12725836,0.17488421E-1,0.30490661,0.92183167
-10.269381,0.38765823,0.13454678,0.30937579,0.68003989,0.17597195,0.14178299,0.22378661,0.26841044,0.10932693,0.35721890,0.84533176
-9.3512614,0.28533859,0.19823324,0.50462535,0.75325009,0.37939229E-1,0.10978831E-2,0.24309557,0.17584416,0.57293849E-1,0.33369555,0.86653935
-6.8980339,0.68888411,0.10757054,0.56890132E-2,0.59477498,0.38054488,0.49138156E-2,0.23548270,0.43453571,0.24124313E-1,0.29751807,0.90093506
-8.6458702,0.43971476,0.16436802,0.56296986,0.60300523,0.12988226,0.12233647,0.33943509,0.63689248E-1,0.57362505E-1,0.33854605,0.84443926
-8.5265250,0.48905736,0.11296570,0.28954443,0.61562524,0.89654366E-1,0.88112581E-1,0.31777860,0.23771914,0.14968556E-1,0.32197485,0.86788430
-7.2389666,0.40969713,0.15970746,0.45997226,0.54616867,0.33505713,0.14006847,0.36606745,0.16676158,0.41799696E-1,0.37273371,0.85383962
-8.7166337,0.13671645,0.22785584,0.52553550,0.74757242,0.49645659E-1,0.38456123E-1,0.42938795,0.10293898,0.11631062,0.34878703,0.83840703
-8.9137409,0.15242391E-1,0.17544295,0.33240361,0.54667054,0.22000006,0.28214231E-1,0.44520163,0.22588290,0.86010233E-1,0.33291935,0.89052611
-7.2482936,0.45388784,0.18311093,0.35717114,0.59270045,0.31023434,0.24326511E-1,0.36261489,0.12935465,0.10615665,0.33041357,0.92243279
-6.3681596,0.25572007,0.12574480,0.36261701,0.56847077,0.82952856E-1,0.14605512,0.18115836,0.32788909,0.30512485E-1,0.34811389,0.88592897
-8.7783689,0.17338686,0.13080292,0.46729181,0.54640068,0.12038509,0.17448632,0.22210904,0.17924386,0.33591307E-1,0.34118788,0.81917239
-9.1821262,0.17179943,0.15865448,0.46354304,0.71310060,0.14030825,0.38471797E-1,0.57083962,0.33798446,0.46835562E-1,0.36492545,0.82662187
-11.774996,0.18218340,0.11196813,0.11346406,0.51496046,0.33064887,0.72993403E-2,0.48157241,0.43868812,0.12855168,0.30502909,0.95704820
-12.617731,0.55926740,0.79256152E-1,0.50735301,0.60554270,0.13939668,0.13487456,0.34730281,0.26537704,0.75028912E-1,0.36362675,0.85798390
-9.3382408,0.79913329,0.19350660,0.27513886,0.71139302,0.48454125,0.73024666E-1,0.27117545,0.17489762,0.20091960E-1,0.33359306,0.89311275
-9.5401845,0.13243156,0.13243219,0.28511660,0.55752848,0.21143372,0.27769717,0.14287701,0.32161133,0.53979186E-1,0.32674036,0.94873021
-6.9526347,0.27481945,0.15716548,0.45987133,0.48766115,0.46928474,0.46586111E-1,0.17984261,0.14432198,0.41190438E-1,0.31522008,0.87486905
-6.8642586,0.41018119,0.12778000,0.28676285,0.66201572,0.22261669,0.24665907E-1,0.47136823,0.35129226,0.38774080E-2,0.34567555,0.91660321
-8.5527765,0.56210612,0.15021075,0.33089162,0.60586337,0.24232245,0.55744149E-1,0.34434741,0.10937714,0.30724140E-1,0.31470791,0.91845644
-6.4232458,0.24566444,0.12754845,0.36918094,0.61400437,0.14343072,0.11505239,0.19425924,0.25634116,0.43771215E-1,0.34709794,0.85604789
-7.3296321,0.65806107,0.14205044,0.94175426E-1,0.58701333,0.32501676,0.19379106,0.10969309,0.33783551,0.41417710E-1,0.32005275,0.93781744
-6.8593206,0.41577633,0.16172617,0.36837157,0.54861601,0.40829403,0.11069926,0.17894832,0.14923269,0.29817949E-1,0.31243763,0.95467350
