ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
1,0,0.28885255E-1,0.0000000,8,1,-8.4289036,0.39278948,0.13275998,0.54620020,0.48324774,0.34021639,0.24615034,0.22558162,0.18952721,0.32449985E-1,0.29402686E-1,0.19001578,0.34423898,0.86706153,0.49311330,0.74123735E-1
1,0,0.29710781E-1,0.0000000,8,1,-8.4416645,0.38383283,0.13969628,0.55095804,0.48164590,0.33452178,0.24654139,0.23192640,0.18733047,0.23569508E-1,0.26945694E-1,0.19483319,0.34610544,0.86354006,0.48571084,0.70763640E-1
1,0,0.30545797E-1,0.0000000,8,1,-8.3699178,0.38673552,0.13858962,0.55081908,0.48761171,0.32678837,0.25034457,0.22409213,0.18578442,0.22258393E-1,0.29036023E-1,0.19517532,0.34887763,0.85934061,0.48480221,0.85883089E-1
1,0,0.32041816E-1,0.0000000,8,2,-8.4491241,0.38647231,0.14314977,0.55269462,0.48262302,0.33202016,0.26333372,0.22070300,0.18430413,0.20419664E-1,0.27323752E-1,0.19131209,0.34886571,0.86506562,0.48486196,0.79421725E-1
1,0,0.32872681E-1,0.0000000,8,1,-8.2214032,0.42302109,0.14347821,0.53903028,0.47771828,0.34582234,0.23918592,0.22462818,0.18361119,0.20098403E-1,0.17517149E-1,0.19206254,0.34915817,0.86680490,0.47987157,0.77662347E-1
1,0,0.33702121E-1,0.0000000,8,1,-8.1705796,0.39503098,0.15373071,0.53845175,0.48075330,0.35090093,0.27249517,0.21885757,0.18291319,0.18564057E-1,0.16800530E-1,0.18330255,0.34966299,0.88087350,0.47045058,0.76402301E-1
1,0,0.35040267E-1,0.0000000,8,2,-8.2150763,0.39882012,0.14836675,0.55677364,0.47686878,0.35205280,0.25610070,0.20784094,0.18576847,0.20184341E-1,0.14347222E-1,0.19177645,0.34856239,0.87801898,0.46288793,0.84456349E-1
1,0,0.35865724E-1,0.0000000,8,1,-7.6865455,0.38765969,0.15207967,0.56412813,0.48555108,0.35317605,0.24470007,0.20484585,0.18708270,0.12975621E-1,0.12138047E-1,0.18338924,0.35038247,0.88215419,0.45687909,0.90164869E-1
1,0,0.36616618E-1,0.0000000,8,1,-7.7760194,0.36682797,0.16330176,0.55528914,0.48760493,0.34219532,0.24764369,0.21399170,0.17694726,0.20964237E-2,0.14967489E-1,0.18210474,0.35112037,0.87651818,0.45156480,0.89468238E-1
1,0,0.37301773E-1,0.0000000,8,1,-7.9516441,0.36617994,0.15974135,0.55624271,0.47958050,0.34134638,0.23258687,0.22189069,0.17208367,0.47775433E-2,0.13626204E-1,0.19198346,0.34929891,0.87024347,0.45025595,0.77667796E-1
1,0,0.38123188E-1,0.0000000,8,1,-7.8500240,0.36816240,0.15309712,0.54608909,0.47883501,0.35164191,0.22904521,0.22798200,0.17491538,0.47639470E-2,0.16310107E-1,0.19064020,0.34280242,0.87127396,0.45902838,0.70835532E-1
1,0,0.38943202E-1,0.0000000,8,1,-7.6554420,0.36081228,0.15790467,0.53814133,0.47475803,0.35717017,0.23055942,0.23097267,0.17318621,0.24562112E-2,0.11110355E-1,0.18290060,0.34369192,0.88121143,0.45346520,0.71977590E-1
1,0,0.39761820E-1,0.0000000,8,1,-7.5084695,0.34225629,0.15277657,0.56139657,0.48464414,0.32964692,0.23925271,0.21290421,0.17282319,0.95414040E-2,0.17281971E-1,0.18442613,0.34862216,0.87496806,0.45000599,0.87077388E-1
1,0,0.40243423E-1,0.0000000,8,1,-8.0099303,0.32741679,0.15621334,0.56569532,0.47190024,0.33856268,0.25533738,0.21642397,0.18139348,0.18328262E-2,0.89508456E-2,0.18378953,0.34879009,0.87940233,0.46055785,0.78906674E-1
1,0,0.41005183E-1,0.0000000,8,1,-8.0759911,0.31393879,0.15680540,0.56456454,0.47478775,0.33713170,0.26749434,0.22453804,0.18167391,0.26032688E-2,0.12080962E-1,0.17659234,0.34534410,0.88281108,0.46704153,0.70723046E-1
1,0,0.41819962E-1,0.0000000,8,1,-7.9035655,0.32617396,0.15273357,0.56131841,0.47728257,0.33656072,0.26058220,0.22209904,0.18574044,0.99996915E-2,0.15238694E-1,0.18048781,0.34534100,0.88268595,0.46787117,0.70870275E-1
1,0,0.42413812E-1,0.0000000,8,1,-8.2028137,0.32343268,0.15373763,0.53633579,0.46924018,0.35304458,0.25824417,0.25105807,0.17842586,0.19154054E-1,0.12326769E-1,0.16440595,0.33589647,0.89492778,0.47642870,0.47103139E-1
1,0,0.43699364E-1,0.0000000,8,2,-8.1606277,0.32264407,0.15352215,0.55440465,0.46125361,0.34746335,0.24548298,0.24773390,0.17950722,0.16500852E-1,0.60714950E-2,0.16601670,0.33748986,0.89206029,0.47355168,0.48377678E-1
1,0,0.44509102E-1,0.0000000,8,1,-8.0274837,0.35361551,0.15371422,0.53886619,0.46209143,0.35489458,0.22346107,0.25900556,0.18073075,0.19615609E-1,0.11013880E-2,0.16712975,0.33619844,0.89194197,0.47054226,0.43616506E-1
1,0,0.45317470E-1,0.0000000,8,1,-7.8371846,0.34917233,0.15433839,0.53671126,0.46764359,0.35264859,0.23418941,0.25484894,0.17843410,0.18314408E-1,0.23982484E-2,0.15966552,0.33724749,0.89381729,0.47065093,0.47770448E-1
1,0,0.46061722E-1,0.0000000,8,1,-7.9143168,0.34467739,0.15671798,0.53065010,0.46992121,0.34622748,0.25374456,0.25296492,0.16471384,0.20375963E-1,0.73388647E-2,0.14853449,0.33982258,0.89537259,0.47463184,0.45021258E-1
1,0,0.46735426E-1,0.0000000,8,1,-8.0842416,0.34470847,0.15754011,0.53098389,0.46745054,0.34845151,0.24721550,0.25889365,0.16162956,0.20227768E-1,0.68761120E-2,0.15084527,0.33765903,0.89153805,0.47616823,0.40752724E-1
1,0,0.47539869E-1,0.0000000,8,1,-7.9914067,0.32568961,0.15721114,0.54181420,0.47581733,0.33171990,0.24722435,0.25767977,0.15755043,0.22264317E-1,0.13371350E-1,0.15122474,0.33773028,0.88365330,0.47455508,0.43565504E-1
1,0,0.48089784E-1,0.0000000,8,1,-8.3484539,0.30927427,0.16775208,0.54176415,0.47074435,0.33534939,0.26264821,0.26302396,0.15184107,0.15720619E-1,0.10307128E-1,0.14651906,0.33996830,0.88865616,0.47157033,0.37351766E-1
1,0,0.48891731E-1,0.0000000,8,1,-8.0559577,0.30727091,0.16291703,0.55234567,0.47264614,0.34278831,0.27041150,0.24825910,0.16009862,0.18920549E-1,0.26404675E-2,0.14159686,0.34012540,0.89343167,0.47482019,0.44076550E-1
1,0,0.49692327E-1,0.0000000,8,1,-8.0298942,0.30339093,0.16620532,0.54793941,0.47670364,0.33047167,0.27601786,0.24235280,0.15673760,0.19091627E-1,0.58550197E-2,0.14139612,0.34200586,0.89039377,0.47022571,0.54507145E-1
1,0,0.50491576E-1,0.0000000,8,1,-7.7753425,0.30254540,0.16499453,0.53403164,0.47929436,0.34132565,0.27115533,0.24865978,0.16177187,0.16583721E-1,0.23239397E-2,0.13242155,0.33987848,0.89650860,0.47676517,0.53264401E-1
1,0,0.51289483E-1,0.0000000,8,1,-7.4044356,0.29506140,0.15981049,0.53945047,0.48489602,0.33715659,0.27310378,0.24589275,0.16321057,0.20578881E-1,0.14017938E-3,0.12364016,0.34247642,0.90081041,0.47923836,0.57351839E-1
1,0,0.52086049E-1,0.0000000,8,1,-7.2859962,0.26653630,0.16242658,0.55629476,0.49795546,0.31986224,0.29475829,0.22689842,0.16568249,0.16091339E-1,0.66876710E-2,0.12244502,0.34887328,0.89753300,0.47738671,0.67353788E-1
1,0,0.54022054E-1,0.0000000,8,3,-7.4764142,0.27893173,0.16885479,0.53270440,0.50584156,0.33244093,0.29528659,0.24186922,0.15922076,0.16496342E-1,0.95836526E-2,0.11228404,0.34522817,0.90472249,0.47447147,0.59204773E-1
1,0,0.54462705E-1,0.0000000,8,1,-8.0201076,0.28103932,0.16177804,0.53324698,0.50045478,0.33747562,0.29470273,0.24773392,0.16549832,0.24529086E-1,0.13062006E-1,0.12115600,0.33769523,0.90197773,0.48430279,0.41717617E-1
1,0,0.55111541E-1,0.0000000,8,1,-8.2058702,0.27516736,0.16089518,0.53822518,0.49544839,0.33265770,0.29918591,0.24719643,0.16016627,0.20166107E-1,0.13615589E-1,0.12290430,0.33826742,0.89838049,0.48451598,0.40116728E-1
1,0,0.55692048E-1,0.0000000,8,1,-8.4935802,0.26740748,0.16475022,0.52849023,0.49179280,0.34435406,0.29346631,0.25648390,0.16132403,0.13740728E-1,0.95877345E-2,0.12483990,0.33433914,0.90029330,0.48401314,0.26631151E-1
1,0,0.57420542E-1,0.91138005,8,4,-8.5954534,0.26270848,0.17231551,0.52185371,0.49569603,0.35678179,0.29039975,0.25634140,0.16393482,0.85232930E-2,0.19403872E-2,0.12351660,0.33216372,0.90419403,0.47440769,0.39402137E-1
1,0,0.58258808E-1,0.0000000,8,3,-9.0325479,0.21736207,0.18547489,0.52659283,0.51556200,0.31967009,0.31938468,0.26140555,0.15352131,0.17188602E-1,0.22114671E-1,0.98781799E-1,0.33760718,0.91184164,0.47504588,0.75393740E-1
1,0,0.59500495E-1,0.0000000,8,2,-9.0612327,0.20703143,0.18768831,0.53393250,0.51012375,0.32200859,0.31754914,0.26256719,0.15561471,0.10788508E-1,0.16741880E-1,0.99884363E-1,0.33834523,0.91245775,0.47456044,0.68766280E-1
1,0,0.60480906E-1,0.0000000,8,3,-8.9200063,0.20610937,0.18380687,0.53744767,0.51531695,0.31337752,0.31770858,0.25994731,0.15865649,0.16202239E-1,0.23793801E-1,0.10243739,0.33748705,0.90899121,0.47810748,0.80422006E-1
1,0,0.61257368E-1,0.0000000,8,1,-8.8758461,0.21039063,0.17865411,0.53869803,0.50706694,0.33337801,0.31346908,0.24621911,0.16418935,0.29088463E-2,0.88823248E-2,0.11789771,0.33567300,0.90512847,0.46957789,0.51392516E-1
1,0,0.61963855E-1,0.0000000,8,1,-8.9626986,0.19532819,0.18567613,0.54179201,0.50922966,0.32858860,0.31327939,0.25263859,0.15755946,0.41501780E-2,0.96009344E-2,0.10544746,0.33655601,0.91469091,0.45998318,0.56496462E-1
1,0,0.62189613E-1,0.0000000,8,1,-10.054584,0.15148401,0.19120661,0.54624357,0.52866786,0.29085685,0.34590880,0.25993577,0.15340423,0.25980039E-1,0.32830863E-1,0.73549351E-1,0.33963486,0.93222588,0.46641670,0.97653991E-1
1,0,0.63097851E-1,0.0000000,8,2,-9.6315039,0.16992234,0.18534136,0.55198244,0.51451987,0.31412536,0.33753573,0.24857145,0.16019008,0.10179613E-1,0.18252409E-1,0.96764585E-1,0.33668639,0.92263725,0.46335370,0.64301814E-1
1,0,0.63269007E-1,0.0000000,8,3,-10.829961,0.14011842,0.19972373,0.55091917,0.53701340,0.28224508,0.36426293,0.25379224,0.15475715,0.22276499E-1,0.40732255E-1,0.74447862E-1,0.34172988,0.93158084,0.46412898,0.11162456
1,0,0.64038080E-1,0.0000000,8,1,-10.789641,0.14430131,0.19950593,0.54833486,0.53280824,0.28691972,0.35826330,0.25882318,0.14885145,0.17454615E-1,0.40139881E-1,0.76461321E-1,0.33934057,0.92882956,0.46219971,0.89209673E-1
1,0,0.65290323E-1,0.0000000,8,2,-10.688307,0.16593109,0.20313094,0.53638577,0.53172638,0.29657814,0.35566743,0.25733238,0.14533765,0.80691565E-2,0.35717574E-1,0.83542145E-1,0.34236221,0.92453813,0.45750736,0.80118011E-1
1,0,0.65837734E-1,0.0000000,8,4,-10.971670,0.16976146,0.20262558,0.52544492,0.53643135,0.29212890,0.36375263,0.26109691,0.13922664,0.10864461E-1,0.42559408E-1,0.77297504E-1,0.34341506,0.92478573,0.46321989,0.78687810E-1
1,0,0.66807888E-1,0.0000000,8,3,-10.478476,0.17930227,0.19788931,0.52892154,0.53409938,0.29100071,0.35507554,0.26456557,0.14363866,0.15148439E-1,0.45165171E-1,0.83146952E-1,0.34217207,0.91980949,0.47115056,0.75141898E-1
1,0,0.67295915E-1,0.0000000,8,1,-10.884784,0.17835266,0.20153720,0.52816736,0.54236754,0.28195855,0.36476972,0.26441745,0.13752190,0.23996441E-1,0.51528271E-1,0.69813201E-1,0.34518526,0.92776052,0.46855475,0.97314337E-1
1,0,0.68054828E-1,0.0000000,8,1,-10.704982,0.18434559,0.19710934,0.52493063,0.53446764,0.29602566,0.36322204,0.26038571,0.14290300,0.18215067E-1,0.40093989E-1,0.80889332E-1,0.34167622,0.92105322,0.47129289,0.74656489E-1
1,0,0.68988686E-1,0.0000000,8,2,-9.9641762,0.19743838,0.19228593,0.54167767,0.51907260,0.31409559,0.34892167,0.24319846,0.15068950,0.10788537E-2,0.24902146E-1,0.10552345,0.34110688,0.91044855,0.46253486,0.53203304E-1
1,0,0.69585127E-1,0.0000000,8,4,-10.301933,0.18052598,0.19872892,0.54051101,0.52718019,0.29711394,0.35896485,0.24790393,0.14629080,0.62480701E-2,0.33091983E-1,0.90786458E-1,0.34389797,0.91590895,0.46293280,0.77541522E-1
1,0,0.70072054E-1,0.0000000,8,2,-11.067653,0.13891481,0.20960655,0.55699604,0.54881938,0.26559398,0.37289090,0.24384372,0.14480767,0.15454909E-1,0.45429856E-1,0.59190579E-1,0.35040215,0.93028909,0.45954245,0.12704607
1,0,0.70951494E-1,0.0000000,8,2,-11.083422,0.13304843,0.21182214,0.56219467,0.54962082,0.26252123,0.37194094,0.24227413,0.14488147,0.17875599E-1,0.46923710E-1,0.61505004E-1,0.34924853,0.92722158,0.45843754,0.13665676
1,0,0.71323077E-1,0.0000000,8,2,-12.679722,0.10031340,0.22114044,0.57514532,0.57305161,0.22345093,0.40267335,0.23048739,0.13192289,0.27105572E-1,0.65625952E-1,0.39730280E-1,0.35852654,0.93311999,0.45017723,0.17992045
1,0,0.71732034E-1,0.0000000,8,1,-13.225748,0.96832220E-1,0.21910749,0.57992988,0.56934684,0.22588567,0.41295276,0.22793426,0.13678672,0.28131572E-1,0.63559593E-1,0.39966672E-1,0.36125847,0.93863583,0.45218974,0.17629834
1,0,0.72478831E-1,0.0000000,8,1,-12.988566,0.10520658,0.21983923,0.57936301,0.56669272,0.23053383,0.40988714,0.22578745,0.12825930,0.22904254E-1,0.61103242E-1,0.41233611E-1,0.36199717,0.93681086,0.44497931,0.16854885
1,0,0.72552847E-1,0.0000000,8,1,-14.793072,0.75334547E-1,0.22482481,0.58444349,0.58279205,0.20165925,0.42951383,0.22703077,0.12280566,0.36568756E-1,0.81496366E-1,0.24139822E-1,0.36444412,0.94437609,0.44652857,0.20176979
1,0,0.72645619E-1,0.0000000,8,1,-16.464099,0.32096196E-1,0.22812148,0.60909629,0.60011336,0.16987193,0.44124560,0.21660682,0.12286407,0.44569935E-1,0.95422445E-1,0.10348296E-1,0.36809879,0.94878688,0.44152897,0.24267442
1,0,0.73389884E-1,0.0000000,8,1,-16.155311,0.34310975E-1,0.22683718,0.60043914,0.59089866,0.18720257,0.44764647,0.22291622,0.12117428,0.36830644E-1,0.89372943E-1,0.10805517E-1,0.36345982,0.94902231,0.44825603,0.21479593
1,0,0.75219564E-1,0.0000000,8,4,-11.450873,0.10828560,0.20594492,0.59077655,0.55946060,0.24038346,0.39676748,0.21654239,0.13703105,0.20236867E-1,0.59730571E-1,0.57704881E-1,0.35473685,0.92792881,0.45041065,0.15385011
1,0,0.75831832E-1,0.0000000,8,2,-11.675305,0.11184416,0.20950275,0.58594433,0.56486933,0.23195663,0.39370888,0.22405846,0.13605723,0.24396004E-1,0.66579865E-1,0.53867151E-1,0.35751402,0.93029523,0.44962274,0.16529115
1,0,0.76874081E-1,0.0000000,8,3,-11.452909,0.11733429,0.20540815,0.59324572,0.56083050,0.23986132,0.39894651,0.20952533,0.14453508,0.15640476E-1,0.62008154E-1,0.66165309E-1,0.35840804,0.92631699,0.44997490,0.15662651
1,0,0.77609054E-1,0.0000000,8,1,-9.9686425,0.15004779,0.19189144,0.60092702,0.53158291,0.27141848,0.38062975,0.19730927,0.15428363,0.18362615E-2,0.38434102E-1,0.97543504E-1,0.35482942,0.91158677,0.45397036,0.10952899
1,0,0.78336972E-1,0.0000000,8,2,-10.009028,0.13239180,0.19088485,0.61782611,0.52631461,0.25434610,0.38308539,0.19538405,0.14936094,0.92239066E-3,0.41084527E-1,0.10236287,0.35520888,0.90082570,0.45729881,0.10212868
1,0,0.78992331E-1,0.77019024,8,5,-9.9758949,0.13504452,0.19243154,0.61650027,0.52605262,0.25298470,0.37867158,0.20059573,0.14630601,0.22631211E-2,0.43175206E-1,0.10094661,0.35440307,0.90033298,0.45815459,0.10457696
1,0,0.79720976E-1,0.0000000,8,1,-8.4215687,0.26351975,0.16128906,0.60125527,0.49867467,0.28051760,0.31453106,0.20125133,0.16738972,0.16100279E-1,0.37719797E-1,0.15362115,0.35215713,0.87191690,0.47943534,0.10229018
1,0,0.80111132E-1,0.0000000,8,1,-8.9779714,0.36032519,0.13369289,0.59995097,0.49173290,0.27244637,0.26394264,0.20571655,0.18041213,0.49283015E-1,0.50782594E-1,0.17600896,0.35505443,0.85684714,0.50055595,0.13656642
1,0,0.80837742E-1,0.0000000,8,1,-8.0016208,0.28694751,0.15569288,0.59993245,0.50047724,0.28017728,0.29511388,0.20368353,0.16530156,0.23618927E-1,0.37279473E-1,0.14868340,0.35082230,0.87139166,0.48029769,0.10974100
1,0,0.81464087E-1,0.0000000,8,2,-8.4483391,0.25002870,0.15821227,0.61030991,0.50849085,0.25810434,0.31816541,0.20873209,0.16187779,0.35387094E-1,0.50234310E-1,0.13514792,0.35079949,0.87760364,0.48627421,0.12549781
1,0,0.82353607E-1,0.0000000,8,4,-8.8372937,0.27968220,0.14971244,0.61564958,0.51601146,0.23871229,0.30690004,0.20103552,0.16278762,0.53314624E-1,0.65960917E-1,0.14705343,0.35621812,0.86629192,0.49169006,0.15764706
1,0,0.82627469E-1,0.0000000,8,1,-9.6789869,0.35572041,0.13249384,0.61515379,0.49472613,0.25528826,0.26845515,0.19496589,0.17450692,0.57773360E-1,0.58643451E-1,0.18255237,0.35751939,0.84930378,0.49703174,0.15530991
1,0,0.83466784E-1,0.0000000,8,3,-9.6273267,0.22018294,0.16852850,0.63410894,0.54451230,0.18881420,0.33930502,0.19714645,0.14583799,0.66731148E-1,0.86859173E-1,0.10992731,0.36687581,0.88228425,0.47655862,0.22061331
1,0,0.84496194E-1,0.0000000,8,2,-10.006967,0.20668321,0.16850229,0.64159642,0.54856046,0.17135904,0.33253143,0.20744730,0.14401539,0.77526187E-1,0.97837079E-1,0.98423719E-1,0.36592948,0.88709475,0.47951756,0.24224231
