NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,13,0.13661744E-1,0.13648083E-1,1.2597771,1.2597771,580.17579
1999,518,0.25315907,0.49241690,1.2445021,2.5042791,26.502815
2999,1032,0.33527045,0.49941111,1.2178180,3.7220972,17.918003
3999,1450,0.35950878,0.43219953,1.1919770,4.9140742,15.420026
4999,1839,0.36792758,0.40159435,1.1649711,6.0790453,13.754708
5999,2205,0.36807740,0.36882635,1.1279480,7.2069933,12.403873
6999,2524,0.36261264,0.32982957,1.1732826,8.3802760,11.541141
7999,2882,0.36348607,0.36959916,1.1249533,9.5052292,10.283589
8999,3233,0.36065791,0.33803550,1.1208498,10.626079,9.0944512
9999,3583,0.36021112,0.35619039,1.1518471,11.777926,7.9450873
10999,3939,0.35965366,0.35407971,1.1958308,12.973757,6.7882491
11999,4252,0.35670647,0.32429027,1.1420269,14.115784,5.8030081
12999,4604,0.35656309,0.35484263,1.1520972,15.267881,4.6294444
13999,4976,0.35649752,0.35564522,1.1236141,16.391495,3.3731694
14999,5313,0.35594234,0.34817040,1.0959361,17.487431,2.2612206
15999,5666,0.35588549,0.35503283,1.0928710,18.580302,1.0952737
16938,6000,0.35583252,0.35492993,1.0083771,19.588679,0.0000000
