NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,448,0.45271449,0.45226178,1.1411970,1.1411970,14.142691
1999,945,0.48088461,0.50902657,1.1263361,2.2675331,12.129502
2999,1430,0.48315423,0.48769118,1.0943520,3.3618851,10.743926
3999,1876,0.47420506,0.44736650,1.0887959,4.4506810,9.7839064
4999,2290,0.46087676,0.40757691,1.0797660,5.5304470,8.9598072
5999,2679,0.44831306,0.38550714,1.0699451,6.6003921,8.1821210
6999,3073,0.43839126,0.37887038,1.0861919,7.6865840,7.3213900
7999,3485,0.43391852,0.40261377,1.0728629,8.7594469,6.3213799
8999,3870,0.42846230,0.38481797,1.0717530,9.8311999,5.4109705
9999,4244,0.42275199,0.37136495,1.0869911,10.918191,4.5175173
10999,4608,0.41774390,0.36766802,1.0792530,11.997444,3.6242278
11999,4996,0.41376305,0.36997765,1.0740559,13.071500,2.6268587
12999,5335,0.40903673,0.35232565,1.1212912,14.192791,1.7691108
13999,5697,0.40653604,0.37402955,1.1659062,15.358697,0.81686594
14831,6000,0.40337253,0.35014419,0.92369986,16.282397,0.0000000
