NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,260,0.27039266,0.27012227,1.1711168,1.1711168,25.854656
1999,826,0.42368614,0.57682632,1.3275561,2.4986730,15.651494
2999,1312,0.44522574,0.48828340,1.2202408,3.7189138,13.288314
3999,1744,0.44185311,0.43173862,1.1625652,4.8814790,11.912600
4999,2157,0.43422044,0.40369735,1.1070299,5.9885089,10.669374
5999,2538,0.42324349,0.36836977,1.0941401,7.0826490,9.6612021
6999,2916,0.41838803,0.38926012,1.0694489,8.1520979,8.6217661
7999,3303,0.41351964,0.37944572,1.0825369,9.2346349,7.5403604
8999,3728,0.41354375,0.41373666,1.0671401,10.301775,6.2783350
9999,4124,0.41317437,0.40985035,1.0707951,11.372570,5.1733612
10999,4508,0.41028418,0.38138509,1.0892630,12.461833,4.1244576
11999,4879,0.40764382,0.37860260,1.0694900,13.531323,3.1089594
12999,5274,0.40602424,0.38659083,1.0800011,14.611324,2.0113427
13999,5671,0.40423602,0.38099093,1.0897288,15.701053,0.91088810
14857,6000,0.40273980,0.37832775,0.93452024,16.635573,0.0000000
