NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,417,0.40101727,0.40061625,1.1329832,1.1329832,270.56563
1999,894,0.43743551,0.47381734,1.2046547,2.3376379,259.14311
2999,1340,0.43560654,0.43195041,1.1628523,3.5004902,257.73012
3999,1757,0.42941786,0.41085801,1.1544199,4.6549101,260.28021
4999,2156,0.42377110,0.40118971,1.1281011,5.7830112,262.44571
5999,2520,0.41461246,0.36882841,1.0695529,6.8525641,265.07458
6999,2902,0.40667493,0.35905773,1.0755949,7.9281590,265.26822
7999,3250,0.39858484,0.34196231,1.0500412,8.9782002,267.27411
8999,3592,0.39292444,0.34764685,1.0616949,10.039895,269.46721
9999,3948,0.38883509,0.35203503,1.0602121,11.100107,270.05762
10999,4278,0.38347801,0.32991255,1.0635037,12.163611,272.16577
11999,4609,0.37964992,0.33754478,1.0562851,13.219896,273.60796
12999,4944,0.37625083,0.33546511,1.0406501,14.260546,274.18092
13999,5324,0.37588712,0.37115937,1.0626860,15.323232,272.49105
14999,5678,0.37440649,0.35367908,1.0561421,16.379374,272.09147
15999,6022,0.37271474,0.34734015,1.0444069,17.423781,271.91167
16999,6385,0.37198419,0.36029618,1.0518339,18.475615,270.88406
17999,6749,0.37119458,0.35777191,1.0566831,19.532298,269.87796
18999,7081,0.36949546,0.33891318,1.0479858,20.580284,270.06064
19999,7409,0.36752163,0.33002083,1.0502601,21.630544,270.31903
20999,7776,0.36701968,0.35698104,1.0511072,22.681651,269.00625
21999,8149,0.36666830,0.35928970,1.0531938,23.734845,267.52598
22999,8488,0.36592395,0.34954904,1.0691023,24.803947,267.41975
23999,8850,0.36589803,0.36530197,1.0506229,25.854570,266.28747
24999,9195,0.36489209,0.34075032,1.0502241,26.904794,265.69764
25999,9542,0.36429867,0.34946400,1.0537150,27.958509,265.04620
26999,9858,0.36287025,0.32573276,1.0473578,29.005867,265.23097
27999,10235,0.36340614,0.37787462,1.0520401,30.057907,263.61974
28999,10590,0.36292529,0.34946199,1.1021020,31.160009,263.07993
29999,10928,0.36219964,0.34115650,1.0444090,32.204418,262.49194
30999,11282,0.36220777,0.36245147,1.0508118,33.255230,261.50838
31999,11639,0.36170030,0.34596921,1.0428731,34.298103,260.38446
32999,11988,0.36109697,0.34179098,1.0460629,35.344166,259.48538
33999,12354,0.36143658,0.37264341,1.0471570,36.391323,258.17985
34999,12736,0.36161669,0.36774047,1.0475061,37.438829,256.52183
35999,13070,0.36107767,0.34221236,1.0482218,38.487051,255.98159
36999,13430,0.36110768,0.36218803,1.0495551,39.536606,254.85361
37999,13788,0.36065860,0.34404298,1.0528419,40.589448,253.79297
38999,14119,0.36070991,0.36265993,1.1703513,41.759799,254.01043
39999,14517,0.36126036,0.38272710,1.1231608,42.882960,252.51526
40999,14877,0.36133390,0.36427548,1.0571160,43.940076,251.41568
41999,15235,0.36123564,0.35720704,1.0504320,44.990508,250.31969
42999,15601,0.36121614,0.36039740,1.0484760,46.038984,249.06379
43999,15965,0.36107869,0.35516817,1.0410612,47.080045,247.81532
44999,16327,0.36101084,0.35802567,1.0461249,48.126170,246.63815
45999,16710,0.36133332,0.37584474,1.0452418,49.171412,245.09198
46999,17104,0.36178946,0.38277118,1.0492432,50.220655,243.39870
47999,17448,0.36171288,0.35811365,1.0470207,51.267676,242.56357
48999,17803,0.36156022,0.35423301,1.0395091,52.307185,241.50389
49999,18196,0.36191781,0.37943931,1.0658643,53.373049,239.94993
50999,18541,0.36183917,0.35790703,1.0467126,54.419762,239.09063
51999,18897,0.36189354,0.36466663,1.0496972,55.469459,238.06634
52999,19264,0.36174980,0.35427536,1.0537131,56.523172,236.89030
53999,19622,0.36167655,0.35779455,1.0520730,57.575245,235.84665
54999,20002,0.36192203,0.37517746,1.0531979,58.628443,234.48446
55999,20379,0.36217086,0.37585603,1.0572801,59.685723,233.19284
56999,20745,0.36227100,0.36787920,1.0521250,60.737848,232.04522
57999,21112,0.36230201,0.36406910,1.0539758,61.791824,230.89397
58999,21477,0.36224101,0.35870344,1.0566630,62.848487,229.78310
59999,21843,0.36223659,0.36197580,1.1272082,63.975695,228.91308
60999,22210,0.36231524,0.36703375,1.0508471,65.026542,227.75393
61999,22572,0.36244745,0.37051253,1.0575140,66.084056,226.68600
62999,22929,0.36237244,0.35772158,1.0523100,67.136366,225.66474
63999,23305,0.36253498,0.37277515,1.0542500,68.190616,224.41018
64999,23654,0.36240869,0.35432604,1.0541430,69.244759,223.49541
65999,24012,0.36233082,0.35726954,1.0455508,70.290310,222.43962
66999,24408,0.36251659,0.37477739,1.0588453,71.349155,220.96957
67999,24764,0.36257326,0.36636982,1.0538907,72.403046,219.96913
68999,25143,0.36261796,0.36565744,1.0909240,73.493970,218.80993
69999,25527,0.36285904,0.37949357,1.0535402,74.547510,217.48645
70999,25889,0.36275311,0.35533815,1.0616939,75.609204,216.44226
71999,26268,0.36289407,0.37290221,1.0605659,76.669770,215.20540
72999,26610,0.36270330,0.34896783,1.0560043,77.725774,214.36658
73999,26958,0.36265833,0.35937539,1.0526638,78.778438,213.44813
74999,27342,0.36285444,0.37736633,1.0679760,79.846414,212.18202
75999,27712,0.36299220,0.37332400,1.0671809,80.913595,211.06676
76999,28114,0.36338110,0.39293739,1.0581241,81.971719,209.59732
77999,28509,0.36360796,0.38107568,1.0572021,83.028921,208.20866
78999,28883,0.36368753,0.36989439,1.0585649,84.087486,207.04393
79999,29263,0.36377619,0.37078007,1.0579641,85.145450,205.82079
80999,29646,0.36400606,0.38239554,1.0575018,86.202952,204.57136
81999,30001,0.36404780,0.36742837,1.0566521,87.259604,203.59605
82999,30378,0.36393057,0.35431759,1.0510871,88.310691,202.39538
83999,30718,0.36377053,0.35048798,1.0540061,89.364697,201.55495
84999,31072,0.36387193,0.37238887,1.0528378,90.417535,200.57608
85999,31456,0.36406091,0.38012453,1.0587652,91.476300,199.33086
86999,31818,0.36403904,0.36215832,1.0523918,92.528692,198.27743
87999,32155,0.36404600,0.36465086,1.0589671,93.587659,197.46399
88999,32492,0.36386016,0.34750684,1.0508459,94.638505,196.62859
89999,32876,0.36402972,0.37912071,1.0584650,95.696970,195.38762
90999,33229,0.36413090,0.37323619,1.0571871,96.754157,194.41969
91999,33586,0.36412276,0.36338215,1.0537701,97.807927,193.40843
92999,33929,0.36395437,0.34846328,1.0534148,98.861342,192.51577
93999,34296,0.36406001,0.37388423,1.0517392,99.913081,191.41267
94999,34663,0.36418479,0.37591370,1.0542238,100.96730,190.31534
95999,35025,0.36417383,0.36313232,1.0571012,102.02441,189.26583
96999,35417,0.36445632,0.39157558,1.1251190,103.14953,188.09345
97999,35795,0.36445097,0.36393187,1.0517790,104.20130,186.90445
98999,36167,0.36450230,0.36953311,1.0534778,105.25478,185.76958
99999,36483,0.36427567,0.34183915,1.0551591,106.30994,185.08589
100999,36843,0.36431408,0.36815502,1.0527561,107.36270,184.04326
101999,37208,0.36436259,0.36926174,1.0445189,108.40722,182.94737
102999,37591,0.36446746,0.37516426,1.0467989,109.45402,181.71678
103999,37940,0.36442374,0.35992075,1.0441432,110.49816,180.74633
104999,38319,0.36469927,0.39335435,1.0516717,111.54983,179.55858
105999,38684,0.36467190,0.36179832,1.0481582,112.59799,178.47323
