SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-19.499233,0.47169005,0.12766007,0.39615442,0.58221835,0.64659282E-1,0.33262275,0.31136445,0.20799468,0.18451515,0.33357119,0.90326069
-16.838226,0.46486196,0.91330131E-1,0.42883129,0.68142344,0.14204785,0.21205483,0.31887750,0.32146118,0.14434364,0.35231629,0.84860470
-13.784259,0.64496649,0.20815383,0.49546806,0.84451354,0.16895235,0.14776612,0.43615796,0.47114212E-1,0.36674839E-1,0.41472524,0.87227151
-10.630021,0.48771992,0.16819478,0.45696807,0.73372768,0.11018592,0.20555897,0.38940108,0.12254214,0.63752820E-1,0.39377006,0.81240094
-9.1246505,0.45091809,0.16988140,0.43494030,0.71399061,0.12056813,0.23036218,0.35941815,0.16173307,0.60988442E-1,0.39372629,0.82872970
-10.621603,0.39144544,0.18956162,0.38813186,0.60876781,0.17828589,0.31246146,0.32042834,0.14687239,0.70073536E-1,0.37772017,0.90216509
-8.6269158,0.33269180,0.17825460,0.42520928,0.65105121,0.11455574,0.25392225,0.27775813,0.16557053,0.42794441E-1,0.37739504,0.81926510
-7.4756329,0.37414718,0.16235182,0.41700024,0.65623381,0.12805640,0.24831957,0.28882417,0.18064260,0.54515643E-1,0.37302531,0.84584450
-7.2257941,0.28009626,0.13203693,0.37960349,0.61825843,0.14129992,0.25548925,0.14256261,0.24068827,0.27160738E-1,0.35800486,0.89874783
-8.6857247,0.17251825,0.17743876,0.37224918,0.55465156,0.15736881,0.30978548,0.10232868,0.24149773,0.29268151E-3,0.34621988,0.89550799
-7.6575075,0.40455468,0.18010090,0.42455213,0.68560790,0.14591669,0.24448607,0.28765802,0.17289083,0.42336506E-1,0.37914502,0.87083899
-8.9325258,0.22768574,0.12909862,0.39455243,0.64502371,0.89063475E-1,0.24656491,0.14815182,0.31241118,0.22245465E-1,0.36045513,0.82301238
-10.049791,0.37341563,0.13565644,0.40898016,0.72009027,0.12370263,0.21180767,0.22623610,0.26350755,0.36992100E-1,0.38322986,0.86332779
-12.123194,0.29692546,0.10601481,0.41543546,0.71322970,0.65730197E-1,0.19050764,0.12901126,0.31617164,0.18416840E-1,0.36859700,0.82888188
-7.5772700,0.27974291,0.14935857,0.38017037,0.62749492,0.12797961,0.27665087,0.15417890,0.29022178,0.34894158E-1,0.36064081,0.89632127
-7.8572458,0.32688472,0.15814700,0.39952493,0.67176933,0.12930343,0.25026173,0.18739715,0.26928601,0.22162269E-1,0.36742975,0.88728157
-9.1128229,0.38285588,0.13212366,0.41044453,0.67975182,0.12737213,0.19601663,0.17090669,0.20345757,0.19795172E-1,0.36498363,0.91430262
-7.2620117,0.13607642,0.12215497,0.37657448,0.53319044,0.10911310,0.26167406,0.49237578E-1,0.25744243,0.46946549E-2,0.32906044,0.86896528
-7.8571620,0.34839898,0.13690715,0.43756275,0.67879859,0.79016106E-1,0.17352717,0.10389936,0.24075228,0.14634004E-2,0.34513770,0.90407498
-8.7792641,0.54668974,0.17892620,0.51606510,0.75967866,0.85028305E-1,0.10611245,0.22726829,0.97851207E-1,0.12108094E-2,0.34992630,0.90950064
-6.8148131,0.45994401,0.16251256,0.47644888,0.70492914,0.54387026E-1,0.17404977,0.20757470,0.17174854,0.28208925E-1,0.34796013,0.88498878
-8.1670071,0.43528834,0.21595907,0.45156021,0.68125601,0.13569306,0.22415967,0.29293642,0.79627315E-1,0.16274382E-1,0.37612107,0.88471272
-7.1456158,0.42645415,0.17594912,0.50284527,0.63762011,0.19057623E-2,0.12499654,0.19615339,0.54507898E-1,0.21548919E-1,0.32989530,0.85389701
-7.0097230,0.36153031,0.17499610,0.45131694,0.67270872,0.26078915E-1,0.20697451,0.19180856,0.21034975,0.30015012E-1,0.35552004,0.83596729
-8.5999736,0.44589570,0.14043671,0.47121865,0.72704392,0.53287932E-2,0.18641704,0.17028235,0.24124304,0.24008078E-1,0.34688325,0.87648336
-8.0914781,0.45449871,0.20014241,0.43080474,0.68420130,0.13570872,0.23694202,0.28850457,0.15579877,0.38555980E-1,0.37041215,0.90915759
-8.5532689,0.25759217,0.12585193,0.35106733,0.59858683,0.14761521,0.31161753,0.19472084,0.28548525,0.69818857E-1,0.36749671,0.86820237
-7.4294941,0.56310591,0.18862329,0.50678404,0.74424235,0.40723231E-1,0.13411092,0.30223365,0.90577262E-1,0.44950355E-1,0.35987987,0.86657427
-8.7102664,0.35214150,0.16721240,0.48542891,0.60701419,0.13478903E-1,0.98596160E-1,0.15252860,0.52997619E-2,0.81177278E-2,0.33762343,0.83271693
-9.6556590,0.37683038,0.14040795,0.39020243,0.68000745,0.10963207,0.30751033,0.27066338,0.29643797,0.72251973E-1,0.38587239,0.85674133
-10.872286,0.46593227,0.15805864,0.41104338,0.63361861,0.43378038E-1,0.16927894,0.15360724,0.10681145,0.64706803E-1,0.35454495,0.93071105
-6.8694922,0.24154310,0.12059359,0.41517372,0.60435637,0.11782760,0.23087848,0.98917594E-1,0.26412097,0.16263072E-1,0.33241547,0.88697982
-6.6979592,0.43039226,0.16762929,0.48297501,0.65324384,0.57459028E-1,0.10600789,0.14190535,0.68059752E-1,0.99020158E-2,0.33264436,0.90834908
-9.3420538,0.37074018,0.10733706,0.41815223,0.61920390,0.43823842E-1,0.16525206,0.14634703,0.18239838,0.78810253E-1,0.35064230,0.86930917
-8.9182844,0.39621608,0.16099365,0.43733978,0.67446333,0.12846710,0.22135967,0.32918816,0.17868127,0.92723846E-1,0.38558211,0.82210407
-8.2288947,0.47333346,0.18276257,0.45911129,0.72128891,0.95427359E-1,0.22280844,0.32843662,0.17067319,0.65587364E-1,0.37991147,0.84952729
-8.1735841,0.24352853,0.15605390,0.44466062,0.64688382,0.17884262,0.16865768,0.14331890,0.27992376,0.13920772E-1,0.33912080,0.87111257
-7.6310279,0.35975145,0.18927000,0.43912692,0.61429283,0.30624125,0.20824986,0.30463644,0.14714020,0.43673466E-1,0.34597852,0.93075490
-8.3061183,0.31606908,0.13799959,0.43415964,0.62078421,0.22012674,0.10459806,0.28327632,0.71961042E-1,0.31277269E-1,0.37283454,0.84530591
-7.0910972,0.18808776,0.14380827,0.40760730,0.58439978,0.32345766,0.18373334,0.19887249,0.28298850,0.21089484E-1,0.32874931,0.90992623
-9.5813883,0.48265975,0.20572529,0.52015216,0.66670053,0.10778497,0.12272692,0.17043234,0.10629131,0.16689950E-1,0.29921480,0.95901951
-8.3941659,0.20890912,0.14372378,0.45453242,0.55310716,0.87407588E-1,0.17911291,0.42519294E-1,0.14200665,0.33721942E-1,0.30834468,0.86958161
-9.8900273,0.47584845,0.22676769,0.53168513,0.71747101,0.11614215,0.17830376,0.21870666,0.10055068,0.80908777E-1,0.33374923,0.89656761
