SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-11.912259,0.32075381,0.13033018,0.11577947,0.64451925,0.17392523E-1,0.26051911E-1,0.57286796E-1,0.42899819,0.99085414E-1,0.25744281,0.94184887
-11.912259,0.32075381,0.13033018,0.11577947,0.64451925,0.17392523E-1,0.26051911E-1,0.57286796E-1,0.42899819,0.99085414E-1,0.25744281,0.94184887
-9.0283297,0.28348545,0.11909710,0.64261885E-1,0.64546964,0.61511844E-1,0.66041585E-1,0.89499788E-1,0.43726985,0.16073797E-1,0.26993440,0.94377131
-9.0283297,0.28348545,0.11909710,0.64261885E-1,0.64546964,0.61511844E-1,0.66041585E-1,0.89499788E-1,0.43726985,0.16073797E-1,0.26993440,0.94377131
-9.8612108,0.33510578,0.12088863,0.63597634E-1,0.57350040,0.82843163E-1,0.13383007E-1,0.33065270E-1,0.32958184,0.31390938E-1,0.29983221,0.85070260
-16.462851,0.34690231,0.20647651E-1,0.85711237E-1,0.52355242,0.16897928,0.22196022,0.19433617E-1,0.42811566,0.60874041E-1,0.36748973,0.89766657
-16.976772,0.42711088,0.17636160,0.31239383,0.48303633,0.23208737,0.35901587,0.11653514,0.35056894,0.80650942E-1,0.35270548,0.95332392
-11.986383,0.37514475,0.16740833,0.34064106,0.54976309,0.24558348,0.32724110,0.20034393,0.28698603,0.70286893E-1,0.38458879,0.90414310
-11.216306,0.31942627,0.15710129,0.29674496,0.63988788,0.24079477,0.32766631,0.30172728,0.26609288,0.45896863E-1,0.38125319,0.87028422
-10.901945,0.31203942,0.13953773,0.25280633,0.65668034,0.19797774,0.29664604,0.28740489,0.27801924,0.45021957E-1,0.36634816,0.86721876
-8.2998545,0.31437836,0.15040034,0.23753510,0.56527530,0.19317098,0.26765145,0.17447111,0.31895416,0.51554532E-1,0.35006877,0.90026637
-10.468149,0.30146781,0.16334156,0.22107824,0.52446600,0.18780343,0.26675142,0.12321412,0.35556553,0.41321954E-1,0.33544459,0.92618021
-7.7766494,0.33019442,0.14520071,0.20058384,0.56760676,0.15891468,0.25414713,0.14616299,0.37241084,0.54269445E-1,0.33158291,0.90668631
-8.7689572,0.30273351,0.15202850,0.15481718,0.56194707,0.13757296,0.21952517,0.10853717,0.40811696,0.45397012E-1,0.30399471,0.92499257
-8.8671218,0.30002537,0.14767486,0.24856976,0.59398252,0.20309806,0.29407580,0.20711061,0.32164855,0.42478316E-1,0.36413082,0.89366552
-12.127566,0.29211913,0.14390855,0.22687567,0.61840815,0.11909514,0.21823810,0.13598017,0.40873456,0.77580461E-1,0.36623458,0.86389939
-11.474625,0.28965506,0.14497251,0.14375274,0.59851706,0.74783412E-1,0.22318344,0.90969181E-1,0.50080592,0.75808304E-1,0.32241999,0.88248560
-8.1860572,0.23059730,0.15382767,0.19286956,0.59793346,0.15671414,0.19473376,0.15884644,0.32489126,0.16818416E-1,0.32692623,0.91292191
-10.915295,0.20919616,0.15026475,0.22467991,0.67042364,0.16922619,0.22830675,0.26387216,0.28645160,0.27004153E-1,0.35094866,0.86926059
-8.8785438,0.26775321,0.15643068,0.20387166,0.56946258,0.17026023,0.25487934,0.14773168,0.36210319,0.38423413E-1,0.33502700,0.91032832
-8.1377971,0.32580847,0.14341313,0.21153010,0.56467763,0.19333237,0.26608005,0.16446215,0.34188104,0.63949017E-1,0.34058980,0.89671170
-9.7396251,0.40194237,0.15130506,0.24414983,0.51514654,0.25606275,0.32379142,0.16140147,0.31202100,0.68235018E-1,0.33956724,0.92591878
-12.816253,0.38758974,0.14706128,0.14783973,0.49255622,0.22854180,0.25357109,0.11315326,0.32745543,0.58856372E-1,0.27599824,0.95444904
-11.648772,0.37852751,0.14132401,0.20267224,0.70090434,0.14064124,0.22118727,0.25362101,0.36081312,0.79405201E-1,0.33161690,0.86199640
-8.1767406,0.39548045,0.13126226,0.16231712,0.60442264,0.12413079,0.17411190,0.11967083,0.39188461,0.83362995E-1,0.30181219,0.91333145
-7.8609303,0.33050274,0.13937462,0.16041866,0.53923134,0.15535890,0.22561659,0.11308648,0.35961050,0.42894267E-1,0.31033401,0.92355120
-8.0225236,0.37189284,0.14294547,0.25244751,0.59556956,0.17737434,0.26175273,0.18064405,0.33263391,0.74745696E-1,0.35577450,0.89065964
-9.6305796,0.43166453,0.11927719,0.14267975,0.60663783,0.13272549,0.12648909,0.12781797,0.32789636,0.84665722E-1,0.28165809,0.91704445
-8.5307632,0.44923400,0.13084707,0.23770048,0.55975631,0.24029386,0.23423566,0.17466022,0.25841429,0.97272816E-1,0.32554480,0.91661592
-8.6838020,0.32327731,0.12926456,0.22016419,0.53099793,0.17190421,0.24513975,0.13348920,0.30172444,0.46878046E-1,0.35335094,0.90039959
-10.227867,0.28043668,0.92740900E-1,0.15702867,0.55906240,0.14530570,0.15913199,0.13981033,0.22492251,0.33880395E-1,0.33538023,0.89237537
-12.994563,0.33211978,0.10767832,0.26937525,0.57092241,0.16744043,0.19350203,0.13990089,0.23640736,0.68060196E-1,0.38062799,0.89104606
-11.427529,0.26080741,0.15619255,0.20261224,0.56051431,0.23843740,0.32787119,0.21860471,0.32748350,0.48219682E-1,0.33343501,0.89613068
-9.2621494,0.28517390,0.13992231,0.18586982,0.62371035,0.16070964,0.18004476,0.17873513,0.33766933,0.87029288E-1,0.31578514,0.88561689
-10.859216,0.32913454,0.10707269,0.54501472E-1,0.52832015,0.14218009,0.11502526,0.48080044E-1,0.35540575,0.72788612E-1,0.26913407,0.91516749
-9.9190239,0.37421923,0.13013933,0.23964535,0.63294280,0.21769415,0.32266950,0.25277197,0.30944965,0.30535928E-1,0.38620424,0.86652235
-9.0294572,0.51231046,0.93701375E-1,0.17701358,0.67676691,0.12243083,0.14805794,0.15313102,0.35997392,0.71526647E-1,0.35412870,0.87235824
-9.3099162,0.52519377,0.10542678,0.10868798,0.69926853,0.72453827E-1,0.48842701E-1,0.76067112E-1,0.42832989,0.44462045E-1,0.31849053,0.89680249
-8.6860280,0.44803603,0.11572735,0.17884585,0.72297135,0.32111867E-1,0.71361264E-1,0.12185237,0.37608849,0.27679532E-1,0.33030637,0.90624160
-9.3435082,0.49398860,0.15286907,0.22387870,0.61403545,0.17789755,0.22930913,0.16920000,0.32742038,0.27733565E-1,0.30179859,0.96562872
-10.878658,0.71585953,0.12314021,0.22524655,0.72617626,0.13071292,0.70233963E-1,0.15123620,0.29207620,0.40149904E-1,0.30562364,0.95418953
-8.9858815,0.64021102,0.14928409,0.22475120,0.62332040,0.15624905,0.17016117,0.12836478,0.33193689,0.24447996E-1,0.30384031,0.96738998
-6.5372526,0.46194948,0.15175988,0.16392564,0.65475562,0.54763945E-1,0.16232683,0.10761447,0.43314433,0.29890284E-2,0.31792637,0.91114176
-7.9426662,0.50158043,0.17675840,0.38557527,0.73475133,0.12541926,0.18332887,0.30605021,0.16108968,0.43103991E-1,0.34782103,0.90356851
-9.0495402,0.38300734,0.18183039,0.38883337,0.79492943,0.10961350E-1,0.13378529,0.33135033,0.18502676,0.56386878E-1,0.35126536,0.85053549
-9.5290286,0.36232962,0.12450884,0.19410085,0.69285538,0.10343482E-1,0.11010007,0.14108951,0.38794047,0.44571584E-1,0.35678817,0.84987571
-7.4956285,0.55629925,0.13567047,0.27851460,0.60711037,0.74398878E-1,0.12309891,0.13586695,0.20378357,0.66965442E-1,0.32251197,0.90938832
-7.5992575,0.44808435,0.17925622,0.41993584,0.66572652,0.25096026E-1,0.24145536,0.29876623,0.11818320,0.35100306E-1,0.36029399,0.87690682
-8.7325152,0.34457478,0.14728072,0.35118172,0.65247098,0.28872503E-1,0.10089301,0.20077525,0.95191802E-1,0.77525946E-1,0.33177018,0.88574149
-9.9243439,0.18741551,0.17733235,0.27223355,0.64058803,0.11628308E-2,0.13479055,0.17472454,0.29154970,0.83282059E-1,0.28223154,0.90890530
-10.143050,0.30509966,0.19160373,0.32660633,0.66575684,0.56598061E-1,0.21111111,0.22812617,0.31581696,0.98560119E-1,0.30709818,0.90578255
-8.9634626,0.25497547,0.14868742,0.26636026,0.69058340,0.93650688E-1,0.68821727E-1,0.17770092,0.31165012,0.61176295E-1,0.32324440,0.92235746
-11.721938,0.18492884,0.10417554,0.11590904,0.67746976,0.12201335,0.26962739E-1,0.12812646,0.35689253,0.36586639E-1,0.31145928,0.91266155
-7.8235543,0.35811689,0.16189009,0.26033338,0.65393634,0.40608679E-1,0.50263546E-1,0.14183536,0.24378931,0.28382296E-1,0.27861524,0.97059714
-7.9366156,0.42499607,0.16034512,0.33640200,0.71100494,0.14007082,0.19023838,0.25507218,0.26412157,0.34319142E-1,0.36016534,0.91183508
-7.9866398,0.37968403,0.19310578,0.43340128,0.75938132,0.33128882E-1,0.20456235,0.32857213,0.20755550,0.34144362E-1,0.36480271,0.89678789
-10.015930,0.16028748,0.97524887E-1,0.15448687E-1,0.53411345,0.53811873E-1,0.81687126E-1,0.11521305E-1,0.39547712,0.20703880E-1,0.29765519,0.89918541
-6.5874492,0.46502113,0.13848857,0.16125508,0.63468869,0.47730238E-1,0.19896530,0.12002031,0.42973971,0.40896843E-1,0.31856517,0.90293137
-5.6619095,0.63432750,0.13496194,0.14206455,0.64475509,0.10704638,0.20212699,0.10884736,0.38396749,0.29306289E-2,0.33312474,0.89970104
