NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,314,0.30710808,0.30680097,1.2489588,1.2489588,22.616496
1999,823,0.40358355,0.49996255,1.1744933,2.4234521,15.244486
2999,1241,0.40925138,0.42058138,1.1559639,3.5794160,13.726383
3999,1642,0.40827608,0.40535116,1.1758699,4.7552860,12.620911
4999,2034,0.40535359,0.39366655,1.1436031,5.8988891,11.501964
5999,2421,0.40026706,0.37483948,1.0907249,6.9896140,10.332849
6999,2821,0.39990368,0.39772378,1.0971529,8.0867670,9.1130210
7999,3187,0.39799993,0.38467561,1.0738399,9.1606069,8.0855937
8999,3542,0.39427214,0.36445348,1.0734713,10.234078,7.1020226
9999,3953,0.39588626,0.41041180,1.0906358,11.324714,5.8643282
10999,4326,0.39601046,0.39725226,1.0662782,12.390992,4.7948499
11999,4703,0.39476510,0.38106741,1.0754440,13.466436,3.7137928
12999,5089,0.39394301,0.38407875,1.1800859,14.646522,2.6219260
13999,5475,0.39452537,0.40209543,1.1022549,15.748777,1.5101567
14999,5862,0.39368310,0.38189223,1.1458991,16.894676,0.39772523
15363,6000,0.39304298,0.36666627,0.39508605,17.289762,0.0000000
