ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
1,0,0.33333333,0.0000000,1,3,-41.228153,0.22222000,0.27273000,0.40000000,0.50000000,0.40000000,0.50000000,0.33333000,0.20000000,0.0000000,0.33333000,1.0000000
1,0,0.32811432E-1,0.0000000,1,58,-23.734735,0.18312529,0.13977825,0.25698604,0.53488014,0.51216605,0.55090680,0.27261402,0.34694943,0.22508549E-1,0.35626615,0.92769007
1,0,0.32902138E-1,0.0000000,2,31,-16.380594,0.16609760,0.14566246,0.34450523,0.43903454,0.39898228,0.52373674,0.86439724E-1,0.27827105,0.37183997E-1,0.38773434,0.82791175
1,0,0.40270398E-1,0.0000000,3,8,-13.000830,0.17217735,0.10815820,0.33223104,0.48567859,0.28623318,0.41585832,0.32543133,0.41286052,0.44985486E-1,0.40325247,0.88338155
1,0,0.39006149E-1,0.0000000,4,29,-12.342779,0.18510019,0.46457914E-1,0.29776965,0.57710400,0.71301422E-1,0.27903105,0.12182333,0.34899046,0.23196326E-1,0.34613875,0.90500925
1,0,0.37606382E-1,0.0000000,4,16,-13.207776,0.10496272,0.14217063,0.28561949,0.60616566,0.25349038,0.35250439,0.32179902,0.33937270,0.21346157E-1,0.35098217,0.87924582
1,0,0.34340699E-1,0.0000000,4,43,-12.651805,0.22672288,0.11974897,0.35466683,0.57797014,0.17370201,0.26914621,0.29769907,0.39005730,0.42933071E-1,0.42169042,0.83396006
1,0,0.30216437E-1,0.0000000,4,27,-17.106171,0.94371770E-1,0.13631914,0.58916777,0.58009875,0.10044573,0.30153560,0.35849748,0.40777619,0.49855419E-1,0.43643162,0.78426556
1,0,0.31645830E-1,0.0000000,4,22,-13.003837,0.58714115E-1,0.23122091,0.52528562,0.55378216,0.18043051,0.29103981,0.36711735,0.19876657,0.48234100E-1,0.35882090,0.89142017
1,0,0.32622626E-1,0.0000000,4,6,-13.866689,0.78036453E-1,0.20377200,0.55194045,0.63056766,0.14758705,0.39734753,0.36963143,0.16745992,0.17008200E-1,0.36727183,0.93302291
