ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
1,0,0.50000000,0.0000000,1,2,-41.228153,0.22222000,0.27273000,0.40000000,0.50000000,0.40000000,0.50000000,0.33333000,0.20000000,0.0000000,0.33333000,1.0000000
1,0,0.96278688E-1,0.0000000,1,24,-20.856650,0.23935379,0.17464525,0.41949696,0.63324433,0.39198022,0.33028256,0.45121324,0.68078485E-1,0.65829525E-1,0.40999034,0.91362749
1,0,0.61099228E-1,0.0000000,2,36,-18.740222,0.16471639,0.11120928,0.56342805,0.58558168,0.45024594,0.21701132,0.38442447,0.64440276E-1,0.14019993,0.35878685,0.89178252
1,0,0.51062233E-1,0.0000000,3,33,-14.490532,0.16046512,0.21584874,0.57251201,0.58618974,0.35258243,0.22383283,0.94949105E-1,0.10132498,0.78481655E-1,0.33554680,0.96008031
1,0,0.48461711E-1,0.0000000,4,11,-15.742194,0.23093463,0.13110559,0.61009803,0.52358791,0.41741163,0.36027666,0.22126986,0.44488259E-1,0.51902119E-1,0.32407219,0.92145236
1,0,0.48774188E-1,0.0000000,4,20,-14.924346,0.20565877,0.13587527,0.44592030,0.55827981,0.29776730,0.41586223,0.21283032,0.21773538,0.84297068E-1,0.38938578,0.93088520
1,0,0.26287735E-1,0.0000000,4,168,-13.332441,0.29678036E-1,0.85455322E-1,0.49082578,0.48987344,0.43693709,0.26495769,0.39356889,0.27394871,0.56014812E-1,0.38991804,0.82459576
1,0,0.26270505E-1,0.0000000,4,8,-14.932333,0.15947681,0.16051804,0.57060405,0.40755501,0.47627938,0.12553070,0.40319309,0.26900743,0.41281931E-1,0.31978181,0.96779271
1,0,0.19789205E-1,0.0000000,4,138,-15.348074,0.15654619,0.18759344,0.68269869,0.47712048,0.47127220,0.16222901,0.48230481,0.15991397,0.67187918E-1,0.39722866,0.88750001
1,0,0.18132195E-1,0.0000000,4,99,-15.056078,0.10935376,0.14225408,0.69630744,0.47589260,0.58933322,0.14946522,0.45080234,0.44240500E-1,0.59544193E-1,0.41970324,0.80384635
1,0,0.13295949E-1,0.0000000,4,287,-7.5331417,0.10327510,0.18160226,0.67086832,0.56485273,0.40152199,0.15286624,0.35098088,0.91610189E-1,0.36384869E-1,0.34944988,0.87078702
1,0,0.13614071E-1,0.99999984,11,10,-11.102391,0.60876054E-1,0.18652146,0.66590287,0.52199200,0.28812660,0.17269910,0.39343194,0.17386581,0.62031324E-1,0.31434809,0.93292348
1,0,0.14792549E-1,0.0000000,11,1,-10.610804,0.64541739E-1,0.18965477,0.67529762,0.53813498,0.28050394,0.16880005,0.37535985,0.15410671,0.67399738E-1,0.31518227,0.93220550
1,0,0.15968214E-1,0.0000000,11,1,-9.9378184,0.69927365E-1,0.18468230,0.67218521,0.54192682,0.28416166,0.17106684,0.38037629,0.14824726,0.68357567E-1,0.31959459,0.92774517
1,0,0.17141077E-1,0.0000000,11,1,-9.0200766,0.69391693E-1,0.17657021,0.67013366,0.53995541,0.29793669,0.16637546,0.39093803,0.14805830,0.71803024E-1,0.32828267,0.91793025
1,0,0.18275960E-1,0.0000000,11,1,-9.0500791,0.78229609E-1,0.17236030,0.66396368,0.54266456,0.29397067,0.17552273,0.38323977,0.14431327,0.73432175E-1,0.32725174,0.92118968
