NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,426,0.41319741,0.41278421,1.6559360,1.6559360,21.667106
1999,881,0.43574656,0.45827316,1.7549462,3.4108822,19.818736
2999,1304,0.43269903,0.42660702,1.5941787,5.0050609,18.024360
3999,1687,0.41763950,0.37247596,1.9421921,6.9472530,17.761412
4999,2050,0.40554312,0.35716970,2.0943451,9.0415981,17.421616
5999,2417,0.39831329,0.36217139,1.6200340,10.661632,15.804976
6999,2765,0.39237632,0.35676042,1.3583109,12.019943,14.063116
7999,3121,0.38746584,0.35309737,1.2643290,13.284272,12.254219
8999,3472,0.38293886,0.34672759,1.5218391,14.806111,10.780486
9999,3845,0.38096156,0.36316786,1.3715279,16.177639,9.0670513
10999,4208,0.37917146,0.36127224,1.6844280,17.862067,7.6066597
11999,4557,0.37732581,0.35702543,1.3145370,19.176604,6.0723809
12999,4846,0.37285392,0.31919576,1.3110111,20.487615,4.8788089
13999,5178,0.37018446,0.33548416,1.2788789,21.766494,3.4553994
14999,5532,0.36908797,0.35373817,1.2860649,23.052559,1.9502165
15999,5920,0.36968993,0.37871871,1.3232210,24.375780,0.32940243
16217,6000,0.36965558,0.36713519,0.26548934,24.641269,0.0000000
