SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-9.9279013,0.46385079,0.13216531,0.43870835,0.48660229,0.46138564,0.34260132,0.15451750,0.24686532,0.50001247E-1,0.33978848,0.91554440
-9.7758862,0.27461332,0.14709625,0.43378439,0.43870216,0.36616056,0.39358749,0.82895751E-1,0.17243670,0.17334264E-1,0.35547808,0.88081610
-7.3624573,0.53837825,0.14990977,0.47540248,0.57197437,0.26202376,0.19850234,0.49456474E-1,0.13148557,0.30527684E-1,0.34138948,0.89061664
-8.6023829,0.44697737,0.17852376,0.41897943,0.58817172,0.14329197,0.30418508,0.22912040,0.22924306,0.40709038E-1,0.38405356,0.84872237
-8.0116737,0.63702330,0.17153414,0.35389771,0.68089818,0.85551666E-1,0.13156091,0.33647889,0.14674331,0.66752009E-1,0.34503546,0.84928053
-11.878379,0.48523326,0.20051144,0.34929031,0.63202500,0.22673282,0.22612322,0.47050791E-1,0.19015963,0.96012885E-1,0.34116929,0.92852948
-6.7710129,0.40315584,0.17115674,0.39712061,0.54168139,0.42551582,0.14013691E-1,0.17370609,0.18136366,0.15407463E-1,0.30495748,0.87805495
-7.5730617,0.15995470,0.15591978,0.57613082,0.67519892,0.12520186,0.79344629E-1,0.51519351,0.27646383,0.17305045E-1,0.39216114,0.84554914
-13.154163,0.20509018,0.14892039,0.48147701,0.53969584,0.30953256,0.38495402E-1,0.30852155E-1,0.11167551,0.44155526E-1,0.27302882,0.82853039
-7.1024662,0.21442787,0.10880035,0.23522890,0.61195807,0.98144681E-1,0.15497676,0.18418750,0.32625408,0.36802249E-1,0.34117976,0.84918850
-8.6233123,0.32805682,0.16504696,0.52326945,0.57722242,0.15266631,0.16135962,0.24434817,0.18245807,0.12461981,0.33885274,0.87016378
-13.132568,0.40707372,0.18821580,0.19447144,0.57142954,0.28204967,0.15414513,0.29117207,0.46260172,0.93542127E-1,0.32635682,0.91354371
-6.2429312,0.61957778,0.14395306,0.19949125,0.63280035,0.23331342,0.38705182E-1,0.38142147,0.37349897,0.62259799E-1,0.34055031,0.90641218
-14.750784,0.70329013,0.24376664,0.18546736,0.69975038,0.35249164,0.74211526E-1,0.15525228,0.21848144,0.80469267E-1,0.30796863,0.86234654
-6.9898996,0.35778468,0.13486788,0.17853421,0.62772457,0.11311666,0.83429542E-1,0.22435233,0.46328609,0.43227509E-1,0.29244619,0.92461585
-7.2450305,0.14898622,0.18391677,0.50798079,0.55097390,0.47369047,0.45448749E-1,0.31202714,0.19085722,0.30065877E-1,0.31639927,0.89479990
-11.186800,0.85296699,0.19376817,0.24998281,0.77161936,0.18628929,0.43011609E-1,0.47691327,0.36418467,0.10946826E-1,0.37391553,0.86480788
-5.7981902,0.38167579,0.16810994,0.30176201,0.60755069,0.21311705,0.10714547,0.24555205,0.25332038,0.47395606E-1,0.33402758,0.90860882
-9.0941175,0.91328789E-1,0.22991223,0.58100154,0.67128761,0.12826321,0.89834854E-1,0.34229735,0.16813086,0.51339173E-1,0.34309638,0.90689569
-9.3216177,0.12573637,0.19307996,0.45411062,0.64658833,0.43196320E-1,0.20232054,0.44668823,0.34401142,0.94283447E-2,0.37611896,0.90316097
-7.6898870,0.36596734,0.13320630,0.39640810,0.59649055,0.17984580,0.19932564,0.32467814,0.27142697,0.54202754E-1,0.33567739,0.87501697
-8.2114661,0.26968089,0.17444464,0.37042953,0.58179836,0.13639127,0.97580077E-4,0.42083376,0.31865962,0.85949505E-1,0.34686082,0.90474459
-9.5515030,0.32787444,0.16175486,0.60805562,0.51531410,0.60437385,0.58282015E-1,0.41468255,0.16194607,0.59206550E-1,0.33919603,0.86835710
-6.5327016,0.42763056,0.19022113,0.47364053,0.56041116,0.38869683,0.69442013E-1,0.33489058,0.28523558E-1,0.24344407E-1,0.35276561,0.87950024
-7.0855686,0.16911128,0.19109685,0.42794749,0.56441292,0.30689277,0.14262472,0.14603890,0.95734107E-1,0.26494293E-1,0.30319638,0.94511183
-11.258612,0.50962040,0.15601006,0.93885509E-1,0.59758431,0.14979135,0.53854617E-1,0.46614668,0.55814497,0.47689356E-1,0.34985078,0.92741439
-5.4727615,0.51053336,0.12027720,0.61281308E-1,0.58977733,0.23521236,0.59238021E-1,0.22433128,0.41677097,0.37135286E-1,0.30432081,0.90534097
-7.3561865,0.53705453,0.13177612,0.10029782,0.60733809,0.26994609,0.16494863,0.32468279,0.46419405,0.39224900E-3,0.35147427,0.91352268
-10.471791,0.12944710,0.86759036E-1,0.33904918,0.53072329,0.10020314,0.61952459E-1,0.30071569,0.32346424,0.11640537,0.30903898,0.87818423
-9.5705749,0.17164401,0.21843131,0.51521566,0.52829801,0.17163197,0.20676254E-2,0.33608716,0.94858003E-1,0.63904206E-1,0.31534993,0.89550348
-8.3448635,0.12637404,0.11124430,0.40035898,0.48847884,0.27045839,0.29587837,0.24770846,0.32332938,0.22531872E-1,0.33544617,0.88739760
-8.1506255,0.52278218,0.15563166,0.27271093,0.65433138,0.14055392,0.86036462E-1,0.19928722,0.35060391,0.19589077E-1,0.30051391,0.86637599
