SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-8.2689245,0.27222222E-1,0.19001550,0.56216114,0.58217540,0.18965202,0.16466613,0.34531735,0.16715981,0.11355939,0.32095654,0.90852470
-9.3565001,0.13926143,0.12153181,0.38791912,0.54043260,0.22543484,0.35821582,0.25256397,0.33521077,0.47850319E-1,0.38722349,0.85506940
-7.9337594,0.81041399E-1,0.16224823,0.48232336,0.60859684,0.11875330,0.26711183,0.31468534,0.24103430,0.67014090E-1,0.38341163,0.84448928
-7.2081321,0.11449773,0.17957109,0.52910119,0.66904813,0.10310656,0.21092323,0.36892713,0.22481969,0.28212427E-1,0.36483055,0.90615952
-6.6420216,0.20105081,0.18920903,0.40193105,0.59909707,0.13193561,0.19473790,0.19903924,0.21698342,0.25133346E-1,0.32179133,0.92012217
-10.360961,0.12918166,0.13411811,0.35777159,0.50150074,0.19633105,0.27842878,0.19325392,0.30445421,0.10893769,0.35017981,0.84727100
-7.9872095,0.90732517E-1,0.18779875,0.44954812,0.64967130,0.10615884,0.64146003E-1,0.36269147,0.19745044,0.13102843,0.30197663,0.91925218
-9.1359213,0.20506160,0.17324022,0.42063506,0.70240132,0.13310594,0.15068728,0.36504000,0.25990043,0.18493158E-1,0.39041637,0.87789351
-6.5318000,0.25166392,0.15113062,0.32932568,0.67431493,0.80632327E-1,0.60928996E-1,0.15767061,0.21871626,0.62104656E-2,0.31920001,0.91823786
-7.1959253,0.21161742,0.15889325,0.38104110,0.59098636,0.13113425,0.22467046,0.17267298,0.21526083,0.35897821E-1,0.35846805,0.88707465
-9.4689789,0.42448531,0.99693219E-1,0.15178908,0.58458427,0.26881272,0.67766851E-1,0.15646051,0.44636229,0.32357681E-1,0.33335530,0.92660433
-8.8200789,0.87308819E-1,0.16312622,0.56877948,0.56708164,0.61053929E-1,0.21667989,0.16363893,0.17312672,0.86560487E-1,0.31541082,0.90252928
-7.3461026,0.15439073,0.96714228E-1,0.40472401,0.59246351,0.10103706,0.15037704,0.18133056,0.37866896,0.19983757E-1,0.33384514,0.87527000
-6.9457337,0.86639122E-1,0.16631238,0.50534931,0.62044185,0.10076922,0.24703943,0.26732935,0.24485826,0.47766405E-1,0.34557635,0.87751803
-8.9939003,0.31032483,0.12641932,0.42065149,0.57110771,0.16020628,0.72597105E-1,0.13469759,0.31544897,0.48710723E-1,0.32404504,0.92644150
-6.6337829,0.83685174E-1,0.13497516,0.41119710,0.62509355,0.63439320E-3,0.12294796,0.43061246,0.43513859,0.71269470E-1,0.35689210,0.84737445
-8.7660528,0.24690232,0.13877470,0.30710702,0.56250009,0.13353484,0.88930158E-1,0.17271763,0.40469468,0.61565236E-1,0.28124047,0.90859309
-8.9585633,0.16410235,0.12710001,0.32015388,0.73067681,0.65451193E-1,0.66119467E-1,0.37871272,0.38258841,0.59047360E-1,0.34301545,0.86049916
