SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-9.7120396,0.62427754E-1,0.18122221,0.30532825,0.57625151,0.18667317,0.20866675,0.23752734,0.32762169,0.67920397E-1,0.32430718,0.89410892
-11.066184,0.87923788E-1,0.18915243,0.38831270,0.58984080,0.20204923,0.17377195,0.22516856,0.30261560,0.64619094E-1,0.29047582,0.97884668
-11.323519,0.27486472,0.22069823,0.38582422,0.58204230,0.19767696,0.85224351E-1,0.22520130,0.22940058,0.10882504,0.26915322,0.95272323
-8.0366243,0.42333241,0.14387582,0.23527960,0.66336246,0.20328947,0.13365767,0.38251917,0.28374227,0.48651475E-1,0.37042721,0.89576218
-10.217534,0.61247040,0.65599722E-1,0.16543987,0.61235684,0.26913272,0.69392753E-1,0.35945234,0.34537155,0.21958758E-1,0.34976390,0.85744190
-8.5381458,0.70816294,0.13551260,0.17022142,0.69204016,0.15449098,0.73435036E-1,0.31391144,0.36599032,0.11246784E-1,0.38829229,0.85762809
-7.1953723,0.70169612,0.18011292,0.18783796,0.67432226,0.15917940,0.56107436E-1,0.30264914,0.37048323,0.20774214E-1,0.34533352,0.88266403
-7.0722684,0.55036516,0.17527101,0.19115272,0.67037526,0.12723432,0.12722166,0.26124814,0.37899562,0.24873346E-1,0.35004989,0.88957784
-6.6605474,0.51277368,0.17950325,0.26866338,0.62142975,0.21057260,0.13460707,0.31103849,0.34083464,0.25102846E-1,0.33190061,0.91201854
-5.7376980,0.53063951,0.15516852,0.23332160,0.63047083,0.18275815,0.12998407,0.29703956,0.38624257,0.22720448E-1,0.34020799,0.88742832
-7.9450770,0.75957567,0.17879327,0.20660612,0.65216778,0.19023834,0.49921337E-1,0.31044122,0.36424060,0.25623445E-1,0.34072978,0.87575779
-5.9466603,0.48775969,0.14136327,0.23572994,0.63149515,0.22925793,0.14671454,0.33553723,0.32985724,0.21785367E-1,0.35701207,0.89377781
-10.663278,0.69276504,0.21201621,0.26599006,0.61861533,0.19145345,0.10165454,0.28447253,0.33958855,0.52632538E-1,0.32913453,0.87807366
-6.5087195,0.43925039,0.14344154,0.30762006,0.59767601,0.28014218,0.14076604,0.35967061,0.24784965,0.55254021E-1,0.36102742,0.87862844
-6.3321556,0.61851958,0.12738030,0.15809590,0.66045556,0.10878853,0.10189434,0.28006113,0.49137250,0.46111614E-2,0.35133555,0.86067025
-5.7997346,0.42915862,0.12196742,0.22345301,0.63738793,0.20352226,0.11960126,0.31895517,0.34872045,0.15841944E-1,0.36106593,0.88295002
-5.3199729,0.50358621,0.14853701,0.21284601,0.66417755,0.15027676,0.92779117E-1,0.30725409,0.35797545,0.29351903E-1,0.33923269,0.91572214
-6.3783980,0.63762297,0.15529347,0.18370203,0.66682723,0.92956791E-1,0.10075514E-1,0.27548251,0.44526072,0.15738480E-1,0.31313443,0.92180113
-6.8220881,0.36491834,0.12747310,0.24269007,0.57550063,0.18971530,0.20220846,0.29175771,0.43963423,0.10137207E-1,0.32360982,0.91408045
-6.8537985,0.46412725,0.12898686,0.26212143,0.60773740,0.19607028,0.58028223E-2,0.29998005,0.24529859,0.90143309E-1,0.34255814,0.87322003
-9.2434853,0.29065036,0.13832914,0.35646194,0.49648233,0.27864816,0.23367840,0.29985182,0.25345103,0.10395846,0.35138149,0.85710207
-7.2361764,0.56401110,0.16949215,0.14908798,0.72545421,0.10665246,0.37228441E-1,0.28307847,0.31532405,0.44551173E-1,0.33510031,0.93016890
-5.8985669,0.41467591,0.11218963,0.23083625,0.64477698,0.14996878,0.10152493,0.32181103,0.38558614,0.33352459E-1,0.33934576,0.91724151
-6.3626019,0.60201703,0.17005709,0.23328570,0.66877073,0.12137493,0.68587302E-1,0.29578897,0.38388891,0.54325253E-1,0.32438152,0.92118520
-8.9024477,0.77268961,0.19382542,0.17804660,0.72110289,0.13832651,0.53167411E-1,0.30424996,0.37554179,0.20686045E-1,0.35452847,0.87561685
-6.5290464,0.26852628,0.14858594,0.22954785,0.60993421,0.14921392,0.13565537,0.22386747,0.35841323,0.32704783E-1,0.30208569,0.93767146
-6.9454294,0.50421415,0.11942396,0.21040135,0.71748303,0.14199152,0.21201209E-1,0.32190057,0.38545059,0.40129916E-1,0.32178570,0.91558961
-10.081605,0.43220293,0.15451842,0.38320576,0.56839759,0.30382636,0.11037978,0.32242902,0.18380642,0.10227110,0.37341883,0.81332516
-9.5509143,0.60344746,0.12096975,0.22274753,0.57252036,0.29198581,0.91282874E-1,0.35737316,0.27916999,0.16470785E-1,0.38718566,0.85165688
-8.6758729,0.13703312,0.12867411,0.26858936,0.63284305,0.97347491E-1,0.20102479,0.25983810,0.39137387,0.70452898E-1,0.32311890,0.93778314
-10.078533,0.49187981,0.18447259,0.40537257,0.59818387,0.27440238,0.46988600E-1,0.41506338,0.15880926,0.17539330,0.32062286,0.90426230
-9.3535493,0.49850286,0.16301313,0.40147939,0.49137638,0.43965601,0.55953457E-1,0.40304539,0.12483332,0.71466693E-1,0.34524273,0.86745605
-7.5891026,0.58743469,0.10892398,0.21650979,0.61209718,0.32454103,0.10964567,0.38748629,0.32888253,0.75627582E-2,0.36830362,0.86952737
-5.5704487,0.27469906,0.99999521E-1,0.20164903,0.56923269,0.15970435,0.65078839E-1,0.26031818,0.38123560,0.37571412E-1,0.33065636,0.89025516
-7.2951717,0.44566510,0.99103685E-1,0.19486712,0.60307483,0.18875458,0.65002066E-1,0.29275352,0.48650882,0.50580834E-1,0.32154002,0.86622338
-7.9539452,0.17789316,0.10826465,0.28299325,0.50747546,0.13738893,0.88766990E-1,0.16847452,0.34349768,0.50564396E-1,0.32467663,0.90850916
-6.4422289,0.61149189,0.15859569,0.96689152E-1,0.67100483,0.20565229,0.13101619E-1,0.33831072,0.31407265,0.23889229E-1,0.33115275,0.92394488
-11.511897,0.57820411,0.21278721,0.28909923,0.70546106,0.37737395,0.11514291,0.42554894,0.13280224,0.54487262E-1,0.37072893,0.90474428
-8.2068798,0.56471542,0.11288924,0.17101260,0.65643325,0.34093054,0.61763917E-1,0.35768255,0.41482856,0.57040461E-1,0.32737535,0.91209549
-8.7863168,0.12025403,0.10831688,0.86926979E-1,0.55249659,0.20081313,0.53944327E-1,0.15519849,0.47990250,0.61584095E-2,0.26629267,0.94963344
-8.3230259,0.32364680,0.10891431,0.25312418,0.61709073,0.25081730,0.11809517,0.19946646,0.35946399,0.30943089E-1,0.35379896,0.83396242
-6.2614533,0.53206454,0.15323631,0.21220676,0.71005272,0.19401441,0.19161346E-1,0.29924329,0.27555831,0.62414720E-2,0.34262395,0.91300737
-5.5171241,0.33958371,0.13308688,0.33897368,0.63695337,0.15691279,0.10361327E-1,0.27087486,0.29364047,0.60670017E-1,0.32468202,0.88803769
-8.2846958,0.28258028,0.11579119,0.25903421,0.58023157,0.20687135,0.16174141,0.32394716,0.40192729,0.50218199E-1,0.31007970,0.90320044
