SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
-7.8945119,0.61183253,0.17837277,0.39833045,0.58360590,0.38362096,0.10254278,0.29128766,0.20768732,0.60959985E-1,0.31244779E-1,0.38430110E-1,0.37256557,0.83406041,0.30837625,0.93791522
-11.429536,0.41817875,0.12154009,0.62788100,0.44491512,0.32800426,0.20833418,0.23100879,0.20536748,0.47561041E-1,0.76872159E-1,0.38056645E-1,0.38111975,0.85868112,0.33428827,0.63168033
-8.7621976,0.49494018,0.15882989,0.58006246,0.45356630,0.63953676,0.18096277,0.78505542E-1,0.85691564E-1,0.27964259E-1,0.60153960E-1,0.14190882,0.32278731,0.86457798,0.41140734,0.19762259E-1
-10.171111,0.75411365,0.15496781,0.36071064,0.55175696,0.58556985,0.17619978,0.66345177E-1,0.20470667,0.34385485E-1,0.80485623E-1,0.39561110E-1,0.32585563,0.84754624,0.52361793,0.47265031
-9.5765600,0.30511530,0.15126629,0.59326159,0.49710924,0.34634280,0.16254122,0.17873897,0.18514298,0.26910677E-1,0.80979235E-1,0.13116956,0.32825843,0.95410340,0.47494362,0.64417668
-8.9153170,0.51519378,0.12785919,0.39133806,0.56391070,0.50148671,0.20910908,0.30406683,0.20867593,0.30761677E-1,0.21639187E-1,0.15168189,0.33431188,0.91515440,0.57040545,0.71944129
-12.683485,0.96180184,0.19039088,0.22854480,0.71158322,0.60911389,0.26766754,0.32444606,0.87428792E-1,0.39607347E-1,0.15735226E-1,0.13126359,0.39260399,0.89177239,0.51292259,0.68761271
-7.5325699,0.67794645,0.16502065,0.21642574,0.46275892,0.74722909,0.58234393E-1,0.17836760,0.18760154,0.21200114E-1,0.67910834E-1,0.11669465E-1,0.31121361,0.89561782,0.44525189,0.31950924
-16.052085,0.24492151,0.12760935,0.36233352,0.54073887,0.28782762,0.29794556,0.19568747,0.49927378,0.58387368E-1,0.63038904E-1,0.12331795,0.29249842,0.92733305,0.58154367,0.74410684
-8.0056118,0.68869995,0.10559199,0.20167221,0.66090527,0.19780030,0.31722026E-1,0.37136682,0.44487017,0.53525977E-1,0.14490163,0.10346712,0.35255731,0.84999568,0.38495784,0.74391571
-15.281422,0.39007364,0.22073311,0.48184778,0.42665469,0.39305751,0.16616670,0.26048381,0.20487508,0.55200815E-1,0.49675601E-1,0.19714608E-1,0.32868044,0.92895182,0.36538569,0.86387017
-15.226125,0.69916269,0.11986244,0.35544857E-1,0.57494492,0.28994991,0.32224685,0.37376703,0.60843407,0.10975250,0.76579174E-1,0.85730325E-1,0.40596757,0.83694584,0.52910834,0.88338875
-10.156051,0.54194939,0.15348055,0.25899238,0.60738895,0.19393491,0.37302752E-1,0.43948454,0.38193491,0.62433881E-1,0.37919991E-1,0.27275292,0.30924428,0.91427652,0.54345600,0.74976774
-10.823424,0.62674412,0.16664806,0.27450659,0.57203190,0.25807669,0.22436753,0.12649762,0.23480668,0.57604273E-1,0.74763408E-1,0.11165949,0.30016427,0.88700525,0.60665892,0.51665140
-9.3996583,0.34731641,0.98552577E-1,0.28294024,0.51845500,0.13945772,0.23155615,0.18652511,0.42226436,0.96291486E-1,0.63638664E-2,0.74270350E-1,0.33553632,0.90607343,0.43135601,0.64933850
-16.855980,0.76108227,0.23893139,0.11142666,0.59992182,0.53759739,0.17057427,0.81467486E-1,0.32337378,0.13786283E-1,0.22850567E-1,0.11256152,0.33582852,0.85605752,0.33919051,0.97280911E-1
-9.3977572,0.33321418,0.19992065,0.50310434,0.63583219,0.24142215,0.72835801E-1,0.40893652,0.51394113E-1,0.11352285,0.94220117E-1,0.15534844,0.31829809,0.89958628,0.53234012,0.50676306
-10.825526,0.63606066,0.16629323,0.45464291,0.53510904,0.43124735,0.18994342,0.18637848,0.28117509,0.69167291E-1,0.11944515,0.19746314,0.32507715,0.90440677,0.42938941,0.30671444
-9.8964995,0.18048501,0.12451448,0.66965964,0.47628302,0.38413133,0.15373508,0.27231725,0.20318847,0.11025222E-1,0.18990778,0.65998751E-1,0.33467444,0.90076775,0.52327232,0.22033837
-4.4947182,0.64290507E-1,0.12174305,0.25999639,0.59280683,0.84384721E-1,0.15148735E-1,0.40087577,0.46417559,0.90652864E-2,0.34196711E-1,0.81369302E-1,0.31525868,0.91093706,0.49832347,0.15882238
-10.397815,0.20676472,0.13680739,0.39359416,0.44985223,0.21606503,0.28500189E-1,0.23495253,0.28332066,0.72692285E-2,0.21408672,0.64058077E-1,0.29363534,0.92087681,0.31646141,0.58518112
-10.243744,0.81673592,0.17891237,0.12622528,0.67479171,0.83897326E-1,0.23745676,0.12237340,0.28984537,0.10208389,0.67829112E-1,0.80502289E-1,0.34572602,0.85568413,0.50106215,0.33494720
-15.165581,0.34692009,0.13213590,0.66112087,0.58237227,0.31735610,0.10928357,0.64725897,0.19341829,0.89320494E-1,0.11131333,0.11123538,0.41746573,0.86062361,0.52806940,0.71008605
-11.835955,0.70024735,0.79513727E-1,0.34311531,0.60733261,0.22761687,0.50052184E-1,0.23468536,0.31878395,0.61749401E-2,0.58325694E-1,0.23967814,0.32788776,0.85292367,0.41310763,0.98796875E-1
-13.715233,0.63929519,0.17397766,0.30035400,0.53984458,0.62738657,0.76137933E-1,0.40000607,0.85967161E-1,0.73205224E-1,0.48325351E-2,0.11753139,0.31120050,0.94509363,0.33288093,0.84257238
-10.031112,0.62427125E-2,0.12242795,0.39241664,0.51749167,0.50429379E-1,0.50639385E-1,0.12114275,0.20852749,0.44022016E-1,0.13395808,0.24843174E-1,0.29107979,0.92673365,0.42502670,0.41287820
-9.7414155,0.40196637,0.11772928,0.82308287E-1,0.59049274,0.14631137,0.15208052,0.27173589,0.32522895,0.16820510E-1,0.37656920E-1,0.25682555E-1,0.32031159,0.93581314,0.36453031,0.40312992
-11.455933,0.76823938,0.20117916,0.26370436,0.79598927,0.18679143,0.24793555E-1,0.34196842,0.36250068,0.30093730E-1,0.11533734,0.41818303E-1,0.31844727,0.93695890,0.61041913,0.24033416
-6.5707960,0.98251251E-3,0.15254275,0.49816654,0.54339275,0.29488761,0.34417231E-1,0.52114998,0.37439881,0.16440591E-1,0.39368409E-1,0.76541761E-1,0.34342524,0.90366904,0.44809504,0.60304776E-1
-4.9703559,0.36095641,0.16880082,0.49348940,0.47977910,0.50664858,0.95879641E-1,0.20712951,0.90611165E-1,0.21531747E-1,0.68403002E-1,0.77368725E-1,0.31988332,0.90893243,0.39936190,0.22136815
-7.4869041,0.11346617,0.15783927,0.57765208,0.67052640,0.16105499,0.17319630E-1,0.47806650,0.19798910,0.28164483E-1,0.40181579E-1,0.11862820,0.39110241,0.88397227,0.46409735,0.38232177
-9.0889129,0.44649688,0.84682385E-1,0.10210080,0.60113559,0.19987985,0.10642188,0.27857206,0.63771020,0.17471110E-1,0.83245777E-1,0.19274182,0.32319558,0.89867027,0.48209494,0.59541240
-10.248423,0.75450570,0.13984922,0.48216017E-1,0.47762280,0.57290921,0.95455395E-1,0.14431714,0.29601957,0.79162498E-1,0.31281335E-1,0.14271395,0.33969538,0.90978552,0.34336028,0.59190094
-13.318675,0.52985507,0.19185749,0.98126286E-1,0.54065845,0.38987005,0.66447079E-1,0.17031184,0.35882398,0.11495792,0.30214959E-1,0.14693975,0.27201201,0.96934376,0.34519454,0.38217098
-9.6140273,0.42361068,0.13540720,0.61738103,0.56652773,0.11083150,0.34457191E-1,0.33127879,0.19036031,0.35456544E-1,0.81950879E-1,0.24607469E-1,0.37807561,0.81496016,0.41955996,0.37451933
-14.237728,0.73181266,0.19670803,0.46977212,0.57998878,0.15558923,0.29172060,0.30629726,0.16405917,0.10590296,0.41069204E-1,0.19507049E-1,0.39804404,0.87309112,0.35452585,0.87473079
-8.3570306,0.44134693,0.10035698,0.22680515,0.53334688,0.11052659,0.81273757E-1,0.41566994,0.42321211,0.72730292E-1,0.74071065E-1,0.10340112,0.35724191,0.90223155,0.49070982,0.26756479
-10.867233,0.58187806,0.11565816,0.26249970,0.60975050,0.14768936,0.83048426E-1,0.39626224,0.53054138,0.10713016,0.84579243E-1,0.11189387,0.35995313,0.89727121,0.59258022,0.43670699
-9.8112826,0.80208629,0.14186677,0.11643207,0.60885318,0.28701624,0.18747009,0.21193979,0.23223578,0.89743793E-1,0.26424920E-1,0.11821006,0.31917726,0.90429444,0.47737758,0.16043694
-9.1385082,0.20111297,0.89148238E-1,0.35799666,0.49746311,0.14296557,0.13889612,0.32948755,0.35218237,0.17688077E-1,0.16005470,0.13742642E-1,0.35005389,0.88664976,0.42651866,0.95634505
-9.8669379,0.70733870,0.18822863,0.42486646,0.66709454,0.16135677,0.12671844,0.32286979,0.29806007,0.42475747E-1,0.63980173E-1,0.78134516E-1,0.33539705,0.94017489,0.45058746,0.64297588
-9.2513515,0.27809267,0.20672792,0.46394664,0.54261350,0.41377044,0.16985037E-1,0.37672346,0.19507931,0.20790610E-1,0.55102493E-1,0.56722506E-1,0.36103532,0.91596910,0.31923898,0.43636519
-9.0153756,0.43057309,0.18361305,0.45058678,0.58429740,0.33826899,0.55177487E-1,0.29739179,0.11624293,0.15664627,0.51440475E-1,0.12479812,0.33552508,0.91570426,0.47923748,0.19589505
-13.446980,0.95167113E-1,0.20657953,0.44146975,0.69167129,0.72769411E-1,0.36951996E-1,0.35194025,0.38833379,0.59194273E-1,0.24093794,0.15076551,0.30689965,0.90916483,0.36024596,0.22701723
-9.7100507,0.35422633,0.13000217,0.21282253,0.45012143,0.38320988,0.20015439,0.55676741E-1,0.32547195,0.39691799E-1,0.16094607,0.15755725E-1,0.33858539,0.90097186,0.29418511,0.37714283
-8.7583390,0.52836595,0.15321517,0.36307941,0.62833076,0.15793035,0.21937028,0.12665350,0.30111483,0.49161569E-1,0.75196350E-1,0.54962773E-1,0.33979367,0.86055084,0.35747576,0.51729117
-6.8932228,0.46156491,0.12793362,0.47754991,0.63857817,0.13805440,0.83693675E-1,0.29467233,0.27206610,0.23456360E-1,0.36553206E-1,0.40410995E-2,0.37698166,0.85617045,0.52388031,0.65325319
-7.4129993,0.19107946,0.24555660,0.54183698,0.72962831,0.28500405E-1,0.12910668E-1,0.31086248,0.95219888E-2,0.69348632E-1,0.27791920E-1,0.58456852E-2,0.34730785,0.88776984,0.38853225,0.41034125
-8.4495422,0.49099870,0.15330016,0.43779175,0.44227790,0.82796481,0.11411818,0.36136863,0.12919739,0.38814215E-1,0.18379310E-1,0.14870346,0.34739390,0.88809496,0.46148349,0.55198213
-7.3994266,0.84759952,0.17957044,0.24322845,0.70548276,0.27180277,0.83744409E-1,0.25552192,0.18563682,0.28347380E-1,0.69618207E-1,0.15280234,0.32297965,0.87961602,0.47984255,0.87626103
-8.1254815,0.60267549,0.16629261,0.11633436,0.54437169,0.35331196,0.25611550E-1,0.20732306,0.36206861,0.74012811E-1,0.95300652E-1,0.15184255,0.27700419,0.94090028,0.45978946,0.19090213
-9.3327536,0.59428043,0.12250416,0.28906090,0.58307656,0.45423161,0.74751453E-1,0.37832450,0.28812917,0.23395898E-1,0.16375792,0.59581033E-3,0.37506885,0.84006012,0.49527272,0.28629558
-12.114562,0.28121369,0.15369632,0.29854342,0.61148339,0.33260818,0.14244827,0.48939052,0.44860284,0.19056538E-1,0.12583301,0.85936690E-1,0.34759291,0.87874624,0.55983156,0.79271351
-9.7059560,0.71508747,0.13155789,0.15048709,0.60736268,0.39860190,0.19920043,0.31360484,0.24043200,0.16410864E-1,0.15489527,0.10159197,0.38022253,0.83619047,0.47014148,0.83842707
-10.873123,0.53934465,0.16697444,0.28046410,0.46889658,0.86535296,0.18683110,0.61333878E-1,0.53793470E-1,0.58807923E-1,0.87313011E-2,0.13010825,0.31633556,0.87898476,0.37707170,0.69028787
-8.7487961,0.57668071,0.68695695E-1,0.10408181,0.53047008,0.21376108,0.73308943E-1,0.10857077,0.30993645,0.32951901E-2,0.11434669,0.37310523E-1,0.33694838,0.84614338,0.40564118,0.28070245
-10.673300,0.76342068,0.12954969,0.21213232,0.65320424,0.77879785E-1,0.28224830,0.10360310,0.24542165,0.37820045E-1,0.62346435E-1,0.24943402E-1,0.40034653,0.83798759,0.34957936,0.68666204
-10.747089,0.67682347,0.13352167,0.11821207,0.64524482,0.12478661,0.10426629,0.33270963,0.29846861,0.40202548E-1,0.41921267E-1,0.15131907,0.32336828,0.83797831,0.43272328,0.60520324
-8.0236703,0.53762972,0.12608802,0.36048123,0.54551157,0.28722658,0.81227199E-1,0.27308030,0.24618293,0.39968198E-1,0.66468901E-1,0.57098764E-1,0.33488389,0.91180303,0.59392949,0.19071562
-10.172422,0.66767065,0.17849375,0.13840594,0.69962517,0.94686934E-1,0.11064351,0.30707680,0.49636766,0.11035342,0.70449794E-1,0.13898359,0.31182808,0.91760522,0.49833527,0.77701848
-9.9883150,0.16604863,0.18911348,0.65913921,0.64496208,0.28519890,0.16012467,0.28160433,0.12915197,0.37443756E-1,0.65197618E-1,0.15672620,0.33568859,0.88389987,0.56180727,0.71234394
-13.013173,0.65457841E-1,0.18233412,0.83307452,0.58301879,0.27350709,0.22777176,0.43940001,0.38011168E-1,0.25763812E-1,0.56682083E-1,0.17886555,0.43256817,0.81044783,0.34526176,0.23404596
-9.5872202,0.81885869,0.14426423,0.15387628,0.60672134,0.55433977,0.10645134,0.25191489,0.13606202,0.40471980E-1,0.61561204E-1,0.20551085,0.35993061,0.83399653,0.37295226,0.35678279
-13.110149,0.81783049E-1,0.17226861,0.59554435,0.44903641,0.34877766,0.20389123,0.29966742,0.74937598E-1,0.72900096E-1,0.78946438E-1,0.19980122E-1,0.39429364,0.89606633,0.42670871,0.46798703
-7.9979295,0.72625916,0.12871262,0.32552483,0.60820539,0.35810240,0.22130052,0.14105254,0.26949543,0.16908333E-1,0.78341735E-1,0.15693874,0.35586879,0.86854585,0.42921310,0.23503911
-8.9652003,0.58946430,0.18383076,0.36934979,0.74847401,0.10328987,0.59416007E-1,0.33697465,0.24899276,0.26182108E-1,0.48217316E-1,0.91130701E-1,0.38080660,0.80260173,0.45759881,0.32072864
-9.0197167,0.68836430,0.10751140,0.57178105E-1,0.62107067,0.41570625E-1,0.20841009,0.12710720,0.42039092,0.14224072E-1,0.10168122E-1,0.11010095,0.32624769,0.95332346,0.59544242,0.65259857
-9.0864000,0.60268101,0.16785987,0.15794363,0.52581411,0.34019249,0.39070969E-1,0.18870419,0.28492603,0.69890427E-1,0.82978765E-1,0.12456364E-1,0.28188000,0.93404045,0.33429261,0.62717045
-8.8746895,0.56524465,0.16026368,0.29074601,0.50634386,0.74926236,0.15505662,0.16512027,0.15597448,0.82200866E-1,0.30032101E-2,0.13172617,0.32906163,0.90596430,0.49546394,0.27967103
-6.7357722,0.49299175,0.18939832,0.43974549,0.66185627,0.29224987,0.41304489E-1,0.30343282,0.13960403E-1,0.45807114E-1,0.93339892E-1,0.61929581E-2,0.33172445,0.91465434,0.50840917,0.98475045
-14.099517,0.21590609,0.17868860,0.56979539,0.61337050,0.28150707,0.40588248,0.22284750,0.68624467E-1,0.22788420E-1,0.92440876E-1,0.75534366E-1,0.34947779,0.88506327,0.52805008,0.77064299E-1
-8.9157681,0.83079872,0.14905200,0.99655359E-1,0.65244889,0.55810604,0.83792741E-1,0.16696706,0.30740421,0.24203030E-1,0.39838795E-1,0.16146546,0.34422594,0.85187597,0.48620581,0.48676384
-12.226453,0.34890725,0.22689192,0.43293878,0.63794466,0.16054284,0.10357751,0.47803850,0.26398680,0.37248396E-1,0.40009354E-1,0.15027470,0.35530537,0.88064176,0.22610496,0.94072294E-1
-10.048399,0.30000670,0.12602887,0.46692986,0.56939689,0.25471416,0.15488419,0.47392087,0.44143429,0.85261942E-1,0.71329220E-1,0.19360768,0.38204239,0.86898014,0.42741140,0.45338015
-6.8696540,0.24355326,0.13730258,0.27890272,0.49126486,0.15947823,0.76980090E-1,0.16999769,0.32312422,0.14080431E-1,0.97338153E-1,0.16114656E-1,0.29707187,0.90144600,0.31627229,0.54518841E-1
-10.005944,0.48245213,0.78679261E-1,0.16981194,0.48126138,0.27663487,0.10025522,0.37900092,0.50837249,0.32174493E-1,0.17911276,0.73960513E-1,0.34616392,0.83947077,0.48903299,0.38542042
-6.1308374,0.34493842,0.79142394E-1,0.23580070,0.57681181,0.24180652,0.20420474E-1,0.34008943,0.48240584,0.95973209E-2,0.71860254E-1,0.11462307,0.34705832,0.85988806,0.40696797,0.91473312E-1
-10.848239,0.29092873,0.14641721,0.24746028,0.51882918,0.25824847,0.83594730E-1,0.26826894,0.32894483,0.51794872E-1,0.47563617E-1,0.73414929E-1,0.37843322,0.87094948,0.24116205,0.23032283
-7.5360835,0.87029288,0.18993488,0.27876854,0.79706370,0.51382483E-1,0.96838784E-1,0.33912108,0.16068473,0.25887633E-1,0.73239152E-1,0.13176334,0.37100604,0.84152873,0.61710283,0.97070314
-8.1750901,0.53973399,0.18854608,0.59622303,0.68459523,0.20833829,0.46463759E-1,0.41031505,0.15656609,0.33244797E-1,0.39787992E-1,0.10084164,0.35277579,0.82793969,0.46564565,0.49604024
-8.9225982,0.32111339,0.21110161,0.40520208,0.52876819,0.30796148,0.45367839E-1,0.28760507,0.17384168,0.18164883E-1,0.88611446E-1,0.11336478,0.33957874,0.82904939,0.32669532,0.25107415
-8.2852450,0.59755172,0.18629383,0.34787744,0.76941398,0.36735207E-1,0.60591280E-1,0.37578579,0.55588549E-1,0.29621312E-1,0.19961910E-1,0.56138141E-1,0.35461954,0.86506219,0.49320856,0.11337518
-11.237887,0.76458521,0.13337521,0.27572900,0.58928418,0.21635227,0.32797895,0.10904274,0.30269581,0.79848113E-1,0.39209692E-1,0.40343030E-1,0.32905041,0.89944785,0.59320642,0.72185585
-13.737064,0.83736710E-1,0.17127762,0.41237538,0.37597042,0.83773018,0.55854126E-1,0.20484135,0.56386971E-1,0.36581589E-1,0.77905497E-1,0.98230300E-1,0.29204826,0.98098836,0.27238534,0.81586476
-8.1798993,0.24969201,0.11366176,0.31308365,0.50055552,0.36518149,0.61647015E-1,0.34473362,0.40292802,0.93514165E-1,0.10774436,0.64286032E-1,0.31885499,0.91725755,0.33174376,0.31140677E-1
-10.325932,0.48356582,0.15562281,0.52822330,0.62042256,0.42903951,0.13256188,0.49988326,0.31985952,0.25021812E-1,0.52705130E-1,0.14149924,0.39731845,0.86871033,0.42275190,0.29276720
-11.475537,0.51714307,0.11696771,0.45091536,0.66626459,0.81631841E-1,0.23075658,0.27554135,0.32690794,0.10433386,0.89112968E-2,0.10552396,0.32698670,0.91449492,0.61280982,0.68723649
-7.1153710,0.61367842,0.10258295,0.31259612E-1,0.63678721,0.65728021E-1,0.53641862E-1,0.34583472,0.65765238,0.13466129E-1,0.38303795E-1,0.21840901,0.34165908,0.87240986,0.44167948,0.39869950
-10.697131,0.40187137,0.23334421,0.45088308,0.56634979,0.16817815,0.13316842,0.36324753,0.59622245E-1,0.11924810,0.54099144E-1,0.92993144E-1,0.34674986,0.87966231,0.39525755,0.67897454
-13.484329,0.58978850,0.20771002,0.42467410,0.63309037,0.56988525,0.14015882,0.35730988,0.21964425,0.61766835E-1,0.17904126,0.17349635,0.33126708,0.89488038,0.35798816,0.52747486
-13.627198,0.74290055,0.86527584E-1,0.93469651E-1,0.58869401,0.57491711,0.19759768,0.62366102E-1,0.30235310,0.81167371E-2,0.67618966E-1,0.15538957,0.34266955,0.80596629,0.48797685,0.89034339
-10.113300,0.51300970,0.10427435,0.13236650,0.63612384,0.10146517,0.30238274,0.31589453,0.57270237,0.48413256E-1,0.11505229,0.12735561E-1,0.35899170,0.90809889,0.58817608,0.32719235
-7.5986599,0.69975100,0.13910504,0.21508594,0.70203191,0.13652987,0.91117941E-2,0.36613757,0.50044198,0.26794623E-1,0.16534864E-1,0.93898366E-1,0.35651700,0.87381433,0.57317328,0.44957315
-10.201635,0.58154546,0.12082533,0.24658838,0.52009351,0.12935357,0.24400090,0.22877398,0.44002235,0.22530731E-1,0.15462117,0.15963236,0.33340381,0.89423174,0.42668534,0.64821266
-11.877140,0.69193564,0.19246616,0.45440408,0.72893551,0.40593496,0.40858538E-2,0.51869295,0.17940755,0.83840409E-1,0.83344367E-1,0.16619107,0.39720486,0.79483452,0.47967209,0.80120395
-8.7487561,0.75627120,0.11918144,0.13686958,0.47617749,0.65554196,0.72036485E-1,0.86223144E-1,0.21207643,0.73157927E-1,0.23081027E-1,0.15514194,0.28444463,0.91700540,0.52439131,0.10046520
-10.852310,0.55157437,0.14527069,0.53148629,0.41696646,0.67461702,0.91016981E-1,0.26807356,0.69657458E-1,0.68464381E-1,0.21500129,0.12054469,0.31414836,0.89293956,0.44803832,0.21299905
-8.0154717,0.28907656,0.20100231,0.60719386,0.43679017,0.56800903,0.13038719,0.18852544,0.31618930E-2,0.49125305E-1,0.80427196E-1,0.31995508E-1,0.34663066,0.86687906,0.34330459,0.95496161E-1
-11.558230,0.70514494,0.98287528E-1,0.18356619,0.34617893,0.86487251,0.16493025,0.46927392E-1,0.16704711,0.27485675E-1,0.16250617,0.21177467,0.32078799,0.89079562,0.39448675,0.48458227
-11.407558,0.65833786,0.15355521,0.42957668,0.54441590,0.47181423,0.20237631,0.23373370,0.21534107,0.15722133E-1,0.15621375,0.26576923,0.36658064,0.88322357,0.52063532,0.43848198
-10.114227,0.61908182,0.18862435,0.30303543,0.65733787,0.25887445,0.10122611,0.24831986,0.17413347,0.40563569E-2,0.16890348E-1,0.68719633E-1,0.30920010,0.92680958,0.28585017,0.25632916
-7.9334177,0.41151462,0.20090887,0.47693351,0.62416767,0.99221809E-1,0.21200631,0.17474526,0.18275007,0.95351780E-2,0.61982222E-1,0.15030196,0.33064648,0.90625371,0.50578062,0.36357661
-5.5220368,0.72786226,0.14726287,0.17237432,0.65636330,0.25495620,0.61032264E-1,0.27021894,0.26365061,0.28378824E-1,0.32008396E-1,0.65058343E-1,0.34134723,0.91268162,0.52548857,0.93799073
-7.5449835,0.40109436,0.14334884,0.30990309,0.60595883,0.93412857E-1,0.19102775E-1,0.43249673,0.42721497,0.13141811,0.12275754,0.15312358,0.33382592,0.89668725,0.41529502,0.42200179
-10.176856,0.68877988,0.65607969E-1,0.86830195E-1,0.47960895,0.73269907,0.17728027E-1,0.20173656,0.29618697,0.58636860E-1,0.62161894E-1,0.18424248,0.29582266,0.90734643,0.44860485,0.57452148
-9.2321595,0.71770237,0.16235057,0.35151347,0.59681859,0.26411098,0.17761885,0.27654635,0.12048239,0.57647544E-1,0.66837954E-1,0.12947812,0.34292227,0.91409728,0.62128782,0.73889498
-10.452833,0.39281780,0.14036224,0.40719754,0.64539634,0.50071463E-1,0.14380443,0.33274782,0.36589963,0.37819621E-1,0.18396944,0.15178041,0.37176502,0.91798552,0.46962755,0.64640499
-10.132001,0.33082781,0.11621574,0.17245218,0.54181099,0.10483465,0.13325670,0.42222029,0.57691940,0.28215203E-1,0.64297376E-1,0.20851011,0.32347715,0.88290298,0.45776130,0.65971178
-7.2348297,0.16427271,0.10124355,0.47606484,0.53334978,0.15534525E-1,0.97779276E-1,0.34906275,0.34013718,0.21236229E-1,0.70991417E-1,0.14801834,0.34007535,0.89504394,0.48886914,0.59466808
-9.1607717,0.39435206,0.12196464,0.22658327,0.61727456,0.19371342,0.12844299,0.26163612,0.36180601,0.66910509E-1,0.62154438E-1,0.11440381,0.30045463,0.94372327,0.43587257,0.36127805
-8.3742749,0.87661837,0.17541101,0.19253553E-1,0.67043982,0.15594501,0.12741878E-1,0.17495387,0.28181589,0.42768443E-1,0.71947380E-1,0.83282239E-1,0.29191127,0.94082137,0.59356658,0.47304102
-8.6758234,0.60551581,0.16047780,0.48928374,0.62422407,0.54449742,0.75699285E-1,0.42103355,0.52542254E-1,0.67134541E-1,0.43660479E-1,0.48627749E-1,0.37429875,0.89914672,0.55066936,0.70356249
-6.4045826,0.30212611,0.11920372,0.33844827,0.56833775,0.18484449,0.10060880,0.53321458E-1,0.27184980,0.52363850E-2,0.64080817E-2,0.83822283E-1,0.32957078,0.84445126,0.48130191,0.35107049
