SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
-9.4912945,0.45528960,0.16334954,0.44212460,0.43944525,0.34275100,0.34987674,0.96222311E-1,0.19432163,0.11674500E-1,0.28428642E-1,0.57615575E-1,0.36736858,0.86837975,0.42824388,0.15651335
-7.7233668,0.79510666E-1,0.20575126,0.70344471,0.52374723,0.33158424,0.14675015,0.34424190,0.42199789E-1,0.26552537E-2,0.24446221E-1,0.64064538E-1,0.33095382,0.89905265,0.48097629,0.12651179
-7.8890228,0.11018314,0.15841689,0.60844548,0.63171502,0.13797214,0.56930568E-1,0.42544434,0.12278296,0.39221026E-1,0.14304749,0.10758057,0.36478452,0.82793401,0.42314954,0.71153244E-1
-8.7131309,0.28595570,0.20430137,0.65548157,0.57381457,0.26730019,0.24715078E-1,0.38001211,0.10195520E-1,0.33365564E-1,0.15874582,0.96560351E-1,0.32552734,0.89441211,0.36743573,0.11012043E-1
-11.261640,0.76928386E-1,0.20749390,0.78501371,0.64296243,0.24234874,0.63278269E-1,0.49999783,0.12423805,0.41018281E-1,0.12259632,0.60797657E-1,0.34955073,0.90465363,0.49812837,0.20036110
-6.4620838,0.37284275E-1,0.16804501,0.64316002,0.57923451,0.16922369,0.26016768E-1,0.45965450,0.15545432,0.48366370E-1,0.11452513,0.43889112E-1,0.33623150,0.89879073,0.41718006,0.11810343
-9.1619992,0.27839435E-1,0.13105647,0.65353158,0.57244322,0.29842264,0.96361510E-1,0.19026840,0.10081465,0.10785884E-1,0.79739726E-1,0.13845619E-1,0.31702612,0.89302190,0.40438039,0.15032593
-6.3551941,0.27432080,0.18396539,0.59367152,0.61203825,0.17841185,0.85043278E-1,0.37641650,0.18849384,0.14831008E-1,0.99964831E-1,0.95590610E-1,0.35946824,0.84993319,0.43742002,0.14523493
-6.7727726,0.83792739E-1,0.11823209,0.45842485,0.57457702,0.28566711E-1,0.11719984E-1,0.39644373,0.25841380,0.34943960E-1,0.20027536E-1,0.14141255,0.36498165,0.84563890,0.39410484,0.24180580E-1
-7.3643576,0.26908592,0.16416980,0.19331668,0.63394287,0.32581175E-1,0.25838734E-1,0.33882464,0.50336209,0.83936510E-2,0.71213125E-1,0.72655812E-1,0.28351276,0.95549371,0.41692902,0.81780214E-1
-7.5625267,0.30312306,0.11813790,0.49154882,0.61377381,0.21741855,0.10915105,0.39303845,0.41527983,0.18155970E-1,0.90054779E-1,0.84157994E-1,0.35140756,0.88635184,0.46978908,0.23546915
-4.8226004,0.23475099,0.13256227,0.25743216,0.62820925,0.37727365E-1,0.34625983E-1,0.34353284,0.47539825,0.67639823E-2,0.80135262E-1,0.72997312E-1,0.31878528,0.92458594,0.39310637,0.80958853E-1
-10.395826,0.53483516,0.11149544,0.43264749,0.58978521,0.19021269,0.11763506,0.28537977,0.34440804,0.95388468E-1,0.27814003E-1,0.15598797,0.32693134,0.92957475,0.63268631,0.25738228
-6.0955033,0.30158561,0.12532508,0.22212921,0.58865203,0.93706720E-1,0.60652295E-1,0.47873985,0.44859779,0.83544500E-1,0.25769220E-1,0.31741313E-1,0.35527087,0.86813839,0.50016115,0.21861003
-6.8100022,0.42652727,0.18267077,0.52061203,0.64981874,0.35445192E-1,0.20766099E-1,0.30002038,0.14360654,0.35573053E-1,0.92955803E-1,0.87519185E-1,0.34517859,0.83372442,0.51903253,0.60243128
-10.451827,0.24925434,0.12961994,0.35090625,0.51287991,0.18966610,0.31402441,0.14108113,0.27716721,0.25021375E-1,0.40829784E-1,0.86473456E-1,0.40408525,0.84259588,0.35145998,0.12012903
-10.997070,0.31977417E-2,0.15354712,0.42088476,0.58425135,0.94512915E-1,0.15553922,0.28857941,0.40483910,0.46983996E-1,0.38387071E-1,0.22360921,0.31830791,0.95220308,0.52287763,0.65177436
-7.6514005,0.59047086,0.11188690,0.26855180E-1,0.73147288,0.57417364E-3,0.77233527E-1,0.29742734,0.43607023,0.12158015E-1,0.16151431E-1,0.14101646,0.38618581,0.81678116,0.47639855,0.28838355
-11.325493,0.48244720,0.83074702E-1,0.66275480E-1,0.50960071,0.41059140,0.14810267,0.35146686,0.45279334,0.62374198E-1,0.11495597,0.15113439,0.38943663,0.82116169,0.47376438,0.52891334
-8.4706203,0.57214541,0.16760628,0.27096128,0.59979035,0.49174600,0.39607369E-1,0.11842828,0.21783524,0.70518343E-1,0.16793430E-1,0.10939964,0.30266696,0.87449760,0.44076467,0.49888287
-11.323737,0.32096522,0.14211286,0.34086286,0.46972515,0.61124155,0.63341670E-1,0.13318550,0.75928145E-1,0.77146726E-1,0.12137340,0.18582969,0.30014122,0.91767061,0.30719071,0.45614039
-15.623673,0.74946927,0.18666027,0.39701851,0.51495354,0.61929358,0.94026185E-1,0.14573732,0.84778095E-1,0.44828917E-1,0.11928542,0.34300265,0.30128150,0.83315298,0.43203348,0.74942111
-7.1342471,0.49352289,0.14192292,0.17907758,0.62123932,0.28335310,0.11068841,0.25930261,0.28739695,0.69064154E-1,0.64114382E-1,0.89514067E-1,0.33221287,0.89043598,0.36573828,0.49086179
-10.527200,0.40739671,0.18291610,0.46725931,0.61110688,0.40401874,0.44640150E-1,0.26967677,0.20872028,0.57187401E-1,0.12758349,0.14806688,0.33358847,0.94973024,0.46594896,0.51970002
-7.8301977,0.16661369,0.18642606,0.48492911,0.63609247,0.23587006,0.78902526E-1,0.28934610,0.19683814,0.40968994E-1,0.79104569E-1,0.94100803E-1,0.33709466,0.92440000,0.44489955,0.97088817
-8.7506064,0.60185171,0.10687733,0.11983927,0.66350740,0.60403001E-2,0.68336337E-1,0.47814919E-1,0.29248671,0.37395784E-1,0.38979763E-1,0.65823236E-1,0.34473192,0.85807544,0.38667694,0.66960860
-7.8018644,0.27783049,0.15181177,0.30010745,0.59574579,0.10962427,0.11973758,0.35095972,0.31766210,0.88434926E-1,0.17405133E-2,0.16830129,0.34525113,0.84747701,0.42648747,0.17228615
-10.813787,0.67070989,0.14705678,0.51263580,0.59752509,0.39653169,0.16519581,0.20584104,0.13902890,0.44294482E-1,0.19574041,0.12740149,0.33727569,0.85100941,0.52963837,0.88195241
-7.9986841,0.56072034,0.82199964E-1,0.37873073E-1,0.56685527,0.84127708E-1,0.16232592,0.14556425,0.45378859,0.62319229E-1,0.54186125E-1,0.97324276E-1,0.31761665,0.89779593,0.53950565,0.79553005
-7.7887622,0.41236850,0.12563408,0.41924170,0.54765483,0.40778868,0.22236395,0.22661657,0.21711907,0.42895650E-2,0.19976451E-1,0.18147675,0.35134367,0.91458919,0.42799466,0.38968217
