NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,461,0.45954308,0.45908353,1.1659710,1.1659710,251.75616
1999,909,0.45476772,0.44999715,1.3703201,2.5362911,276.48363
2999,1316,0.44177883,0.41581403,1.1181819,3.6544731,274.04105
3999,1670,0.42002490,0.35478487,1.2911921,4.9456651,291.20195
4999,2044,0.40908786,0.36535066,1.2277229,6.1733880,295.85147
5999,2391,0.39709246,0.33712745,1.1039429,7.2773309,297.08615
6999,2752,0.39003489,0.34769652,1.2754114,8.5527422,302.23004
7999,3090,0.38312571,0.33476838,1.1298029,9.6825452,303.66843
8999,3437,0.37844430,0.34099769,1.1999509,10.882496,305.74526
9999,3778,0.37556072,0.34961140,1.2250381,12.107534,308.36717
10999,4095,0.37078835,0.32306933,1.0865459,13.194080,309.00568
11999,4463,0.37016734,0.36333689,1.2172809,14.411361,308.49612
12999,4846,0.37033510,0.37234805,1.1050210,15.516382,304.67309
13999,5210,0.36892644,0.35061524,1.2881060,16.804488,305.73847
14999,5525,0.36650469,0.33260264,1.3079600,18.112448,309.71466
15999,5861,0.36453792,0.33503834,1.2512970,19.363745,311.01921
16999,6227,0.36461923,0.36592008,1.3015771,20.665322,311.20110
17999,6569,0.36367887,0.34769365,1.1454699,21.810792,310.21527
18999,6906,0.36268141,0.34472814,1.1122181,22.923010,309.00589
19999,7261,0.36253716,0.35979663,1.3520908,24.275101,310.04663
20999,7579,0.36116670,0.33375895,1.4219210,25.697022,313.35855
21999,7943,0.36160424,0.37079203,1.1078122,26.804834,310.66003
22999,8298,0.36171880,0.36423893,1.3657331,28.170567,311.31566
23999,8654,0.36179388,0.36352076,1.4323888,29.602956,312.46957
24999,9003,0.36096487,0.34106934,1.2600682,30.863024,311.94520
25999,9373,0.36127159,0.36893942,1.3699319,32.232956,311.65861
26999,9731,0.36103485,0.35487989,1.3053868,33.538343,311.11630
27999,10102,0.36122309,0.36630523,1.1468410,34.685184,308.66449
28999,10480,0.36160839,0.37239661,1.1440089,35.829193,306.05242
29999,10849,0.36195154,0.37190247,1.1962323,37.025425,304.25419
30999,11227,0.36289574,0.39122080,1.0846038,38.110029,301.33977
31999,11605,0.36330775,0.37607960,1.1074462,39.217475,298.71855
32999,11959,0.36292879,0.35080230,1.2273269,40.444802,297.75072
33999,12316,0.36310185,0.36881266,1.1070158,41.551818,295.82897
34999,12712,0.36347942,0.37631655,1.1001151,42.651933,292.87303
35999,13091,0.36340342,0.36074343,1.0887082,43.740641,290.38694
