NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,448,0.43211387,0.43168175,1.1158750,1.1158750,247.96337
1999,913,0.44661697,0.46110556,1.1089711,2.2248461,241.46038
2999,1307,0.43413915,0.40919601,1.0701818,3.2950280,248.81117
3999,1705,0.42287049,0.38907575,1.0938022,4.3888302,253.02056
4999,2106,0.41724273,0.39473732,1.0866499,5.4754801,254.51883
5999,2492,0.41232332,0.38773118,1.1327450,6.6082251,258.56935
6999,2882,0.40717885,0.37631717,1.0902429,7.6984680,259.42395
7999,3286,0.40535111,0.39255880,1.0868931,8.7853611,258.57194
8999,3676,0.40243329,0.37909367,1.0767581,9.8621192,258.42186
9999,4035,0.39965326,0.37463570,1.0738750,10.935994,260.09236
10999,4412,0.39758966,0.37695576,1.0920699,12.028064,260.59351
11999,4814,0.39757500,0.39741377,1.0713053,13.099369,259.01050
12999,5187,0.39584094,0.37503396,1.0783308,14.177700,259.15371
13999,5546,0.39419836,0.37284641,1.0915651,15.269265,260.05106
14999,5958,0.39393923,0.39031174,1.0782869,16.347552,258.03231
15999,6372,0.39472970,0.40658585,1.0711138,17.418666,255.94395
16999,6703,0.39259809,0.35849454,1.0970602,18.515726,257.71471
17999,7074,0.39135073,0.37014689,1.0836301,19.599356,257.46251
18999,7473,0.39191883,0.40214404,1.1374428,20.736799,256.75282
19999,7824,0.38984108,0.35036589,1.0799882,21.816787,257.02763
20999,8186,0.38893288,0.37076981,1.0697958,22.886583,256.69542
21999,8570,0.38869314,0.38365882,1.2547781,24.141361,257.55480
22999,8928,0.38806406,0.37422482,1.0806398,25.222001,257.28249
23999,9317,0.38778033,0.38125495,1.0697269,26.291728,255.89919
24999,9714,0.38752432,0.38138027,1.0869489,27.378677,254.46893
25999,10065,0.38633343,0.35656235,1.0769162,28.455593,254.26267
26999,10433,0.38615524,0.38152266,1.0709751,29.526568,253.48472
27999,10795,0.38529958,0.36219746,1.0737591,30.600327,252.86727
28999,11158,0.38418356,0.35293628,1.0756028,31.675930,252.20944
29999,11510,0.38334964,0.35916668,1.0720420,32.747972,251.76960
30999,11895,0.38346886,0.38704540,1.0736451,33.821617,250.51312
31999,12306,0.38377888,0.39338905,1.0699878,34.891605,248.64167
32999,12691,0.38324662,0.36621482,1.1341052,36.025710,247.84247
33999,13069,0.38304840,0.37650727,1.0987110,37.124421,246.94032
34999,13433,0.38281826,0.37499384,1.1304309,38.254852,246.52779
35999,13802,0.38257211,0.37395700,1.0883000,39.343152,245.71084
36999,14152,0.38211688,0.36572936,1.1152351,40.458387,245.42620
37999,14565,0.38258357,0.39985063,1.0906467,41.549034,243.71725
38999,14945,0.38251464,0.37989538,1.2179532,42.766987,243.39552
39999,15332,0.38259767,0.38583542,1.1898479,43.956835,242.74311
40999,15741,0.38271939,0.38758840,1.1049030,45.061738,241.20812
41999,16128,0.38268929,0.38145489,1.3279133,46.389651,241.24460
42999,16521,0.38273043,0.38445829,1.1087167,47.498368,240.00462
43999,16920,0.38309199,0.39863906,1.0915089,48.589877,238.58434
44999,17291,0.38303819,0.38067065,1.1135774,49.703454,237.74929
45999,17666,0.38272097,0.36844653,1.1475658,50.851020,236.99580
46999,18052,0.38278244,0.38561022,1.3324950,52.183515,236.88980
47999,18415,0.38249675,0.36906952,1.1148629,53.298378,236.13077
48999,18786,0.38233245,0.37444635,1.0772882,54.375666,235.07215
49999,19155,0.38205306,0.36836312,1.2033560,55.579022,234.57510
50999,19520,0.38184418,0.37140006,1.0777259,56.656748,233.59299
51999,19906,0.38192794,0.38619983,1.0750961,57.731844,232.29048
52999,20333,0.38262832,0.41904742,1.0687139,58.800558,230.38726
53999,20705,0.38240544,0.37059292,1.2340910,60.034649,229.91777
54999,21070,0.38214123,0.36787427,1.1441519,61.178801,229.18096
55999,21467,0.38241462,0.39745088,1.0694091,62.248210,227.72342
56999,21867,0.38254935,0.39009372,1.0725110,63.320721,226.25133
57999,22263,0.38263907,0.38775354,1.0826769,64.403398,224.88106
58999,22646,0.38252165,0.37571130,1.0659862,65.469384,223.62972
59999,23054,0.38278239,0.39816577,1.0754797,66.544864,222.10294
60999,23416,0.38265392,0.37494547,1.0743763,67.619240,221.15442
61999,23816,0.38284382,0.39442762,1.1535487,68.772789,219.99438
62999,24207,0.38302285,0.39412279,1.4844110,70.257200,219.97786
63999,24594,0.38304164,0.38422519,1.3905571,71.647757,219.67434
64999,24958,0.38280820,0.36786809,1.1563261,72.804083,218.90232
65999,25338,0.38287296,0.38708260,1.0981588,73.902242,217.76341
66999,25687,0.38247504,0.35621274,1.0921962,74.994438,216.96040
67999,26052,0.38253329,0.38643596,1.1070750,76.101513,216.01239
68999,26412,0.38242848,0.37530144,1.1247618,77.226275,215.16459
69999,26833,0.38288406,0.41431894,1.0985122,78.324787,213.57246
70999,27203,0.38273283,0.37214690,1.0931489,79.417936,212.52757
71999,27600,0.38277528,0.38578861,1.2297840,80.647720,211.55416
72999,27997,0.38304204,0.40224913,1.1797249,81.827445,210.44474
73999,28395,0.38305393,0.38392144,1.0958240,82.923269,209.11149
74999,28760,0.38299769,0.37883571,1.0977280,84.020997,208.12433
75999,29142,0.38304123,0.38630736,1.0951121,85.116109,206.95756
76999,29510,0.38286867,0.36975378,1.2828028,86.398912,206.37951
77999,29893,0.38287913,0.38368469,1.0878673,87.486779,205.17966
78999,30262,0.38266387,0.36587419,1.0912440,88.578023,204.12577
79999,30645,0.38253323,0.37221230,1.0958669,89.673890,202.94771
80999,31040,0.38256721,0.38528575,1.0824912,90.756381,201.62887
81999,31401,0.38236191,0.36573259,1.0896208,91.846002,200.64787
82999,31774,0.38232214,0.37906123,1.0815198,92.927522,199.53651
83999,32139,0.38200863,0.35598725,1.0785952,94.006117,198.49246
84999,32530,0.38203006,0.38383072,1.0748959,95.081013,197.20615
85999,32907,0.38190678,0.37142770,1.0730822,96.154095,196.04542
86999,33286,0.38192299,0.38331717,1.0789387,97.233034,194.88087
87999,33651,0.38172813,0.36477536,1.0735102,98.306544,193.82904
88999,34024,0.38170377,0.37956003,1.0874851,99.394029,192.73514
89999,34421,0.38188816,0.39829858,1.0888989,100.48293,191.44040
90999,34810,0.38180452,0.37427707,1.0885160,101.57144,190.21667
91999,35208,0.38193191,0.39352504,1.0817971,102.65324,188.90902
92999,35578,0.38181554,0.37110965,1.0851948,103.73844,187.84186
93999,35933,0.38158081,0.35975070,1.0833852,104.82182,186.89282
94999,36301,0.38141861,0.36617185,1.1937199,106.01554,186.03025
95999,36695,0.38143085,0.38259409,1.1009920,107.11653,184.79390
96999,37082,0.38142500,0.38086348,1.0984590,108.21499,183.61121
97999,37463,0.38121951,0.36128715,1.0926261,109.30762,182.46725
98999,37852,0.38115416,0.37474939,1.0864689,110.39409,181.25256
99999,38253,0.38123486,0.38922444,1.0853810,111.47947,179.94726
100999,38621,0.38117519,0.37520843,1.0821600,112.56163,178.89025
101999,39016,0.38119825,0.38352670,1.0890031,113.65063,177.64174
102999,39388,0.38111742,0.37287267,1.0840878,114.73472,176.55887
103999,39748,0.38093791,0.36244914,1.0989349,115.83365,175.58643
104999,40116,0.38091674,0.37871524,1.0864971,116.92015,174.53501
105999,40479,0.38079243,0.36773993,1.1896350,118.10979,173.67061
106999,40847,0.38075672,0.37697158,1.0998600,119.20965,172.63467
107999,41252,0.38085249,0.39109967,1.1133692,120.32302,171.35500
108999,41632,0.38079681,0.37478294,1.2938750,121.61689,170.50669
109999,41997,0.38058354,0.35733723,1.1248829,122.74177,169.52142
110999,42379,0.38054759,0.37659300,1.1037519,123.84553,168.38772
111999,42770,0.38055362,0.38122335,1.1688151,125.01434,167.28012
112999,43151,0.38049117,0.37349653,1.1233931,126.13773,166.17932
113999,43541,0.38054358,0.38646618,1.1660569,127.30379,165.07303
114999,43894,0.38049917,0.37543600,1.1322460,128.43604,164.16896
115999,44266,0.38039116,0.36797095,1.1341319,129.57017,163.13793
116999,44622,0.38028742,0.36825320,1.1244962,130.69466,162.19822
117999,44974,0.38006062,0.35352571,1.1273038,131.82197,161.28509
118999,45296,0.37971796,0.33928405,1.2128260,133.03479,160.66618
119999,45644,0.37955853,0.36058680,1.1644011,134.19920,159.81359
120999,46047,0.37966178,0.39205132,1.1518700,135.35107,158.59005
121999,46410,0.37959564,0.37159309,1.1003671,136.45143,157.56157
122999,46783,0.37946329,0.36331670,1.1730781,137.62451,156.55182
123999,47159,0.37942044,0.37414983,1.1782777,138.80279,155.52658
124999,47526,0.37934304,0.36974524,1.1727490,139.97554,154.54859
125999,47921,0.37936755,0.38243133,1.1138651,141.08940,153.33142
126999,48293,0.37933730,0.37552588,1.1119580,142.20136,152.25407
127999,48683,0.37936080,0.38234510,1.1343727,143.33573,151.09093
128999,49055,0.37926736,0.36730809,1.0850680,144.42080,149.98507
129999,49406,0.37906720,0.35324679,1.3135340,145.73433,149.23861
130999,49767,0.37899669,0.36982998,1.2646813,146.99902,148.37546
131999,50131,0.37889317,0.36533235,1.1707718,148.16979,147.39541
132999,50531,0.37893819,0.38488078,1.1576741,149.32746,146.18908
133999,50909,0.37895110,0.38066821,1.1123569,150.43982,145.06750
134999,51282,0.37895457,0.37941960,1.1485910,151.58841,144.00929
135999,51667,0.37891255,0.37323903,1.0906079,152.67902,142.82685
136999,52045,0.37895235,0.38436555,1.2947083,153.97373,141.87357
137999,52421,0.37887798,0.36868907,1.3874707,155.36120,141.01086
138999,52814,0.37894467,0.38814871,1.4045792,156.76578,140.06040
139999,53194,0.37889533,0.37203597,1.0848660,157.85064,138.89456
140999,53545,0.37879231,0.36437032,1.0744641,158.92511,137.88152
141999,53933,0.37884085,0.38568430,1.0838757,160.00898,136.67205
142999,54320,0.37882812,0.37702117,1.1221943,161.13118,135.50206
143999,54688,0.37877077,0.37056892,1.1352599,162.26644,134.44662
144999,55067,0.37868705,0.36663153,1.0899808,163.35642,133.29388
145999,55429,0.37867213,0.37650866,1.1997330,164.55615,132.32121
146999,55838,0.37878401,0.39511854,1.3062322,165.86238,131.17974
147999,56210,0.37871766,0.36896457,1.0842831,166.94667,130.05861
148999,56569,0.37863955,0.36707892,1.1764758,168.12314,129.07699
149999,56967,0.37861184,0.37448321,1.0981920,169.22133,127.83018
150999,57349,0.37860569,0.37768384,1.1193211,170.34065,126.68397
151999,57727,0.37853772,0.36827365,1.2433920,171.58405,125.64956
152999,58116,0.37847875,0.36951531,1.1334240,172.71747,124.47688
153999,58494,0.37842805,0.37067144,1.1718760,173.88935,123.38789
154999,58873,0.37841384,0.37622590,1.0914438,174.98079,122.23659
155999,59284,0.37850043,0.39192130,1.0729363,176.05373,120.91295
156999,59661,0.37847896,0.37512911,1.1809919,177.23472,119.83492
157999,60021,0.37842936,0.37064290,1.0650411,178.29976,118.76253
158999,60378,0.37842287,0.37739753,1.0603158,179.36007,117.70189
159999,60728,0.37823034,0.34761760,1.0734069,180.43348,116.68396
160999,61113,0.37819355,0.37230822,1.3036799,181.73716,115.64173
161999,61533,0.37834621,0.40292317,1.6445072,183.38167,114.63999
162999,61887,0.37827892,0.36737874,1.2145350,184.59620,113.68325
