NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
999,354,0.34263474,0.34229210,1.1457453,1.1457453,21.510235
1999,772,0.37782619,0.41298244,1.1035430,2.2492883,18.145813
2999,1128,0.37615276,0.37280758,1.1020291,3.3513174,17.445865
3999,1484,0.37137503,0.35704661,1.0968487,4.4481661,16.533750
4999,1854,0.36810057,0.35500602,1.1063850,5.5545511,15.417325
5999,2208,0.36649824,0.35848816,1.1662929,6.7208440,14.586180
6999,2546,0.36167733,0.33275671,1.1209121,7.8417561,13.718453
7999,2870,0.35629644,0.31863563,1.0755332,8.9172893,12.832197
8999,3161,0.34977913,0.29764710,1.0909898,10.008279,12.154946
9999,3461,0.34532324,0.30522474,1.0953143,11.103593,11.353833
10999,3785,0.34304082,0.32021884,1.0731530,12.176746,10.342996
11999,4109,0.34099087,0.31844346,1.0539567,13.230703,9.3088252
12999,4395,0.33834713,0.30662495,1.0713000,14.302003,8.4770690
13999,4722,0.33725196,0.32301590,1.0597999,15.361803,7.4108825
14999,5052,0.33598301,0.31821893,1.1133890,16.475192,6.3526671
15999,5371,0.33475105,0.31627281,1.1405160,17.615708,5.3427646
16999,5713,0.33443403,0.32936213,1.1258051,18.741513,4.2220073
17999,6048,0.33418105,0.32988068,1.0878921,19.829405,3.1212953
18999,6365,0.33339255,0.31920030,1.0555787,20.884984,2.0835766
19999,6696,0.33312506,0.32804301,1.0876513,21.972635,0.99756289
20919,7000,0.33300740,0.33044971,0.99197793,22.964613,0.0000000
