SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-10.098346,0.59548696,0.14185153,0.33837447,0.49646458,0.58607654,0.10801501,0.33774364,0.90674227E-1,0.90905806E-1,0.35230429,0.89291330
-8.4336839,0.62228552,0.16583841,0.33654619,0.52731530,0.54268818,0.14403576,0.31381207,0.10248856,0.80018308E-1,0.34467341,0.90200274
-9.3301214,0.56359717,0.15521763,0.34133327,0.52200266,0.54711183,0.18000146,0.34975540,0.12605739,0.81545767E-1,0.35209097,0.89675016
-8.5063221,0.61282038,0.17212196,0.35014120,0.54107663,0.52110583,0.18095450,0.31438241,0.98173587E-1,0.76820294E-1,0.34703762,0.89810631
-8.8799090,0.58425731,0.18350951,0.39186892,0.54969764,0.50987116,0.16667332,0.36944881,0.18480447,0.32571922E-1,0.35104586,0.90856878
-10.861678,0.45998383,0.12044077,0.31547404,0.50130657,0.64350358,0.12083025,0.44906287,0.27421949,0.72119594E-1,0.35813436,0.88283931
-8.4270279,0.60851443,0.14744612,0.36932050,0.54361800,0.55308204,0.12418237,0.37657411,0.16266301,0.52868057E-1,0.35329434,0.88462535
-9.3676589,0.75621415,0.16571376,0.48344303,0.62309867,0.47422195,0.61341925E-1,0.35822601,0.11920132,0.15642043E-1,0.35191285,0.89375112
-8.4382488,0.62330536,0.14888193,0.36172601,0.52373512,0.55347820,0.12510112,0.34398715,0.16607158,0.21771965E-1,0.35498637,0.90189203
-8.5551909,0.62336252,0.13939787,0.29692556,0.49687422,0.56939564,0.17745588,0.30365817,0.18121254,0.26988539E-1,0.34989693,0.89024265
-12.584177,0.60417942,0.10285774,0.34234625,0.57172182,0.62507051,0.38540628E-1,0.45618912,0.25952637,0.98145459E-1,0.35950765,0.85526967
-9.1967516,0.55051750,0.20239884,0.44536023,0.54301323,0.48446789,0.18822689,0.35350006,0.89254536E-1,0.58902148E-1,0.34448688,0.92201096
-10.639663,0.54679978,0.15606649,0.39200001,0.48263612,0.56775296,0.10071482,0.38301557,0.19613558,0.36804257E-1,0.34588258,0.93691409
-10.965245,0.74891737,0.88196097E-1,0.24445260,0.52552745,0.63055139,0.59641954E-1,0.31456391,0.26399342,0.19920046E-1,0.36266864,0.85057738
-12.717511,0.66524020,0.14980240,0.22677958,0.57997101,0.50693494,0.31499761,0.26043890,0.19595523,0.63535869E-2,0.35282595,0.84376123
-8.2321372,0.66101352,0.16370453,0.40131883,0.59567171,0.49716738,0.12982622,0.36218198,0.98366323E-1,0.51307259E-1,0.35334209,0.88398910
-8.4290737,0.68120531,0.14713946,0.23442384,0.50721708,0.54647225,0.21713113,0.23610231,0.20140157,0.16900250E-1,0.35361298,0.89699227
-10.179042,0.61643573,0.18606264,0.39125922,0.55731003,0.52018532,0.87441229E-1,0.39310214,0.20583993,0.86570031E-1,0.35486897,0.91507537
-9.9940520,0.56725174,0.17103362,0.39298868,0.56870178,0.52705910,0.10756123,0.38351730,0.69440959E-1,0.10964086,0.36137188,0.90916608
-9.3417816,0.72327319,0.18608325,0.24486213,0.59287914,0.46710560,0.21595103,0.26644351,0.20383073,0.33394662E-1,0.36678782,0.88884314
-9.1825040,0.65541749,0.17297612,0.26250644,0.55388569,0.50361774,0.19902529,0.28068404,0.20833118,0.66766985E-2,0.36140311,0.90970097
-9.4822212,0.54111145,0.14618963,0.38831362,0.48256950,0.58328576,0.14525269,0.36988965,0.15808828,0.19582137E-1,0.33435303,0.90129697
-8.8435917,0.71715339,0.17353573,0.24229828,0.56152113,0.53101325,0.15496235,0.27760534,0.23001618,0.17244424E-1,0.35950073,0.88565227
-8.9760844,0.75978884,0.13864860,0.18624400,0.57971133,0.54916013,0.12969658,0.29265973,0.17852417,0.65844571E-1,0.36255601,0.84740488
-12.354574,0.83044998,0.19541625,0.50760447,0.67840342,0.39955156,0.24701809E-1,0.34232604,0.47521276E-1,0.20586003E-1,0.36562013,0.91276344
-8.9714965,0.64450899,0.14983841,0.34509932,0.61725645,0.53883843,0.62330974E-1,0.43605677,0.23599440,0.28355837E-1,0.37159697,0.87451013
-8.1487835,0.67662170,0.19017807,0.35239901,0.58108991,0.48089552,0.19025450,0.27516897,0.64134968E-1,0.23247533E-1,0.36509649,0.88796349
-11.675850,0.72206274,0.23537136,0.35877462,0.63773731,0.40688577,0.29172129,0.24405472,0.11998037,0.29350724E-1,0.35527597,0.87135694
-13.489449,0.69664003,0.20140913,0.63863845,0.63115178,0.38804815,0.19390704,0.33622180,0.88494776E-1,0.63945530E-1,0.35718182,0.91256882
-8.7343920,0.69300612,0.17895981,0.37695824,0.62313028,0.46992173,0.19958652,0.32295697,0.14184856,0.18071771E-1,0.37743988,0.87190509
-10.567346,0.74321552,0.10634726,0.31319328,0.57562344,0.53472659,0.22015120,0.26519598,0.18159638,0.43858350E-1,0.37761310,0.85175518
-12.898690,0.64703941,0.11536697,0.13355581,0.40257084,0.62672040,0.33295142,0.12964013,0.18158783,0.52107341E-1,0.35298367,0.87026684
-9.9481289,0.82424102,0.14757819,0.33351317,0.56462750,0.46815418,0.29691102,0.14972037,0.99557767E-1,0.15800203E-1,0.35391757,0.86152229
-9.9432446,0.67409856,0.15556044,0.42093887,0.46198653,0.58904585,0.10700114,0.29500975,0.10999089,0.27634677E-1,0.33654320,0.88961895
-11.006854,0.62835249,0.20324936,0.32474131,0.57918392,0.48870805,0.16906523,0.33589261,0.16005862,0.21501884E-1,0.37293381,0.90540596
-10.820109,0.56523667,0.19166760,0.47807349,0.47006631,0.56310139,0.11713551,0.38271162,0.11322220,0.52679772E-1,0.33096973,0.90613222
-11.252270,0.64629315,0.17193039,0.55601084,0.55852008,0.50790355,0.34636730E-1,0.44892278,0.12815456,0.54590083E-1,0.33101250,0.90503105
-11.732318,0.74156456,0.19673168,0.24367804,0.51394851,0.49636731,0.18845246,0.21025107,0.15882617,0.11412360,0.33206242,0.92320817
-11.570794,0.76018507,0.22971738,0.24606112,0.65693069,0.47134045,0.26092028E-1,0.35061737,0.10126534,0.12370753,0.34263016,0.87482000
-9.8056415,0.73421762,0.13937080,0.32852478,0.51510224,0.53765299,0.32973014,0.12902627,0.92196856E-1,0.18168809E-1,0.38462812,0.84354968
-10.583467,0.73727627,0.16228529,0.42120098,0.46270076,0.53450945,0.35093273,0.60106610E-1,0.73999338E-1,0.15994532E-1,0.36319561,0.88661119
-12.578861,0.56800973,0.20869011,0.42487577,0.62775831,0.48896445,0.12776904,0.39241028,0.22520918,0.79232865E-1,0.37120015,0.92153447
-13.109920,0.32252807,0.12561458,0.33528181,0.42186601,0.65125626,0.24297726,0.37523804,0.32644361,0.98269654E-1,0.34620571,0.92500074
-10.496822,0.56791774,0.18555573,0.44004489,0.53373039,0.49148541,0.24705360,0.30474930,0.70573453E-1,0.23065458E-1,0.33803442,0.86613175
-9.7731709,0.63027969,0.23619105,0.36244781,0.64752886,0.43326331,0.15681835,0.30839235,0.10827673,0.76455446E-1,0.34143754,0.89025720
-10.365836,0.60012893,0.13094511,0.79851400E-1,0.66396523,0.50456496,0.97972481E-1,0.37969901,0.35409546,0.96024163E-2,0.35682895,0.88486155
-8.7880138,0.77715166,0.18025307,0.36335596,0.65009269,0.42946824,0.67860197E-1,0.26191318,0.11557699,0.91868553E-1,0.33715713,0.87541394
-10.569874,0.48876318,0.18542639,0.36552102,0.57747357,0.49395543,0.94061376E-1,0.28823508,0.34637911,0.23323619E-2,0.32613894,0.91084536
-11.296696,0.57916225,0.20701870,0.50228366,0.71538698,0.42649041,0.56621901E-1,0.43620619,0.20211430,0.43526610E-1,0.33838182,0.91458763
-8.2226862,0.44353631,0.16616692,0.51777435,0.54330809,0.64189493,0.26936969E-1,0.33761794,0.46534862E-1,0.26217810E-1,0.35485694,0.82606608
-10.295756,0.13302050,0.18850646,0.61246945,0.50856065,0.63180613,0.13031333,0.38068972,0.14446296,0.58413190E-1,0.35072812,0.87557598
-9.3310428,0.53793557,0.17052288,0.41071936,0.53236004,0.51016405,0.47421774E-1,0.42300362,0.11063374,0.91158717E-1,0.31519788,0.91372969
