SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-10.142194,0.48582740E-1,0.13588152,0.53959303,0.51161382,0.46043657,0.33209911E-1,0.30147585,0.34161865E-1,0.18372768E-1,0.34420658,0.81385953
-7.5496993,0.81240762E-1,0.14362384,0.56003410,0.48517604,0.42808704,0.17427131,0.29828039,0.36430995E-1,0.11403368E-1,0.35897914,0.86740922
-7.5177957,0.13978170E-1,0.16135084,0.52534284,0.53403837,0.49309370,0.80872733E-1,0.27683727,0.80238187E-1,0.28162589E-1,0.33074963,0.83502154
-7.9304861,0.15865729,0.15891035,0.51031922,0.50455230,0.46077711,0.15127936,0.22074798,0.24704829E-1,0.10689820E-1,0.35663606,0.90346387
-6.7907953,0.10282097E-1,0.15973884,0.59683025,0.50723309,0.50625750,0.14827404,0.23642772,0.63646515E-1,0.35001464E-2,0.33405294,0.85840143
-8.8490247,0.12430950,0.19506784,0.47317250,0.56033885,0.44669564,0.10672138,0.25664225,0.64018270E-1,0.70719567E-1,0.35125015,0.86225953
-8.6210127,0.25556281,0.18792433,0.38879139,0.55813450,0.39957239,0.12091802,0.21409462,0.49550781E-1,0.49617012E-1,0.34510615,0.87699912
-9.1987780,0.12807537,0.17232476,0.40616254,0.49533356,0.34012801,0.21827458,0.26476593,0.17709749,0.96329220E-1,0.34194076,0.87026697
-8.9277033,0.20679399,0.13366206,0.41618945,0.57789262,0.43405335,0.25617206E-1,0.16512717,0.94051973E-1,0.93232865E-2,0.34147670,0.84739541
-7.9073970,0.22576392E-1,0.11380431,0.52943307,0.48132237,0.43376263,0.11993253,0.14218976,0.66211556E-1,0.13419293E-1,0.33604301,0.87303034
-6.7204814,0.48776470,0.14903472,0.25465076,0.58740141,0.12025990,0.18949438,0.10594792,0.25240537,0.24403706E-1,0.33914596,0.84171572
-11.325410,0.48504832,0.15792467,0.45721468,0.51495983,0.34013174,0.43530810,0.25062781E-2,0.10855130,0.62460142E-1,0.37203050,0.90129450
-6.2485211,0.50791142,0.13303354,0.23549409,0.57251155,0.20834300,0.13053728,0.14019428,0.23585135,0.31952178E-1,0.32548142,0.85107661
-6.5540436,0.24164515,0.13118122,0.14533272,0.65475822,0.65453320E-1,0.85145846E-1,0.28173435,0.36688786,0.27854547E-1,0.33060770,0.90081618
-8.5665752,0.43126236,0.16363473,0.19105296,0.63495485,0.20987269,0.33382396E-1,0.22643669,0.21959472,0.63631260E-1,0.30970771,0.84012830
-8.3290310,0.37051657,0.10065203,0.24297804,0.65532870,0.53668548E-1,0.11049596,0.37119927,0.48152508,0.88670228E-1,0.35206324,0.83369477
