ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
1,0,1.0000000,0.0000000,1,1,-41.228153,0.22222000,0.27273000,0.40000000,0.50000000,0.40000000,0.50000000,0.33333000,0.20000000,0.0000000,0.33333000,1.0000000
1,0,0.83594340E-1,0.0000000,1,23,-35.224073,0.19326210,0.27272885,0.37654820,0.52730053,0.38645627,0.40031116,0.40194723,0.13119664,0.10994108,0.29488874,0.90811199
1,0,0.59949979E-1,0.0000000,2,19,-36.517038,0.17086704,0.26380412,0.31943590,0.47690310,0.48116449,0.50767254,0.12852256,0.18274339,0.19806157,0.29224608,0.96314591
1,0,0.59236368E-1,0.0000000,2,23,-24.285318,0.22878759,0.20388042,0.34668095,0.52380168,0.39811840,0.53651240,0.11886087,0.75794317E-1,0.41149201E-1,0.31795012,0.94770260
1,0,0.59392139E-1,0.0000000,4,17,-16.174776,0.14515991,0.12613983,0.27997504,0.39471473,0.53027182,0.43609905,0.13371979,0.22839488,0.61561756E-1,0.37597066,0.90022000
1,0,0.29111458E-1,0.0000000,5,121,-15.895694,0.30442252,0.11064111,0.21929769,0.47630806,0.51342747,0.27287340,0.27178421,0.29057223,0.16366651,0.36246983,0.84753029
1,0,0.23334858E-1,0.0000000,5,130,-15.184159,0.23530466,0.85680962E-1,0.30541154,0.43339240,0.44753175,0.35987089,0.33852265,0.29260311,0.66625033E-1,0.37173119,0.91198388
1,0,0.24803259E-1,0.0000000,5,8,-15.563160,0.28362967,0.90014320E-1,0.27522298,0.46223957,0.31727722,0.29644508,0.38190260,0.44542459,0.91463845E-2,0.40215701,0.91854291
1,0,0.22209666E-1,0.0000000,5,59,-16.468124,0.24367928,0.15072533,0.10196406,0.54655686,0.42869891,0.16812110,0.28775947,0.26781431,0.10289060,0.34116654,0.87990968
1,0,0.23599023E-1,0.0000000,5,19,-13.475929,0.50180561,0.96586105E-1,0.10084564,0.64265869,0.40285802,0.29376458E-1,0.14220352,0.28481573,0.10687870,0.29734649,0.94850124
1,0,0.21863176E-1,0.0000000,7,85,-8.9515623,0.38924713,0.11589279,0.15263867,0.58038159,0.34359057,0.12615640E-1,0.13904568,0.26197826,0.76951611E-1,0.29372635,0.95036952
1,0,0.23211676E-1,0.99999976,11,23,-9.0872750,0.28466643,0.92488096E-1,0.27933090,0.55883672,0.28325834,0.93563777E-1,0.30150616,0.22314825,0.50843605E-1,0.34868003,0.83707588
1,0,0.25058157E-1,0.0000000,11,1,-8.2532653,0.27429235,0.10429048,0.28667524,0.55523246,0.28352092,0.11859682,0.30226460,0.21960416,0.46329414E-1,0.34722216,0.84688682
1,0,0.26897670E-1,0.0000000,11,1,-8.0473898,0.27059889,0.10715519,0.28296506,0.55649225,0.27733646,0.10038387,0.30307719,0.22351609,0.51670969E-1,0.34605854,0.84239345
1,0,0.28730254E-1,0.0000000,11,1,-7.8085872,0.26373916,0.11763817,0.28863431,0.55528747,0.28347341,0.11985393,0.30225040,0.21475406,0.50584017E-1,0.34421283,0.84686181
1,0,0.30555949E-1,0.0000000,11,1,-7.7878851,0.26281106,0.11859236,0.28598241,0.55487848,0.28342538,0.11757333,0.29415996,0.21387497,0.51224874E-1,0.34385856,0.84491328
1,0,0.32374793E-1,0.0000000,11,1,-7.5219313,0.26792965,0.12287232,0.28422281,0.56012971,0.28014506,0.11231857,0.29812880,0.21637611,0.54433201E-1,0.34000162,0.85042245
1,0,0.34186826E-1,0.0000000,11,1,-7.1172835,0.27393709,0.12178554,0.28371683,0.55726900,0.28487296,0.11700049,0.29008312,0.22150369,0.48494183E-1,0.34031052,0.85832919
1,0,0.35992084E-1,0.0000000,11,1,-7.1074623,0.28566753,0.11803645,0.28137010,0.55857770,0.28787821,0.11400314,0.29959502,0.23217976,0.53063319E-1,0.34091617,0.86022048
1,0,0.37790606E-1,0.0000000,11,1,-7.0865341,0.28558420,0.11686630,0.27339314,0.55783392,0.29038401,0.10833899,0.29565004,0.23661924,0.56371888E-1,0.33928545,0.86385357
1,0,0.39534087E-1,0.0000000,11,1,-7.1128371,0.27796197,0.13230649,0.28683505,0.55898769,0.29213365,0.14206868,0.27535741,0.21616008,0.57557617E-1,0.33358144,0.87166474
1,0,0.40537505E-1,0.0000000,11,1,-7.6586458,0.26222958,0.14294804,0.29523295,0.55300908,0.29826416,0.16920371,0.26794915,0.20432429,0.62045722E-1,0.33091185,0.87461046
1,0,0.42156731E-1,0.0000000,11,1,-7.7493366,0.26328391,0.15121653,0.30245518,0.56091057,0.28680977,0.17013126,0.26890109,0.19616980,0.59781226E-1,0.32655232,0.87779871
1,0,0.43855278E-1,0.0000000,11,1,-7.7908130,0.26224284,0.15779730,0.31156127,0.56519310,0.27605583,0.17507233,0.28062714,0.19209268,0.51917499E-1,0.32617642,0.88043705
1,0,0.45622643E-1,0.0000000,11,1,-7.7649475,0.25601406,0.15255970,0.31742255,0.55689247,0.28070761,0.18782362,0.27456257,0.19298493,0.51880252E-1,0.33006772,0.87677731
1,0,0.49101265E-1,0.0000000,11,3,-7.8966496,0.25310420,0.15393045,0.32301445,0.56193709,0.26339062,0.17171087,0.29885798,0.19049469,0.48375242E-1,0.33045345,0.86753931
1,0,0.50846034E-1,0.0000000,11,1,-7.5011897,0.25727212,0.14097280,0.30618600,0.56216615,0.26486083,0.14052350,0.30342330,0.20359523,0.51957660E-1,0.33346334,0.85938654
1,0,0.53766427E-1,0.0000000,11,2,-7.5944647,0.25956809,0.13999687,0.30871874,0.56331139,0.26401443,0.12569852,0.31318274,0.20406473,0.57135235E-1,0.33209686,0.85434409
1,0,0.54764086E-1,0.0000000,11,1,-8.1044843,0.23820022,0.15566395,0.32419623,0.55391741,0.27088556,0.15739443,0.31071246,0.19682027,0.60212821E-1,0.33077294,0.85916193
1,0,0.56423289E-1,0.0000000,11,1,-8.1394212,0.23392123,0.15335644,0.31439028,0.55273581,0.27242723,0.14164340,0.32947934,0.20497436,0.58262258E-1,0.33376669,0.85410369
1,0,0.58138883E-1,0.0000000,11,1,-8.0512033,0.23356106,0.14678783,0.31856979,0.54958616,0.26902359,0.13812231,0.33952193,0.20674591,0.53421637E-1,0.33805092,0.84834391
1,0,0.60160873E-1,0.0000000,11,2,-8.6719965,0.22598107,0.16144668,0.33072153,0.55350186,0.27071390,0.16176754,0.33271663,0.18276100,0.44786144E-1,0.33342558,0.85703820
1,0,0.61031525E-1,0.0000000,11,1,-9.2851658,0.21505246,0.17048319,0.34299567,0.54420248,0.27416593,0.19263282,0.33611236,0.18595509,0.42783921E-1,0.33652977,0.86011811
1,0,0.62726414E-1,0.0000000,11,1,-8.3507616,0.22884667,0.16467767,0.34087252,0.54853395,0.26700547,0.17975679,0.33293014,0.19248654,0.34578115E-1,0.33644951,0.86490875
1,0,0.64281032E-1,0.0000000,11,1,-8.4281401,0.22755713,0.16753785,0.33301559,0.54842616,0.27465532,0.17692865,0.32875655,0.19360925,0.37016762E-1,0.33489984,0.86846053
1,0,0.65118251E-1,0.0000000,11,1,-9.0634433,0.22999214,0.17741715,0.34122449,0.55272116,0.27296227,0.18216498,0.33437591,0.18721666,0.43324561E-1,0.33007172,0.87136271
1,0,0.66726070E-1,0.0000000,11,1,-9.1035642,0.22148228,0.17408335,0.33492247,0.54319743,0.28505168,0.18716972,0.33167924,0.19112950,0.41289210E-1,0.33465266,0.86877811
1,0,0.67631091E-1,0.0000000,11,1,-9.6626568,0.20728966,0.17550994,0.34230733,0.53505022,0.28336137,0.20304572,0.34341918,0.19510689,0.40911048E-1,0.33719920,0.86816155
1,0,0.69299014E-1,0.0000000,11,1,-9.0108509,0.21976238,0.16968664,0.32911837,0.54186120,0.28224063,0.18130224,0.34277310,0.20244327,0.42313020E-1,0.33765825,0.86447506
1,0,0.70307506E-1,0.0000000,11,1,-9.4664711,0.20802421,0.16916588,0.32852051,0.53776424,0.28468876,0.18548705,0.34958418,0.19899689,0.40301671E-1,0.34078000,0.85992933
1,0,0.71964712E-1,0.0000000,11,1,-8.3064651,0.22126715,0.15413653,0.31959959,0.54046156,0.27464744,0.16159315,0.35772083,0.21439110,0.29435627E-1,0.34560102,0.85920032
1,0,0.73616020E-1,0.0000000,11,1,-7.7435845,0.23279268,0.15020611,0.31275442,0.54293790,0.28120620,0.15860324,0.33831795,0.21842279,0.34819820E-1,0.34497978,0.86203345
1,0,0.75261462E-1,0.0000000,11,1,-7.4022442,0.24256726,0.14605892,0.31730457,0.54882758,0.27323719,0.15005037,0.33948554,0.21336940,0.30426628E-1,0.34330882,0.86340889
1,0,0.76901070E-1,0.0000000,11,1,-7.1619153,0.24406253,0.14176429,0.30620430,0.54979275,0.27168715,0.13627887,0.33684630,0.22140179,0.27728142E-1,0.34583180,0.86302656
1,0,0.78534873E-1,0.0000000,11,1,-7.0492582,0.25323590,0.14037168,0.29656817,0.55867332,0.26818304,0.12400562,0.33342147,0.22109472,0.27919888E-1,0.34464411,0.86154962
1,0,0.80004078E-1,0.0000000,11,1,-7.1434537,0.25494985,0.14097385,0.31568372,0.55591705,0.26771237,0.13202013,0.33948343,0.21438989,0.36774677E-1,0.34212583,0.85831936
1,0,0.81626646E-1,0.0000000,11,1,-6.8530840,0.27253929,0.13768933,0.31730227,0.56208332,0.26315709,0.12120680,0.34357849,0.21672282,0.34031676E-1,0.34123722,0.85991833
1,0,0.83243500E-1,0.0000000,11,1,-6.8245779,0.27712432,0.13921458,0.32003273,0.56418982,0.26310930,0.13473491,0.34270211,0.21710931,0.32191083E-1,0.34063396,0.86744995
1,0,0.84319065E-1,0.0000000,11,1,-7.1880763,0.26595088,0.14818362,0.32129033,0.55944298,0.27098378,0.14529617,0.34842509,0.21669073,0.38986080E-1,0.33846596,0.86896618
1,0,0.85925523E-1,0.0000000,11,1,-7.0240776,0.26578048,0.14521425,0.31953886,0.56147344,0.25915004,0.13760355,0.35476003,0.22153952,0.32616597E-1,0.34049183,0.86780515
1,0,0.87526354E-1,0.0000000,11,1,-6.9006043,0.26786545,0.14444575,0.32208951,0.56674692,0.24015732,0.11738243,0.37275569,0.22501993,0.19767974E-1,0.34248445,0.86392272
1,0,0.89121587E-1,0.88801904,11,1,-6.7709946,0.27642317,0.13340920,0.32604466,0.56542332,0.22781047,0.10458424,0.38572228,0.23763944,0.11082229E-1,0.34629960,0.86333187
