ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
1,0,0.12035792,0.0000000,12,1,-16.322993,0.49195336,0.17603767,0.58680723,0.60765517,0.33077069,0.25480159,0.14294902,0.32593066,0.32336605E-1,0.10631422,0.98249075E-1,0.34931943,0.90592722,0.36513982,0.32993369
1,0,0.12294339,0.0000000,12,2,-16.372330,0.48793182,0.17764987,0.59785594,0.60088652,0.32409927,0.25098595,0.13343026,0.31906239,0.32573196E-1,0.10452907,0.89240841E-1,0.34430805,0.90330341,0.36810397,0.33971106
1,0,0.12553823,0.0000000,12,1,-15.208722,0.46973186,0.17579881,0.58408387,0.59566499,0.31765697,0.25343951,0.15008214,0.32384176,0.35605810E-1,0.10125993,0.85053403E-1,0.34705078,0.89960667,0.36807393,0.33605947
1,0,0.12897765,0.0000000,14,2,-15.041206,0.45741534,0.16381341,0.56700133,0.59374434,0.32122397,0.23586472,0.17512586,0.35404379,0.42164907E-1,0.10913302,0.11029575,0.35627899,0.88398790,0.34576089,0.34202974
1,0,0.13172743,0.0000000,16,2,-15.756545,0.45716992,0.16528779,0.57522664,0.59328714,0.32483003,0.22956279,0.18346564,0.36306668,0.46301384E-1,0.11381958,0.11843567,0.35215871,0.88671044,0.34944429,0.34482553
1,0,0.13425884,0.0000000,16,1,-14.869049,0.43897165,0.16845040,0.56317275,0.58603398,0.32865790,0.22624372,0.20846589,0.36766407,0.50537366E-1,0.10151882,0.11530089,0.35167100,0.88789788,0.34942598,0.34160121
1,0,0.13677553,0.0000000,16,1,-14.638104,0.44387753,0.15460673,0.54585804,0.58943133,0.34625490,0.19178172,0.22976717,0.38249141,0.53035005E-1,0.11068051,0.11502416,0.35070558,0.88246995,0.33268577,0.32896853
1,0,0.13767946,0.0000000,16,1,-15.439659,0.45659507,0.16218208,0.56438721,0.60102040,0.33130808,0.20669990,0.20527202,0.37007536,0.46559545E-1,0.11334814,0.11320920,0.35469643,0.87763818,0.34299546,0.34688439
1,0,0.14017171,0.0000000,16,1,-15.290706,0.44740380,0.15654889,0.56492942,0.59424510,0.34085625,0.19444396,0.21872545,0.37846767,0.51588423E-1,0.11795432,0.12106078,0.35114685,0.87521079,0.34709808,0.33846297
1,0,0.14298302,0.0000000,16,2,-14.156744,0.43667457,0.16501021,0.56149498,0.58875938,0.33074804,0.21130881,0.22401494,0.36564624,0.49019655E-1,0.10559082,0.10970379,0.35723310,0.87914537,0.35537247,0.34146132
1,0,0.14596581,0.0000000,16,2,-14.200971,0.44881365,0.16231282,0.57681178,0.58575537,0.32358266,0.21898461,0.19660713,0.35101503,0.43951986E-1,0.10636599,0.11994171,0.35722547,0.87862451,0.36115716,0.34290363
1,0,0.14754791,0.0000000,16,1,-14.555817,0.44795284,0.16581425,0.58389836,0.59446884,0.31559997,0.22547333,0.19304528,0.34624259,0.46641968E-1,0.10137548,0.12065804,0.35752795,0.87731928,0.36882640,0.34412467
1,0,0.14996965,0.0000000,16,1,-14.378337,0.44240389,0.16576534,0.57246172,0.59258585,0.32437643,0.22518829,0.20174691,0.35047539,0.49523270E-1,0.10257426,0.12121266,0.35548191,0.88281501,0.36069730,0.33472620
1,0,0.15183149,0.0000000,16,1,-14.592523,0.45283494,0.16905975,0.58311577,0.59319518,0.33479347,0.21196494,0.19402844,0.33520131,0.47777970E-1,0.10567167,0.11247043,0.35195562,0.88728455,0.36243441,0.32759095
1,0,0.15490146,0.0000000,16,2,-12.576214,0.43408455,0.15335291,0.54255510,0.58157730,0.34812457,0.19168600,0.23718463,0.35553987,0.48823563E-1,0.97765340E-1,0.11491277,0.35946441,0.87764053,0.34078940,0.31822095
1,0,0.15727533,0.0000000,26,1,-12.198843,0.42713688,0.15371092,0.54923970,0.56568950,0.35499541,0.18069960,0.23297029,0.35079321,0.46012815E-1,0.10106089,0.11600954,0.35587066,0.87658403,0.34344350,0.32289220
1,0,0.15874504,0.0000000,26,1,-12.581627,0.43661960,0.15275004,0.55083778,0.57123318,0.35359896,0.19266127,0.21688860,0.35325814,0.43134857E-1,0.96645850E-1,0.12607583,0.35231007,0.87709343,0.34818745,0.32969421
1,0,0.16078790,0.0000000,26,1,-12.698061,0.45000669,0.14250385,0.55454209,0.57151491,0.36314254,0.16675356,0.23289371,0.35836409,0.45092854E-1,0.90052089E-1,0.12893669,0.35874968,0.87444088,0.33922905,0.32615598
1,0,0.16287575,0.0000000,26,1,-12.792014,0.44788647,0.14593807,0.55094930,0.57026363,0.35426950,0.17618887,0.22557233,0.35907432,0.43254396E-1,0.88611554E-1,0.13681889,0.36263288,0.86849181,0.33524047,0.33830767
1,0,0.16480415,0.89197128,26,2,-12.085756,0.44054527,0.13701758,0.52766314,0.56847366,0.35766515,0.17632768,0.23456979,0.36209537,0.38111004E-1,0.91963349E-1,0.14090841,0.37113582,0.86092599,0.32633341,0.32643850
1,0,0.16743828,0.0000000,26,3,-10.677278,0.29139568,0.12460314,0.34844278,0.44892569,0.48632001,0.18620209,0.41974716,0.35261339,0.46183515E-1,0.68481181E-1,0.16852115,0.38051557,0.87318318,0.33017611,0.15305598
1,0,0.16738908,0.0000000,46,3,-16.002107,0.21874023,0.11766970,0.25798508,0.38957047,0.55753117,0.18216588,0.50842429,0.34934003,0.46102269E-1,0.63300979E-1,0.17354584,0.37675945,0.87590760,0.33868282,0.69782348E-1
1,0,0.16965161,0.0000000,46,1,-14.868041,0.22614404,0.12438110,0.27534563,0.39491113,0.55471732,0.17878331,0.49443152,0.33926934,0.45248613E-1,0.67418622E-1,0.16463646,0.37564458,0.87698430,0.34320815,0.78199953E-1
1,0,0.17048162,0.0000000,46,6,-9.1208615,0.30474887,0.13072500,0.37272953,0.45471736,0.48804178,0.17505183,0.39661641,0.33712175,0.41573682E-1,0.78272367E-1,0.15195814,0.37285355,0.87288267,0.34240246,0.16295807
1,0,0.17269367,0.0000000,54,1,-8.2219008,0.37041118,0.13708758,0.45037620,0.51167551,0.42670015,0.17666359,0.31758392,0.33830817,0.36159179E-1,0.79719684E-1,0.14416048,0.37175544,0.86477629,0.34394065,0.24300411
1,0,0.17222413,0.0000000,55,3,-9.4788159,0.29631215,0.12521520,0.35956129,0.45409526,0.49556072,0.16779134,0.41154932,0.34772140,0.42276299E-1,0.75805837E-1,0.14736530,0.37723224,0.86202090,0.33850683,0.16772944
1,0,0.17440824,0.0000000,55,1,-8.4902246,0.32376909,0.12832068,0.39654422,0.47029233,0.47382867,0.16202644,0.37043388,0.34849933,0.40559349E-1,0.79653469E-1,0.14053985,0.37321498,0.85923823,0.33486798,0.20531265
1,0,0.17625407,0.0000000,55,1,-8.6228138,0.34936205,0.12984877,0.42864717,0.48649970,0.45626299,0.16127293,0.34482697,0.35061815,0.39174489E-1,0.80951414E-1,0.13655260,0.37770764,0.85524358,0.33697360,0.23591644
1,0,0.17975286,0.0000000,55,4,-8.9915800,0.37083210,0.12511357,0.44621627,0.50173050,0.44779069,0.14687415,0.32802466,0.36285066,0.40519769E-1,0.87976040E-1,0.13181479,0.37378438,0.85573948,0.32497472,0.25071053
1,0,0.18169584,0.0000000,55,1,-9.0665217,0.35354567,0.12877054,0.43320140,0.49301041,0.45372394,0.15150073,0.34675634,0.36338983,0.42651642E-1,0.83457965E-1,0.13009933,0.37654938,0.85882466,0.31823131,0.24025174
1,0,0.18381579,0.0000000,55,1,-9.0478990,0.32042690,0.12937164,0.40208151,0.46861763,0.47628130,0.15868533,0.37984067,0.36070588,0.44397918E-1,0.82344853E-1,0.13365605,0.37652953,0.86331415,0.32515778,0.20881447
1,0,0.18458478,0.0000000,55,3,-9.5291684,0.29602994,0.12642275,0.37336263,0.45168204,0.48741427,0.15730267,0.39984500,0.36732371,0.41687434E-1,0.84146394E-1,0.12869034,0.37810925,0.85719257,0.31721210,0.20129338
1,0,0.18543717,0.0000000,55,2,-9.8838916,0.28107792,0.12584168,0.35548597,0.43910447,0.50830067,0.15170734,0.42398003,0.37023305,0.43889270E-1,0.86453099E-1,0.13290504,0.37365905,0.86021563,0.32235266,0.18144360
1,0,0.18615191,0.0000000,55,5,-9.8950844,0.37115637,0.13064830,0.45068353,0.51249021,0.42194077,0.15416846,0.31229872,0.38507521,0.37318050E-1,0.88100678E-1,0.12329363,0.37200151,0.85160826,0.30283460,0.29562417
1,0,0.18690203,0.0000000,55,6,-9.7991027,0.29084095,0.12638729,0.36583920,0.44929131,0.49245532,0.16019437,0.40527873,0.37387263,0.44272222E-1,0.91518994E-1,0.13795544,0.37586426,0.85659446,0.31642274,0.20023554
1,0,0.18905795,0.0000000,55,3,-9.0727280,0.33440298,0.13304992,0.42022513,0.48747882,0.44644498,0.17087059,0.34434503,0.37096083,0.42677389E-1,0.94085562E-1,0.12850170,0.37481212,0.84876683,0.32498611,0.25377628
1,0,0.18992898,0.0000000,55,5,-9.0038952,0.33127427,0.13506264,0.42094924,0.48466203,0.44630721,0.17933872,0.34241713,0.36448764,0.43492428E-1,0.92072481E-1,0.13337522,0.37567169,0.85021956,0.33390186,0.24654408
1,0,0.19160360,0.0000000,55,3,-9.0799440,0.29883501,0.12555402,0.37534018,0.45956971,0.48915203,0.16719780,0.39236673,0.36481941,0.46379552E-1,0.99797761E-1,0.13675563,0.37125556,0.85369758,0.34073579,0.18937334
1,0,0.19150100,0.0000000,54,3,-9.8361799,0.38298400,0.13555327,0.47573802,0.52692255,0.40805573,0.17502146,0.28475424,0.36427678,0.43758121E-1,0.10603977,0.13166556,0.37085628,0.84495947,0.33897036,0.28918349
1,0,0.19343984,0.0000000,54,1,-9.3494592,0.35881985,0.12688787,0.43937459,0.51575458,0.41829140,0.17312076,0.31672290,0.37490126,0.43566469E-1,0.10735748,0.13882554,0.37293957,0.83511960,0.33973233,0.27077805
1,0,0.19378395,0.0000000,54,2,-9.9824098,0.37408370,0.13015689,0.45831883,0.52996308,0.39956607,0.17211636,0.29749047,0.38160719,0.39408586E-1,0.10174084,0.13702289,0.37405771,0.83088694,0.33467183,0.30353734
1,0,0.19387560,0.73387626,54,5,-10.298864,0.27861642,0.11860652,0.35225243,0.45247756,0.48013877,0.16046940,0.41831472,0.38440407,0.48757143E-1,0.96264121E-1,0.15144055,0.37787220,0.83414486,0.33038393,0.20236680
1,0,0.19441950,0.0000000,54,4,-10.112694,0.29439300,0.11972834,0.37839152,0.46964461,0.45673345,0.15423568,0.39998234,0.39486379,0.49347588E-1,0.90759086E-1,0.15407078,0.38015316,0.82483325,0.32450183,0.24014016
1,0,0.19586657,0.0000000,54,2,-9.5628573,0.31744536,0.12889257,0.39057166,0.49763882,0.44727677,0.19743896,0.37601492,0.39562996,0.52823860E-1,0.10204599,0.14935185,0.36288048,0.85718070,0.34842451,0.21560702
1,0,0.19605999,0.0000000,54,3,-10.194006,0.38577195,0.13968598,0.46830697,0.54937351,0.39962674,0.19329915,0.30248025,0.38159969,0.46530217E-1,0.99132729E-1,0.14278699,0.36398700,0.85660522,0.34887030,0.27819398
1,0,0.19700559,0.0000000,54,3,-9.7352836,0.38221711,0.13925889,0.46007061,0.54590890,0.40343692,0.19497220,0.31213852,0.37466250,0.48338265E-1,0.94958438E-1,0.14476878,0.36657676,0.85708703,0.35148718,0.26364108
1,0,0.19884311,0.0000000,54,1,-9.3486214,0.32961756,0.13756493,0.39126240,0.50846314,0.45965736,0.20831641,0.38006200,0.37123144,0.57200365E-1,0.10488299,0.14807643,0.35928211,0.87908019,0.36139994,0.16994408
1,0,0.20119732,0.0000000,54,2,-9.0308833,0.35895580,0.13319331,0.42613601,0.52829600,0.43099103,0.19665502,0.34288728,0.36680257,0.50256506E-1,0.99850630E-1,0.14836889,0.36741172,0.86312432,0.35438145,0.21344176
1,0,0.20467980,0.0000000,54,5,-9.3222157,0.33900879,0.13532155,0.39242394,0.51754080,0.44901069,0.22042617,0.37264251,0.36736755,0.53906518E-1,0.94943588E-1,0.15000268,0.36304718,0.87893600,0.36307943,0.16862628
1,0,0.20566101,0.0000000,54,1,-9.7664395,0.38711574,0.14116477,0.45532116,0.55477793,0.40024197,0.20802134,0.31053050,0.37017898,0.49583775E-1,0.91832493E-1,0.13150934,0.36891109,0.86257739,0.34880817,0.25123609
1,0,0.20760885,0.0000000,54,2,-9.0255285,0.34788438,0.13507415,0.43051752,0.51847892,0.42315957,0.18460477,0.34799638,0.36470263,0.48896420E-1,0.86415792E-1,0.14191605,0.37771799,0.84127162,0.34885276,0.24238366
1,0,0.20834544,0.0000000,54,1,-9.6461684,0.36297765,0.13726527,0.46044564,0.52786157,0.39608402,0.17519639,0.31545906,0.35516883,0.41948858E-1,0.72744890E-1,0.13993138,0.38695543,0.82125825,0.34124796,0.29387225
1,0,0.21010859,0.0000000,54,1,-8.8341567,0.33565187,0.13916440,0.41168429,0.50890441,0.43500996,0.19976340,0.34889044,0.34995664,0.47242027E-1,0.82547035E-1,0.13199280,0.38121889,0.84245298,0.35216417,0.22223942
1,0,0.21107553,0.0000000,54,1,-9.2723035,0.38091993,0.13577010,0.45328165,0.53775541,0.41290947,0.18345268,0.30759739,0.35345996,0.45598148E-1,0.89383313E-1,0.12720882,0.37964655,0.84036547,0.34483793,0.25506494
1,0,0.21093072,0.0000000,54,6,-9.2970533,0.36345159,0.12943353,0.43916308,0.51752884,0.42625583,0.15655149,0.33077115,0.35147224,0.40481437E-1,0.82535604E-1,0.13579250,0.38889082,0.82242398,0.33460501,0.26271991
1,0,0.21108129,0.0000000,54,7,-8.5594891,0.36686377,0.13907941,0.44274163,0.52673807,0.42896282,0.17987704,0.32457342,0.34691536,0.41509244E-1,0.89941838E-1,0.12238157,0.37576481,0.84301034,0.35628257,0.24310997
1,0,0.21180818,0.0000000,54,4,-9.6994020,0.40215235,0.14689858,0.49848942,0.54392237,0.39125656,0.17493131,0.27158171,0.34029240,0.37014345E-1,0.79527719E-1,0.11632651,0.37517858,0.83887432,0.35114394,0.30316710
1,0,0.21383373,0.0000000,54,2,-8.3387459,0.37236313,0.14187619,0.45692838,0.52145312,0.42660265,0.17824123,0.30782105,0.33939959,0.38005935E-1,0.83338409E-1,0.12419000,0.37065650,0.84739191,0.35753407,0.25171493
1,0,0.21508338,0.0000000,54,2,-8.1037769,0.32662789,0.13523045,0.40354588,0.47647282,0.47375848,0.16702813,0.35632905,0.33338108,0.36257358E-1,0.82581667E-1,0.12424706,0.37327208,0.84445137,0.35407342,0.20633910
1,0,0.21477508,0.0000000,54,1,-10.769282,0.43285141,0.14809327,0.52838874,0.55591412,0.38908449,0.17156446,0.22686962,0.32785417,0.35397766E-1,0.97919771E-1,0.11590107,0.36562315,0.84953899,0.34829016,0.30162444
1,0,0.21643517,0.0000000,54,1,-9.6988004,0.42895449,0.14104520,0.49533935,0.54698532,0.42020148,0.17483874,0.25096470,0.33143706,0.35975390E-1,0.10296418,0.10950150,0.36341048,0.86588303,0.34265059,0.25476302
1,0,0.21635804,0.0000000,54,3,-10.257752,0.43877020,0.13902223,0.50435041,0.55395096,0.40706340,0.16940760,0.24375366,0.33845395,0.35024009E-1,0.99682181E-1,0.11473249,0.36243069,0.86490678,0.33612880,0.27235146
1,0,0.21800090,0.0000000,54,1,-9.0758823,0.41895720,0.14049989,0.47084125,0.54328950,0.42850637,0.19347944,0.26599720,0.33586414,0.35805102E-1,0.10483996,0.11619901,0.35738397,0.87742505,0.35171732,0.22884727
1,0,0.21939614,0.0000000,54,1,-9.1981351,0.43256820,0.14036311,0.48808451,0.55131959,0.41879013,0.18730366,0.25060922,0.32770409,0.31135962E-1,0.98886294E-1,0.11751216,0.36040239,0.87047974,0.35551135,0.24610637
1,0,0.21960566,0.0000000,54,1,-10.338320,0.43638761,0.15245967,0.48979460,0.56998947,0.41621882,0.22619726,0.24348115,0.32743003,0.38102682E-1,0.10782176,0.10791763,0.34973277,0.89601973,0.37650024,0.21668397
1,0,0.21883432,0.60465789,54,4,-12.972738,0.47220777,0.16630449,0.54219270,0.60016901,0.38615500,0.24478002,0.18566642,0.30750479,0.35758636E-1,0.11319066,0.10175546,0.34149496,0.90343521,0.39773714,0.24181251
1,0,0.22044830,0.0000000,54,1,-10.541286,0.43924038,0.15851172,0.50425000,0.56500099,0.42200978,0.23396735,0.22435641,0.30751092,0.38442987E-1,0.11350767,0.10724411,0.34225275,0.90671689,0.39072912,0.20290080
1,0,0.22080038,0.0000000,54,3,-12.037618,0.37172065,0.15740154,0.40669443,0.51736374,0.49551366,0.27768634,0.30995234,0.31047855,0.45675748E-1,0.12772904,0.10527815,0.32824077,0.95169845,0.41427904,0.71043393E-1
1,0,0.22239710,0.0000000,54,1,-11.031872,0.44243451,0.14856341,0.49720039,0.55962752,0.42697340,0.22750170,0.22781578,0.32648648,0.37069368E-1,0.11711828,0.10444590,0.34407490,0.91543934,0.37009499,0.20557953
1,0,0.22375609,0.0000000,54,1,-11.151849,0.43361277,0.15138722,0.48680823,0.55523781,0.42882792,0.24349997,0.23025736,0.32986493,0.37936522E-1,0.11413823,0.10185186,0.34558045,0.92119068,0.36675198,0.20098087
