SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
-13.498918,0.43467316,0.20041672,0.30062526,0.53417014,0.33378953,0.20594349,0.30820017,0.21513347,0.94753037E-1,0.17810037,0.94924993E-1,0.36223297,0.85329189,0.23913566,0.38638076
-13.498918,0.43467316,0.20041672,0.30062526,0.53417014,0.33378953,0.20594349,0.30820017,0.21513347,0.94753037E-1,0.17810037,0.94924993E-1,0.36223297,0.85329189,0.23913566,0.38638076
-13.498918,0.43467316,0.20041672,0.30062526,0.53417014,0.33378953,0.20594349,0.30820017,0.21513347,0.94753037E-1,0.17810037,0.94924993E-1,0.36223297,0.85329189,0.23913566,0.38638076
-13.498918,0.43467316,0.20041672,0.30062526,0.53417014,0.33378953,0.20594349,0.30820017,0.21513347,0.94753037E-1,0.17810037,0.94924993E-1,0.36223297,0.85329189,0.23913566,0.38638076
-15.808113,0.36864384,0.12977895,0.73225714,0.43913273,0.51855882,0.63431286E-1,0.38092086,0.11844497,0.14547753,0.16982956,0.27156582,0.32220079,0.90833916,0.39077606,0.68095902E-1
-15.808113,0.36864384,0.12977895,0.73225714,0.43913273,0.51855882,0.63431286E-1,0.38092086,0.11844497,0.14547753,0.16982956,0.27156582,0.32220079,0.90833916,0.39077606,0.68095902E-1
-15.808113,0.36864384,0.12977895,0.73225714,0.43913273,0.51855882,0.63431286E-1,0.38092086,0.11844497,0.14547753,0.16982956,0.27156582,0.32220079,0.90833916,0.39077606,0.68095902E-1
-11.363431,0.11306280,0.16761381,0.52610617,0.45989341,0.38795695,0.40872956E-1,0.35425317,0.92035073E-1,0.49417100E-3,0.87131531E-2,0.26301514,0.34881320,0.86787120,0.28130924,0.49021679E-1
-7.8910181,0.19843200,0.17236676,0.38410531,0.53264863,0.46484249,0.95516572E-1,0.27469848,0.17683965,0.37000317E-1,0.51148748E-1,0.12371303,0.33538198,0.83907655,0.43674608,0.10208854
-8.1682182,0.23467771,0.20538448,0.38656655,0.53178319,0.37607015,0.13899420,0.25459895,0.25202944,0.37593132E-1,0.37410634E-1,0.89208208E-1,0.32438431,0.88203997,0.38833096,0.21518875
-11.043257,0.28968928,0.16882106,0.33417576,0.49297850,0.51167577,0.15746853,0.31978533,0.11804776,0.57924113E-1,0.67514497E-1,0.13464772,0.36029098,0.86066503,0.44043727,0.15416322
-7.5518121,0.31284525,0.19947032,0.35209257,0.51989414,0.34164529,0.12759087,0.27400583,0.24059224,0.57091070E-1,0.25892837E-1,0.71699568E-2,0.33962676,0.87867393,0.38147166,0.29646886
-7.5934096,0.25474091,0.17219608,0.65472502,0.50171920,0.44838660,0.94356514E-1,0.38638863,0.99078680E-1,0.60625175E-1,0.70826810E-1,0.39752122E-1,0.33727128,0.86717711,0.50712905,0.18059145
-5.8865966,0.27353687,0.17052556,0.40688421,0.53876463,0.30614396,0.37992788E-1,0.24967023,0.24657107,0.55921225E-1,0.59390516E-1,0.61090194E-1,0.33026502,0.84407762,0.34594643,0.24505599
-7.8047540,0.38033594,0.17885586,0.38471682,0.49641402,0.34952327,0.75741126E-1,0.33702880,0.16541136,0.90953598E-1,0.86635323E-1,0.43826846E-1,0.35107111,0.89218700,0.34052075,0.37966041
-6.5596175,0.24475691,0.16987187,0.54064649,0.49301683,0.51040251,0.50273205E-1,0.35310837,0.10446563,0.57455228E-1,0.68605300E-1,0.17079194,0.33018960,0.85532149,0.43061232,0.16280941
-6.2449337,0.15900614,0.17327110,0.53166242,0.53138333,0.42109630,0.12582002,0.38483301,0.10879065,0.10236085E-1,0.76447239E-2,0.21118842E-1,0.35610492,0.83708068,0.41974136,0.21659256
-6.7880714,0.22322365,0.18931052,0.60631371,0.49263082,0.49438626,0.25594473E-1,0.40041678,0.72544239E-1,0.40030494E-1,0.27097970E-1,0.12966378,0.32587350,0.85500349,0.43358403,0.24994911
-7.7100727,0.21066580,0.15522445,0.54884291,0.49578532,0.52231651,0.12527763E-1,0.40277914,0.30579420E-1,0.38435721E-1,0.39291980E-1,0.18646673,0.34074555,0.84695402,0.40321432,0.17682097
-7.8527580,0.39437002,0.17236599,0.36321598,0.56035711,0.22749352,0.13607046,0.28830638,0.10334193,0.32101679E-1,0.51411553E-1,0.42366170E-1,0.32395507,0.92913113,0.42744763,0.17163826
-7.4528153,0.27487840,0.15906608,0.34388550,0.58799303,0.20210121,0.83364902E-1,0.17839189,0.27592075,0.33014691E-1,0.90618548E-1,0.14204500,0.30643739,0.91410306,0.30508928,0.11326373
-5.4882347,0.26992953,0.17046615,0.55089658,0.50993295,0.34162364,0.54924230E-1,0.36958944,0.12307350,0.39141305E-1,0.59606019E-1,0.38924214E-1,0.33745533,0.89761767,0.37469112,0.27355692
-9.0518983,0.12725104,0.15719056,0.33402038,0.57868303,0.30093666,0.88169875E-1,0.18946759,0.33796693,0.34806045E-1,0.82355021E-1,0.10013202,0.34040115,0.86029120,0.29949073,0.14981307
-6.3161987,0.26862152,0.17694170,0.52995973,0.52860609,0.38869975,0.78249734E-1,0.34563907,0.15311705,0.77664484E-1,0.12261378,0.88529590E-1,0.34121838,0.90931851,0.41780363,0.29546179
-6.9050383,0.25622314,0.17449273,0.31653849,0.61318206,0.15183929,0.10024750,0.20024967,0.26233979,0.52092797E-1,0.80980971E-1,0.34585381E-1,0.34001850,0.90764284,0.38690258,0.22380819
-11.880594,0.11137036,0.20928470,0.66634932,0.55437159,0.47910777,0.20056289,0.38681122,0.74128065E-1,0.32866849E-1,0.36932205E-1,0.61832769E-1,0.34840637,0.90570434,0.65763755,0.13750940
-9.5895784,0.20928662,0.17855161,0.63015994,0.42969961,0.62301084,0.16941198,0.40333321,0.12159097,0.68417488E-1,0.82623738E-1,0.13128050,0.35360494,0.87977123,0.49042617,0.12659563
-9.8544293,0.30772495,0.17552677,0.51162647,0.41028524,0.67345291,0.67670466E-1,0.36874523,0.13638903,0.50246597E-1,0.14957898E-1,0.13795626,0.33217297,0.93585702,0.49106304,0.17551758
-6.6387609,0.32725239,0.17044784,0.44322977,0.46059256,0.55343771,0.60541085E-1,0.30237795,0.12468760,0.17016719E-1,0.49184608E-1,0.17346852,0.31177017,0.92569125,0.47657861,0.10728516
-10.744633,0.29798834,0.16055320,0.61012532,0.51815651,0.36817528,0.19868193,0.42254018,0.10807369,0.10303776,0.12450191,0.37432771E-2,0.37842491,0.90138565,0.45148789,0.31261454
-8.8527159,0.41109425,0.13726215,0.31951869,0.56231308,0.35287108,0.17913802,0.28854399,0.13126925,0.72743149E-1,0.30337835E-1,0.22409540E-1,0.34344621,0.91472615,0.50254453,0.16559526
-6.8831964,0.47114830,0.12185324,0.31949080,0.47785099,0.42137970,0.23641418E-1,0.26797439,0.18599715,0.20711282E-1,0.58608551E-1,0.51463593E-1,0.31665220,0.91800599,0.36875049,0.24904212
-5.8610202,0.42350517,0.15508737,0.30849180,0.54425045,0.39116276,0.36949527E-1,0.25260330,0.20852754,0.47857867E-1,0.35138718E-1,0.24694007E-1,0.30312869,0.87509843,0.43171280,0.37687746
-10.279695,0.39366424,0.15506264,0.41908048,0.62728279,0.46695043,0.63975634E-2,0.32164953,0.10645884,0.74396568E-1,0.10995506,0.63349870E-1,0.30251908,0.94978953,0.60943118,0.53484884
-6.8873105,0.40118355,0.14694672,0.43091035,0.52994197,0.44598774,0.10259858,0.29834272,0.18194143,0.67699992E-1,0.50886857E-1,0.10223082E-1,0.32588129,0.92421351,0.55243402,0.32011789
-8.2226603,0.46732485,0.16110787,0.37286710,0.53804175,0.45380464,0.15421201,0.27114230,0.14133217,0.54369116E-1,0.61989800E-1,0.34168541E-1,0.30877296,0.91892830,0.59607994,0.24488546
-9.8411217,0.57514796E-1,0.21727962,0.65841300,0.59069162,0.28215682,0.19524745E-1,0.33954307,0.81536903E-1,0.27414425E-4,0.65634040E-1,0.21779799,0.31449115,0.95083991,0.45703526,0.16763200
-16.274443,0.29147646,0.16668510,0.31356039,0.58423861,0.17997424,0.11302916,0.10072338,0.35892752,0.23924798E-1,0.18557117,0.38369728E-1,0.30955240,0.81092721,0.39540926,0.23943659
