SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Backs par SMW,Backs par H2O,Scalefactor 1,SLD D2O,SLD SMW,SLD H2O
-11.149048,0.29570780,0.18354268,0.47097461,0.65012689,0.19349755,0.41497034E-1,0.52948039,0.15106761,0.13928497,0.44159319E-1,0.39260257E-1,0.33463548,0.84189984,0.50172427,0.28095021
-9.9297439,0.77834802E-1,0.17564780,0.72006485,0.64301734,0.39931744E-1,0.18580387E-1,0.49813726,0.16158895,0.68086648E-1,0.69551171E-1,0.32342074E-1,0.40025325,0.80168026,0.39699050,0.22077130
-10.857474,0.56031686E-1,0.16734334,0.66788883,0.66361266,0.75969170E-1,0.33415789E-2,0.42186444,0.14007408,0.22483408E-1,0.85092970E-1,0.19200795,0.32611858,0.85704790,0.35181748,0.21336030
-10.857474,0.56031686E-1,0.16734334,0.66788883,0.66361266,0.75969170E-1,0.33415789E-2,0.42186444,0.14007408,0.22483408E-1,0.85092970E-1,0.19200795,0.32611858,0.85704790,0.35181748,0.21336030
-12.548982,0.42820651E-1,0.22396956,0.58552938,0.67292137,0.34496353,0.53534621E-1,0.58204482,0.16057099E-1,0.47199440E-2,0.85029596E-1,0.14923869,0.34517839,0.91568467,0.46675666,0.88573537E-1
-6.5159052,0.17243130,0.16351823,0.54121711,0.55308851,0.23240749,0.20381011,0.38758641,0.21197467,0.36514225E-1,0.19311209E-1,0.12335159,0.36012680,0.86864990,0.44117668,0.25954950
-7.3957467,0.99616541E-1,0.18810488,0.65201299,0.58933202,0.20370209,0.10086734,0.42310853,0.13796175,0.16225865E-1,0.32035178E-1,0.88888844E-1,0.35437768,0.85058922,0.35406051,0.18868927
-11.340849,0.17551004,0.16612944,0.59015556,0.52114604,0.26652178,0.15189191,0.40259613,0.29447378,0.16257491E-1,0.97043349E-2,0.25410721,0.36783687,0.82665734,0.38824485,0.41424693
-6.6572723,0.34253720E-1,0.18671401,0.59808354,0.64543110,0.21715231,0.60687336E-1,0.49558323,0.96658778E-1,0.18354645E-1,0.53856921E-1,0.66606717E-1,0.39191364,0.82134178,0.43288141,0.12784229
-9.3865721,0.14520883,0.17117044,0.56306501,0.60609032,0.15593882,0.11774927,0.43519436,0.28042643,0.95786052E-1,0.10456005,0.21416568,0.35530003,0.84564860,0.47366046,0.22357735
-9.3008944,0.95767447E-1,0.17633078,0.51176569,0.64890322,0.24543793,0.17445273,0.41849202,0.99439552E-1,0.32315570E-1,0.16090416E-1,0.83491375E-1,0.36939749,0.91195274,0.54756247,0.13150906
-6.9380995,0.94007286E-1,0.15066491,0.53838139,0.61825389,0.10879123,0.15183093,0.46209269,0.26215076,0.47735940E-1,0.37429048E-1,0.33510593E-1,0.40137186,0.81245162,0.45366358,0.28472975
-8.0304549,0.21489389,0.19394654,0.54520173,0.59201832,0.18832453,0.12823723,0.42629810,0.15236070,0.72504794E-1,0.33253229E-1,0.35999836E-1,0.38245354,0.81513862,0.33641681,0.17812771
-8.6241722,0.15864574,0.14429323,0.50841448,0.55269763,0.72856597E-2,0.21494991,0.36485999,0.32165570,0.65235546E-1,0.49715829E-2,0.50395905E-2,0.40924835,0.81486682,0.35976822,0.43694156
-7.8818890,0.15161814,0.18631409,0.52731164,0.58678699,0.46400186E-1,0.67058903E-1,0.38999521,0.23769980,0.12776352,0.18076169E-1,0.56937096E-1,0.35544829,0.87147970,0.48421688,0.14491199
-11.737839,0.65184338E-1,0.16517419,0.48120095,0.59236666,0.70221139E-1,0.64891253E-1,0.39416803,0.27687538,0.27068447E-1,0.97769473E-2,0.19391219,0.32641412,0.81364096,0.49303629,0.13424031
-8.5364768,0.77942891E-1,0.20663688,0.60187765,0.62082621,0.27089290,0.21502962E-1,0.52053389,0.65533674E-1,0.10976808,0.73414051E-1,0.11572991,0.34303035,0.93845003,0.51672486,0.13474184
-11.074062,0.29254946,0.15985955,0.55625909,0.66353769,0.15239601,0.13151999,0.37060912,0.25279986,0.65035422E-1,0.34148710E-1,0.18151452,0.34728690,0.86204864,0.33840994,0.84053180E-1
-9.6626338,0.30326367,0.18334455,0.66050313,0.55048601,0.21503970,0.56495220E-1,0.26646466,0.79414569E-1,0.17149307E-1,0.50241624E-1,0.14959427,0.31731675,0.88311825,0.32332990,0.41842423E-1
-6.4798249,0.26089925,0.19276043,0.50174102,0.63036174,0.21040519E-1,0.14470807,0.35524697,0.24728232,0.45117658E-1,0.77938090E-1,0.48192087E-1,0.36983418,0.85689444,0.35096389,0.26688001
-5.6598025,0.39745459,0.15326647,0.36809170,0.59071536,0.17572487,0.17350333,0.23762755,0.29015120,0.31567914E-1,0.10042614,0.61486550E-1,0.35411880,0.89908361,0.39719632,0.44908133
-11.255984,0.63216823,0.10371330,0.13750776,0.63317378,0.49894089E-1,0.11734376,0.29140635,0.52530314,0.56308133E-1,0.92091317E-1,0.30117163,0.36832983,0.87834527,0.43343660,0.83460680E-1
-13.531729,0.63977107,0.14329082,0.44832832,0.59991424,0.70096452,0.39598892E-1,0.48420059,0.27690137,0.14208441,0.64001559E-1,0.18265255,0.35364784,0.90623436,0.58291522,0.42892538
-8.9863120,0.23546798,0.13472854,0.42142223,0.55077865,0.33064961,0.23263091E-1,0.45575976,0.45585028,0.47855398E-2,0.10968732,0.13106671,0.32001148,0.88807893,0.39447732,0.59384261
-7.3808869,0.55091947,0.14324080,0.28132363,0.60834663,0.20612472,0.14251065,0.11242670,0.34291552,0.71769386E-1,0.53572810E-1,0.12287900,0.32998603,0.89032155,0.42352163,0.41509685
-11.293097,0.62411002,0.11634002,0.41706829,0.75083164,0.93517017E-1,0.86643745E-1,0.36045000,0.37092920,0.68936761E-1,0.12619765,0.92540665E-1,0.37767910,0.87091137,0.61678486,0.79570555
-11.049345,0.87372876,0.11189396,0.35875003E-1,0.55283347,0.69696709,0.22547675,0.14330482,0.25323618,0.29143033E-1,0.20962502,0.17248651,0.34115979,0.88987316,0.46962061,0.60866216
-5.7849532,0.49273310,0.15737458,0.29225949,0.64619751,0.16391333,0.93747011E-1,0.35618407,0.26364749,0.28466252E-1,0.49793412E-1,0.48233939E-1,0.37903307,0.87237851,0.37560035,0.28917910
-6.5287935,0.45026671,0.10025082,0.27208276,0.61394386,0.17843193,0.30419626E-1,0.27803303,0.29143413,0.18891281E-1,0.83233971E-1,0.87470394E-3,0.34151845,0.88150322,0.52301209,0.71730960E-1
