SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-14.213559,0.16153866,0.13112082,0.47200485,0.34374697,0.89853517,0.17840856,0.21587257,0.47729786E-1,0.24783034E-1,0.27087691,0.93878954
-10.363566,0.28440930,0.12834114,0.38587761,0.41271674,0.73532764,0.26795503,0.18830998,0.11780066,0.62311383E-1,0.32759922,0.91444792
-10.324684,0.22051058,0.14752330,0.44740046,0.40609349,0.80893495,0.20826240,0.18311830,0.85496623E-1,0.56374243E-1,0.29789060,0.92659682
-10.701197,0.30348282,0.17729981,0.38745699,0.45991585,0.59392145,0.31145596,0.17443377,0.12668711,0.74574652E-1,0.34668716,0.90586116
-10.814744,0.26504624,0.17798903,0.38704126,0.45929425,0.67426166,0.24546832,0.18271142,0.16288543,0.65753740E-1,0.32289317,0.88816800
-11.283195,0.26287107,0.16513801,0.47056005,0.41020445,0.72979920,0.27710748,0.16151312,0.21424848E-1,0.76331746E-1,0.31850991,0.95826717
-10.958215,0.22540846,0.13838504,0.44134375,0.41855220,0.81570396,0.24399243,0.18726844,0.78654714E-1,0.76194409E-1,0.32350416,0.91917201
-11.978323,0.12993702,0.19047902,0.53583580,0.41834883,0.82008760,0.18672180,0.14588710,0.84194902E-1,0.82973368E-1,0.30295409,0.91649656
-10.120856,0.26248559,0.16223044,0.39534090,0.43427049,0.70526073,0.25353399,0.19444029,0.91375292E-1,0.48861591E-1,0.30838556,0.92344216
-11.025334,0.47150435,0.15748028,0.29456110,0.48521050,0.52616291,0.33670244,0.19065653,0.13874024,0.74976851E-1,0.34655171,0.91240769
-10.778060,0.51367553,0.15336853,0.31817682,0.50686859,0.50027750,0.25395033,0.86085204E-1,0.16407516,0.11449453,0.35439368,0.86929490
-9.3624645,0.58178753,0.18931117,0.31094624,0.50294378,0.56082852,0.16020166,0.70228720E-1,0.11575717,0.86187369E-1,0.29388659,0.91030558
-10.039444,0.51381396,0.19493389,0.32071182,0.49712639,0.62891166,0.12520611,0.61193816E-1,0.83221712E-1,0.79655511E-1,0.27634516,0.91969508
-14.449108,0.25278596,0.24427226,0.49463254,0.48460305,0.72819901,0.17902222,0.67541484E-1,0.25815709E-1,0.10638221,0.29701757,0.94885038
-11.659299,0.61778681,0.11605316,0.19288789,0.52389223,0.70860884,0.18126623,0.99600881E-1,0.15937283,0.10931146,0.31926290,0.89423113
-10.964702,0.37003196,0.14070317,0.29707705,0.43003849,0.64867594,0.28783736,0.20964364,0.27399197,0.55143637E-1,0.33814608,0.87945129
-12.440481,0.71701719,0.10963885,0.12233897,0.48399960,0.50366510,0.19512315,0.10274961,0.43693325,0.58434924E-1,0.29704307,0.89081957
-8.9300963,0.49628238,0.16334412,0.32713456,0.46069265,0.58760666,0.21924417,0.11870246,0.18075131,0.74218633E-1,0.31163033,0.90937495
-12.851479,0.63895358,0.11171741,0.17839000,0.43393578,0.39729326,0.30374566,0.15459875,0.24425345,0.41009058E-1,0.32833977,0.88696477
-9.7325685,0.26349624,0.11262338,0.46926575,0.40290813,0.67591225,0.23980954,0.19028119,0.12015161,0.43359423E-1,0.32512729,0.90512938
-9.9750741,0.44984966,0.14807933,0.31250952,0.49313439,0.55576656,0.26732648,0.15425240,0.22679956,0.85262116E-1,0.35279008,0.86595306
-9.1732020,0.52746021,0.11064607,0.31257237,0.43604233,0.53953038,0.21305869,0.76885545E-1,0.24110682,0.64621485E-1,0.31858287,0.91072025
-9.8545480,0.64683229,0.15977445,0.15434759,0.53448202,0.36742166,0.19398154,0.10839604,0.28029895,0.44169906E-1,0.32150507,0.83352052
-7.3132401,0.59124265,0.13315067,0.22029642,0.50935195,0.34085337,0.22130739,0.10337007,0.33039983,0.17414399E-1,0.32681931,0.88041851
-9.3420668,0.55876561,0.10306320,0.19060735,0.48731189,0.57421740,0.22043165,0.17103038,0.20304622,0.26116279E-1,0.32127772,0.89000708
-8.5878063,0.39372583,0.18457287,0.35753809,0.61063369,0.50842671,0.15805253,0.12078260,0.54973442E-1,0.26619674E-1,0.32699544,0.89764388
-7.2131028,0.40616297,0.18680404,0.35879156,0.58857389,0.28120692,0.17026060,0.48759212E-1,0.97087062E-1,0.17052205E-1,0.32984734,0.87726715
-8.6306512,0.58350002,0.13437788,0.23659910,0.54822384,0.11943288,0.28482519,0.21581312E-1,0.32573327,0.34479701E-1,0.35017108,0.89195199
-8.1449563,0.63949845,0.10981335,0.21683060,0.56156972,0.47014588,0.16121879,0.52739870E-1,0.23549461,0.61346123E-1,0.32065525,0.89912484
-7.8586247,0.47467808,0.12129928,0.27171274,0.62851750,0.11880892,0.30226908,0.13747513,0.40531943,0.91193433E-2,0.38230812,0.84688303
-9.2871808,0.57752795,0.10838675,0.22886910,0.49232554,0.46033333,0.29454911,0.14904149,0.34901292,0.67854254E-1,0.35518290,0.87090048
-10.784844,0.84708538,0.23671027,0.19059698,0.60969708,0.42361880,0.13566343,0.11335762,0.20139483E-1,0.94113591E-2,0.28491429,0.94758137
-8.9506605,0.57904070,0.18652867,0.40398438,0.49666832,0.47268580,0.18290214,0.97546224E-1,0.21000356E-1,0.24880959E-1,0.33979977,0.92404459
-8.7267365,0.71136776,0.10328688,0.23479099,0.55439734,0.53362204,0.20592926,0.20918384,0.25279690,0.23345740E-1,0.37332377,0.85026472
-12.565536,0.47700369,0.13962321,0.39175500,0.47663021,0.47615887,0.28845320,0.84969549E-1,0.78266913E-3,0.91167029E-1,0.35020207,0.92173869
-10.357461,0.46992111,0.19060245,0.26347975,0.67626535,0.24060574,0.19907826,0.34548289E-2,0.17841909,0.58317606E-1,0.31896870,0.90880120
-9.1377436,0.30266089,0.11964146,0.36124444,0.56538001,0.34461468,0.24344296,0.10055312,0.28895673,0.54021156E-1,0.34938964,0.85646907
-7.0537652,0.49006018,0.15248552,0.33273482,0.53013091,0.41411176,0.21642735,0.11360617,0.16227616,0.51978400E-1,0.31653406,0.90160457
-9.5711463,0.32874446,0.14104100,0.37492460,0.60048710,0.45270224,0.16226909,0.13696337,0.89732713E-1,0.12088662E-1,0.30554416,0.90705386
-7.1505634,0.29801054,0.13851160,0.37472406,0.50261695,0.48439978,0.21125605,0.10572517,0.15567740,0.87013248E-2,0.30749086,0.92940889
-13.865953,0.25603264,0.54865609E-1,0.74207961,0.52403225,0.28236198,0.11360828,0.57430114E-1,0.20270253,0.10600955E-1,0.33524155,0.85859955
-10.994738,0.24416977,0.22933657,0.49207507,0.67339151,0.20743937,0.29599885,0.14038644,0.12898139,0.34892177E-1,0.34769457,0.89962247
-8.7159402,0.66588082,0.16865418,0.23247090,0.71968928,0.28044600,0.12945874,0.41409612E-1,0.97047061E-1,0.14323330E-1,0.32535194,0.88984327
-8.9698914,0.67612170,0.20459164,0.34387924,0.62356477,0.23041767,0.26752520,0.15477195,0.17924047,0.34556094E-1,0.33825948,0.86992328
-7.3576636,0.55829927,0.17656063,0.43413834,0.63621393,0.34259574,0.24142717,0.19327459,0.96817662E-1,0.18438861E-1,0.37306133,0.85797995
-11.871845,0.61761467,0.15137940,0.26611841,0.40963785,0.85269953,0.13778262,0.11417521,0.10130209,0.77831034E-1,0.30694917,0.96181521
-7.5434137,0.53449060,0.16602836,0.47712721,0.58879262,0.45545457,0.14507995,0.22936324,0.67947218E-1,0.40721473E-1,0.34481176,0.83317305
-10.319126,0.58127740,0.98892283E-1,0.39253395,0.49304434,0.74366331,0.96730395E-1,0.18707843,0.14385941,0.33476329E-1,0.32105583,0.92863018
-7.0203201,0.52178372,0.18286755,0.52038515,0.50453408,0.55882220,0.15358000,0.20600506,0.38720679E-1,0.19757650E-1,0.32586360,0.90948535
-8.8595298,0.41569998,0.20463907,0.43003583,0.61927392,0.30829881,0.19542010,0.52849145E-1,0.11333694,0.63025051E-1,0.32802603,0.89143049
-10.058349,0.35862123,0.18951198,0.49734911,0.48800217,0.68390790,0.19129659,0.10320535,0.11744275,0.33416429E-1,0.31641049,0.93751123
-8.4119804,0.50128952,0.13489498,0.27890921,0.52926920,0.59975494,0.15838867,0.18567812,0.16387758,0.24729326E-1,0.36072376,0.85319103
-9.5272352,0.79952157,0.17538240,0.17282223,0.62092116,0.65897172,0.13174815,0.17409023,0.14758129,0.44679380E-2,0.33119297,0.92826506
-11.110811,0.83761476,0.21338354,0.26489132,0.74557338,0.23520225,0.11824474,0.17689379,0.21615546,0.17754178E-1,0.34411771,0.83010087
-7.9342689,0.36942762,0.13091791,0.25861021,0.50630004,0.55981690,0.37455438E-1,0.10842455,0.26214173,0.33022249E-2,0.30155868,0.88033891
-16.867722,0.14413832,0.21395320,0.46428999,0.38934440,0.71529532,0.27252881,0.30429352,0.14478671,0.51256181E-1,0.31151668,0.89733400
-10.409062,0.49371994,0.22361131,0.47938091,0.59688961,0.16958220,0.31024542,0.23257993,0.82337421E-1,0.25673068E-1,0.35873578,0.92394618
-9.5517239,0.66315322,0.14424866,0.31486921,0.54128347,0.20183523,0.23632421,0.16160049,0.18930675,0.65530031E-1,0.35529138,0.83839018
-8.6604501,0.41223898,0.15059364,0.27291832,0.68344730,0.27823167,0.15132423,0.19034359,0.22667049,0.18261233E-1,0.33812885,0.85753742
-7.1213463,0.23878951,0.19625150,0.49899175,0.64734152,0.24527757,0.10933838,0.15026606,0.10405276,0.56190670E-2,0.30627143,0.91391945
-8.2791711,0.61418643,0.17167308,0.41276383,0.67209915,0.14307847,0.92604571E-1,0.40165479,0.11271334,0.87469869E-2,0.38643915,0.85118237
-6.8995650,0.67600309,0.14693067,0.15012483,0.57615999,0.20187578,0.13458728,0.23670339,0.28274931,0.32405669E-1,0.33101610,0.87296533
-7.7588789,0.54925567,0.79272814E-1,0.15383357E-1,0.70668024,0.64831813E-1,0.17082598,0.32639231,0.48207892,0.50225788E-2,0.36665092,0.88709622
-10.261108,0.15872776,0.11145008,0.11350878,0.51649168,0.11137460,0.55177068E-1,0.17231828,0.52462362,0.33315781E-1,0.26854443,0.89791468
-5.9653878,0.37446865,0.18985278,0.36565350,0.60524019,0.20587108,0.35190212E-1,0.38840683,0.20663228,0.62399544E-1,0.32728292,0.88382228
-8.5864480,0.59583333,0.21406673,0.41431242,0.66855892,0.21357236,0.75991566E-1,0.16558858,0.55878851E-1,0.10692541,0.31227373,0.91958313
-6.2463375,0.32945177,0.13489986,0.28275183,0.50836744,0.23779802,0.17310497,0.20607959,0.32959261,0.45095683E-2,0.32438117,0.88311836
-6.9849705,0.55280755,0.16948893,0.16532654,0.69211809,0.21629058E-1,0.18791848,0.23893265,0.36438469,0.40419661E-1,0.34749230,0.85484949
-6.3891737,0.70035755,0.13645743,0.12732852,0.60830105,0.36443028,0.91141508E-1,0.27652966,0.24489914,0.25017155E-1,0.33412399,0.89460606
-9.1542291,0.35051029,0.88450175E-1,0.27062455,0.56320260,0.27840784,0.20399499,0.10859222,0.28853566,0.57335091E-1,0.33926445,0.91889199
-8.0411317,0.69875990,0.14599558,0.26128950,0.63186197,0.35287893,0.15095382,0.13748646,0.31013492E-1,0.19257470E-1,0.33257334,0.88224496
-9.5783732,0.58847947,0.16526800,0.39633518,0.50560877,0.77835677,0.27678788E-1,0.24903635,0.48913481E-1,0.10862014,0.31598690,0.92473868
-11.631615,0.42971683,0.16792478,0.55946873,0.51510692,0.53073720,0.17647822,0.43895210,0.11727218,0.10975488,0.36289191,0.84048464
-9.3023917,0.12701890,0.15485171,0.47127571,0.50124749,0.20739856,0.17128539,0.42351583,0.27292674,0.70421432E-1,0.32934099,0.87538295
-9.9520622,0.33133909,0.10214804,0.15819931,0.55011233,0.10035781,0.28282387,0.24536865,0.44137806,0.98043859E-1,0.36445821,0.90493377
-10.428970,0.35021134,0.18775652,0.60984207,0.70085535,0.42989414,0.38445105E-1,0.39908236,0.45970360E-1,0.62204913E-1,0.37756264,0.88244195
-6.7200345,0.49837703,0.18575306,0.24855378,0.63763858,0.11957514,0.10211591,0.27087472,0.22819022,0.37418786E-1,0.30738589,0.89762284
-11.041465,0.58088235,0.18880150,0.32157871,0.60760765,0.54082031,0.10370765,0.11377986,0.32609580E-1,0.61115113E-1,0.30196150,0.84030998
-8.4888277,0.41306010,0.15389675,0.52951302,0.43086061,0.50945469,0.27188359,0.12850611,0.12197963E-1,0.12638597E-1,0.34679611,0.88615391
-13.145226,0.17061569,0.13178498,0.28546268,0.46567863,0.64144770,0.52766800E-1,0.71672639E-1,0.22725396,0.20273222E-1,0.24489288,0.92278704
-14.177595,0.33085599,0.15548112,0.27477356,0.63356737,0.23361582,0.17587791,0.21488346,0.35356207,0.12217568E-1,0.28383103,0.87416920
-8.9526183,0.44834918,0.11129054,0.18173897,0.56116586,0.25000592,0.21226505,0.20918627,0.37201964,0.54786021E-1,0.30567920,0.90366825
-6.9506681,0.66349187,0.13410493,0.13330596,0.62003689,0.17765581,0.32189059E-1,0.16422521,0.31101793,0.22272980E-1,0.34022182,0.82884051
-9.4710407,0.26827153,0.19422292,0.39947210,0.58154762,0.42153817,0.60517201E-2,0.33691288,0.24635706,0.27503249E-1,0.30519904,0.97278126
