ProcessID,DelayedRejectionStage,MeanAcceptanceRate,AdaptationMeasure,BurninLocation,SampleWeight,SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
1,0,1.0000000,0.0000000,1,1,-41.228153,0.22222000,0.27273000,0.40000000,0.50000000,0.40000000,0.50000000,0.33333000,0.20000000,0.0000000,0.33333000,1.0000000
1,0,0.34621506,0.0000000,1,5,-30.024376,0.47924148,0.26245608,0.51088706,0.46348238,0.34363090,0.48320666,0.37988617,0.21692652,0.20752878E-1,0.37128622,0.93819393
1,0,0.30969439,0.0000000,2,3,-30.366923,0.39077021,0.14586331,0.51449569,0.43599953,0.42610573,0.46150287,0.51021415,0.12274975,0.41121971E-1,0.35728408,0.93873607
1,0,0.63698426E-1,0.0000000,2,53,-26.798299,0.47767135,0.12661846,0.64060804,0.56041075,0.34814779,0.53071595,0.36127319,0.14512977,0.13586315,0.38283228,0.90010778
1,0,0.59646658E-1,0.0000000,4,21,-19.163435,0.45591600,0.18305177,0.68431670,0.47765090,0.42295066,0.48848515,0.34586952,0.49734865E-1,0.22509611E-1,0.44807700,0.85627209
1,0,0.37788390E-1,0.0000000,5,100,-17.259564,0.42486002,0.17724457,0.59995733,0.50673570,0.32133081,0.41392939,0.31490692,0.10283294,0.15875033,0.36477735,0.91555598
1,0,0.39932556E-1,0.0000000,5,18,-16.516340,0.30273784,0.19578005,0.58504400,0.52259319,0.44522323,0.22750591,0.25484110,0.17325391,0.19185191,0.32120888,0.94815060
1,0,0.32845244E-1,0.0000000,6,74,-12.257796,0.41124783,0.15962530,0.56131590,0.48953863,0.49798156,0.26452721,0.19932307,0.11903566E-1,0.14974909,0.33695433,0.92266274
1,0,0.35354090E-1,0.0000000,8,9,-12.266950,0.30553253,0.16724203,0.48294352,0.38713862,0.49197184,0.25370420,0.71656293E-1,0.87360578E-1,0.94093443E-1,0.29600300,0.94055737
1,0,0.33318987E-1,0.0000000,8,48,-9.2214452,0.33067027,0.14688286,0.50601823,0.43966296,0.50512086,0.15689657,0.50586289E-1,0.91182838E-1,0.12260263E-1,0.29703110,0.86293959
1,0,0.34419947E-1,0.0000000,10,22,-8.2381556,0.40124917,0.12411580,0.56188849,0.47118249,0.52764454,0.97675211E-1,0.20661495,0.12866147,0.37645510E-1,0.33017251,0.86565970
1,0,0.31626525E-1,0.99999980,10,42,-9.5586484,0.43577615,0.19018510,0.42977262,0.46201144,0.52048218,0.13015050,0.10576101,0.14157473,0.40047772E-1,0.28987561,0.90326331
1,0,0.33891545E-1,0.0000000,10,1,-9.6303169,0.42730293,0.19056272,0.41963612,0.45846352,0.52567686,0.13080947,0.89772619E-1,0.13788653,0.40060660E-1,0.28579245,0.90806647
1,0,0.35460473E-1,0.0000000,10,1,-10.048374,0.42231814,0.19842267,0.41846813,0.45450910,0.52178383,0.14853818,0.93642207E-1,0.14036814,0.33735633E-1,0.28958531,0.91076208
1,0,0.38455216E-1,0.0000000,10,2,-10.494489,0.42045342,0.19924251,0.41476182,0.45767676,0.51337939,0.14417693,0.10444004,0.15247066,0.41580886E-1,0.28429512,0.91498427
1,0,0.40853083E-1,0.0000000,10,1,-10.393500,0.41432579,0.20436115,0.41226381,0.46136368,0.51235668,0.16591807,0.12488845,0.15057743,0.34108288E-1,0.28981784,0.91866280
1,0,0.42809343E-1,0.0000000,10,1,-10.583125,0.42008741,0.20866622,0.42384678,0.46920564,0.49778519,0.19185373,0.13243411,0.15262233,0.39961359E-1,0.29688147,0.91824515
