SampleLogFunc,Substrate Roughness,Oxide thick,Oxide Hydration,Lipid APM,Head Hydration,Bilayer Hydration,Bilayer Roughness,Water Thickness,Backs par D2O,Scalefactor 1,SLD D2O
-15.748956,0.22651570,0.13121708,0.29433429,0.60680802,0.47439632,0.29566943,0.31869448,0.31795018,0.43623039E-1,0.39060694,0.89657303
-9.6024899,0.20314275,0.13941191,0.48229424,0.56684182,0.42416222,0.24704415,0.32078599,0.21316293,0.41435458E-1,0.35004097,0.92891933
-13.231997,0.89351483E-1,0.14951787,0.36570235,0.42463262,0.50314934,0.30500336,0.22142676,0.27454603,0.61776438E-1,0.36321442,0.91949679
-8.1154715,0.15309137,0.15129055,0.56436244,0.54667075,0.38015216,0.19657267,0.29446649,0.82384895E-1,0.59492737E-1,0.33812533,0.93273954
-9.2539337,0.76797405E-1,0.17020830,0.53819977,0.48065819,0.43243006,0.24595208,0.22616454,0.10717012,0.69790757E-1,0.34669495,0.93965685
-8.9100357,0.12955685,0.15809637,0.50906097,0.54653274,0.42506223,0.24107752,0.26826577,0.13572640,0.64108567E-1,0.35584205,0.92762778
-10.839813,0.16537310,0.17322813,0.63501881,0.50362150,0.43363078,0.26262691,0.28051626,0.15555192,0.53667019E-1,0.32938968,0.95020483
-9.1011460,0.16192046,0.10325371,0.49819660,0.49214257,0.42889534,0.15420354,0.25630084,0.21533581,0.71510642E-1,0.34277267,0.90806166
-9.1758715,0.20014091,0.10322901,0.41761246,0.51764170,0.44659102,0.19889974,0.28914794,0.27727642,0.59407808E-1,0.35545238,0.89884601
-9.0712802,0.21093949,0.95720995E-1,0.49405707,0.49246762,0.41968350,0.16316633,0.30241613,0.26358011,0.57665683E-1,0.33732277,0.90472886
-10.580636,0.10737453,0.19664806,0.55577498,0.54087648,0.43536792,0.28179642,0.25790252,0.10859519,0.62034671E-1,0.34894658,0.94787028
-9.4007066,0.24298299,0.10751870,0.44325202,0.48671463,0.44637516,0.20335658,0.30878443,0.31256478,0.62029075E-1,0.32902577,0.89783717
-9.3899608,0.12008352,0.14390522,0.64576000,0.47308210,0.40515057,0.18751463,0.24666047,0.12011929,0.67088021E-1,0.32533785,0.94583853
-8.2656089,0.12412960,0.14155646,0.43995626,0.47525888,0.42549329,0.22749205,0.25146381,0.14711691,0.80677455E-1,0.34010790,0.91176487
-11.943147,0.13408199,0.19685062,0.67450135,0.49933680,0.40741822,0.21714965,0.25955278,0.50180303E-1,0.77040054E-1,0.29771021,0.95064916
-7.4765064,0.13507279,0.16323947,0.44236890,0.55321350,0.43788903,0.14221049,0.28390875,0.16799873,0.75343965E-1,0.34521245,0.88897783
-9.8283468,0.15790933,0.16347205,0.61162018,0.60363102,0.41375879,0.21254605,0.30701945,0.98946296E-1,0.68321329E-1,0.36180984,0.91339135
-10.801671,0.19236560,0.14070143,0.67002916,0.52554062,0.39981789,0.19788444,0.28507496,0.11633805,0.67037821E-1,0.31686874,0.93797260
-9.9937711,0.16600284,0.15178674,0.50512986,0.60731072,0.42208891,0.20860086,0.30135701,0.11237168,0.77025642E-1,0.34717928,0.90516417
-9.5538808,0.15759679,0.99945186E-1,0.23070903,0.44501823,0.49238360,0.21416351,0.24247859,0.32444617,0.65636659E-1,0.32703400,0.89796646
-10.905730,0.22975000,0.12199542,0.41890112,0.60460903,0.47366088,0.93276477E-1,0.30726759,0.29045153,0.59574405E-1,0.33263113,0.87757193
-9.1075245,0.70230205E-1,0.23600493,0.54410429,0.56269771,0.42701866,0.14996286,0.23712550,0.38300422E-2,0.93554567E-1,0.32240762,0.91077725
-11.293405,0.15204835,0.10482708,0.40296860,0.49218845,0.45522802,0.14744168,0.25482860,0.27985059,0.78083221E-1,0.36648817,0.87847795
-11.920668,0.12866948,0.13837409,0.58318383,0.47544862,0.44945513,0.15745998,0.22747457,0.21318701,0.97966666E-1,0.35719350,0.88653944
-14.441264,0.23201279,0.12466407,0.49698210,0.60509082,0.42849930,0.32026991,0.34099401,0.20979854,0.50268925E-1,0.37284550,0.91767216
-8.0868312,0.16592525,0.16346669,0.41699922,0.47260522,0.44143881,0.15791284,0.25773995,0.20201520,0.87625369E-1,0.32567965,0.88427313
-8.6603700,0.15096748,0.18549225,0.53135532,0.46800521,0.39872121,0.18096404,0.28613222,0.16029386,0.55945261E-1,0.33324089,0.92453177
-7.8667615,0.14257758,0.15832976,0.49516267,0.48876006,0.35881261,0.91983157E-1,0.28135981,0.41686028E-1,0.89821469E-1,0.31009639,0.89733916
-6.6444813,0.85921781E-1,0.18019792,0.48947985,0.51575850,0.35626370,0.27553235E-1,0.29430875,0.38787517E-1,0.39041643E-1,0.31446637,0.93425895
-8.0376337,0.74708479E-1,0.17964544,0.51006345,0.48064065,0.46248875,0.49883605E-1,0.22113629,0.17401381,0.63106575E-1,0.29691002,0.92799634
-9.6139728,0.21656421,0.19076710,0.60811088,0.68699525,0.39246963,0.28220700E-1,0.34789865,0.88449385E-1,0.29533439E-1,0.31606402,0.93032300
-5.7689861,0.18225795,0.17406785,0.51951405,0.60270643,0.38318705,0.57971383E-1,0.31467689,0.93206189E-1,0.51567277E-1,0.32193607,0.91247705
-11.016101,0.29082881,0.97853786E-1,0.23606508,0.42906914,0.46500517,0.17180789,0.28620781,0.44685759,0.23235581E-1,0.29352008,0.92322391
-6.7712253,0.17958985,0.19189715,0.40670985,0.54536138,0.39188569,0.15716672E-1,0.22326892,0.10464632,0.68375469E-1,0.29396565,0.90942474
-8.2735202,0.19424791,0.19199321,0.50484426,0.54752223,0.40438674,0.16015767,0.21346118,0.11389629,0.10625988,0.31864602,0.89373732
-6.9773584,0.27461646,0.16666082,0.59493225,0.64220720,0.28238406,0.69920083E-2,0.33809645,0.33238216E-1,0.82481633E-1,0.33225465,0.86974868
-9.0058364,0.21033108,0.14460163,0.63839546,0.55557161,0.36322307,0.17622195,0.40342950,0.15425298,0.43235512E-1,0.34622885,0.91419055
-8.2066866,0.28895099,0.12199401,0.22571179,0.59533119,0.40926637,0.83288446E-1,0.33734409,0.30071738,0.30263834E-1,0.32013491,0.89178789
-7.5003071,0.29697877,0.14247268,0.36307933,0.60030499,0.32592977,0.13439220,0.37051345,0.18107741,0.28228632E-1,0.35839815,0.89976765
-6.7771385,0.27195996,0.10249246,0.24525671,0.48515692,0.36298161,0.66330147E-1,0.29414405,0.30855520,0.38776800E-1,0.31706465,0.90017715
-10.458806,0.33850449,0.16335218,0.32510946,0.51900461,0.35373570,0.36413803E-1,0.18845983,0.23304912,0.11843498,0.30879490,0.84435766
-7.9495585,0.16980710,0.13405407,0.44064168,0.53706403,0.45452944,0.12164281,0.25749939,0.17077361,0.85100704E-1,0.32185587,0.88799386
-6.7031004,0.49372562E-1,0.17884243,0.51554806,0.58075818,0.46892139,0.69910827E-1,0.38295540,0.13066381,0.31816802E-1,0.34571789,0.90754656
-13.625069,0.11186550,0.17853653,0.52517670,0.37119168,0.43152945,0.12758867,0.27877355,0.19642424,0.62268916E-1,0.29864028,0.92027523
-7.7837387,0.18806288,0.12398425,0.50407990,0.57878256,0.41987132,0.44174795E-1,0.41594364,0.20677769,0.44142359E-1,0.35917273,0.86612986
-12.292085,0.17150799E-1,0.11762326,0.36469440,0.41307987,0.48020724,0.13478278,0.32417742,0.24570876,0.52611784E-1,0.36399692,0.88921141
-8.6243347,0.28188678,0.12427645,0.38623361,0.58862663,0.39227231,0.11103430,0.47588734,0.28746102,0.11376551E-1,0.36116834,0.87652686
-7.9142650,0.95311891E-1,0.16814331,0.45623991,0.54151263,0.40572217,0.13925023,0.39072598,0.98377847E-1,0.66570957E-1,0.35759053,0.88026416
-8.0985109,0.45299855,0.15582559,0.46079547,0.54576548,0.31241383,0.15414819,0.30362246,0.30760403,0.52031033E-1,0.34109030,0.89222217
