0.048866,0.00012343,1.3213e-06
0.051309,0.00010063,1.0803e-06
0.053874,8.2165e-05,8.8779e-07
0.056568,6.4993e-05,7.2018e-07
0.059396,5.3958e-05,6.0015e-07
0.062366,4.359e-05,5.0129e-07
0.065485,3.578e-05,4.1957e-07
0.068759,2.913e-05,3.5171e-07
0.072197,2.3481e-05,3.0586e-07
0.075807,1.8906e-05,2.6344e-07
0.079597,1.4642e-05,2.2314e-07
0.083577,1.1589e-05,1.8938e-07
0.087756,9.5418e-06,1.622e-07
0.092143,7.5694e-06,1.3809e-07
0.096751,6.3831e-06,1.2097e-07
0.10159,5.0708e-06,1.0333e-07
0.10667,4.1041e-06,8.9548e-08
0.112,3.4253e-06,7.983e-08
0.1176,2.8116e-06,7.1554e-08
0.12348,2.3767e-06,6.3738e-08
0.12966,1.9241e-06,5.6586e-08
0.13614,1.5642e-06,5.2778e-08
0.14294,1.2922e-06,4.973e-08
0.15009,1.1694e-06,5.1175e-08
0.1576,9.7837e-07,5.0755e-08
0.16548,8.9138e-07,5.3542e-08
0.17375,7.942e-07,5.4857e-08
0.18244,7.9131e-07,5.8067e-08
0.19156,6.5358e-07,5.7717e-08
0.20114,6.297e-07,5.7951e-08
0.21119,5.013e-07,5.5262e-08
0.22175,5.0218e-07,5.6461e-08
0.23284,3.9299e-07,5.0685e-08
0.24448,3.5324e-07,5.0194e-08
0.25671,4.4475e-07,5.6485e-08
0.26954,5.1338e-07,6.2247e-08
0.28302,3.4918e-07,4.9745e-08
0.29717,4.3037e-07,5.5488e-08
0.31203,4.0099e-07,5.3591e-08
0.32763,3.8397e-07,5.1303e-08
0.34401,3.0995e-07,4.5965e-08
0.36121,3.9357e-07,5.0135e-08
0.37927,3.0997e-07,4.368e-08
0.39824,2.9656e-07,4.2432e-08
0.41815,2.1909e-07,3.6117e-08
0.43906,2.3153e-07,3.6307e-08
0.46101,3.3428e-07,4.3874e-08
0.48406,2.3441e-07,3.7488e-08
0.50826,1.5496e-07,3.0585e-08
0.53368,2.4708e-07,3.9376e-08
0.56036,2.2157e-07,3.8258e-08
0.58838,2.2798e-07,4.6976e-08
0.61169,6.0272e-07,2.3239e-07
