
 1.149635518425448e-02 5.835924419082419e-01 4.102869869554974e-03
 1.189872761570339e-02 5.655991255233939e-01 3.769758224130074e-03
 1.231518308225301e-02 5.482250810741123e-01 3.482432982519587e-03
 1.274621449013186e-02 5.264768374210288e-01 3.187962330642951e-03
 1.319233199728648e-02 5.042139309898681e-01 2.917427550307708e-03
 1.365406361719150e-02 4.785084567988068e-01 2.667978328461558e-03
 1.413195584379321e-02 4.484335160471208e-01 2.427972469172736e-03
 1.462657429832597e-02 4.119102898887904e-01 2.200206414886767e-03
 1.513850439876738e-02 3.895259522860406e-01 2.023721806393699e-03
 1.566835205272423e-02 3.450561052922080e-01 1.796636189502547e-03
 1.621674437456958e-02 3.153529464789521e-01 1.635119029417276e-03
 1.678433042767952e-02 2.767413870483795e-01 1.478596523386927e-03
 1.737178199264830e-02 2.418429233079127e-01 1.320932168241826e-03
 1.797979436239099e-02 2.028867486334600e-01 1.165486090362647e-03
 1.860908716507468e-02 1.674396284667978e-01 1.021980758707500e-03
 1.926040521585229e-02 1.367170608118103e-01 8.947506750554189e-04
 1.993451939840712e-02 1.110204089996130e-01 7.671124605317265e-04
 2.063222757735136e-02 8.776557469869065e-02 6.477226755070499e-04
 2.135435554255866e-02 7.125649022924876e-02 5.639554197186375e-04
 2.210175798654822e-02 5.907505351810493e-02 4.933429729560921e-04
 2.287531951607740e-02 5.108782525162319e-02 4.441463378837297e-04
 2.367595569914011e-02 4.630751160283365e-02 4.119558464843698e-04
 2.450461414861001e-02 4.421302691281422e-02 3.940533159866759e-04
 2.536227564381137e-02 4.264565381857496e-02 3.799919695560689e-04
 2.624995529134477e-02 4.223530519002035e-02 3.747305119930378e-04
 2.716870372654183e-02 4.149510463140871e-02 3.741909117249257e-04
 2.811960835697080e-02 4.059446352098052e-02 3.628331258815247e-04
 2.910379464946478e-02 3.967477314496223e-02 3.542743416513161e-04
 3.012242746219605e-02 3.544794930776596e-02 3.322234135577680e-04
 3.117671242337291e-02 3.173870771680447e-02 3.205808445781572e-04
 3.226789735819096e-02 2.667894430534027e-02 3.029027225927735e-04
 3.339727376572764e-02 2.263921448384611e-02 2.804612266089466e-04
 3.456617834752811e-02 1.727641866001305e-02 2.514800395245335e-04
 3.577599458969159e-02 1.176072162327187e-02 1.415978531728695e-04
 3.702815440033080e-02 8.032075936227914e-03 1.097694175149701e-04
 3.832413980434238e-02 5.114443543214782e-03 7.865911226687984e-05
 3.966548469749436e-02 2.894202331655642e-03 5.208311762896227e-05
 4.105377666190667e-02 1.367018743447802e-03 3.079629565268798e-05
 4.249065884507340e-02 5.619902207540517e-04 1.742074384618930e-05
 4.397783190465097e-02 2.447868860234124e-04 1.074079901833378e-05
 4.551705602131376e-02 2.485818026438128e-04 1.065064390154449e-05
 4.711015298205974e-02 3.966652953851815e-04 1.365809851509122e-05
 4.875900833643183e-02 5.215078771321637e-04 1.592773063370763e-05
 5.046557362820694e-02 5.857342450044824e-04 1.764431867757898e-05
 5.223186870519420e-02 5.047954983617971e-04 1.585627469876968e-05
 5.405998410987599e-02 3.421542922158241e-04 1.248045791978091e-05
 5.595208355372165e-02 2.249788335060234e-04 9.823685626546728e-06
 5.791040647810190e-02 1.755952516145388e-04 8.792629037131172e-06
 5.993727070483548e-02 1.806903802704853e-04 9.285946435640406e-06
 6.203507517950472e-02 2.861340084896265e-04 6.232345930143304e-06
 6.420630281078737e-02 4.287534843277544e-04 8.123217202211832e-06
 6.645352340916494e-02 5.674847699277165e-04 1.002411678803877e-05
 6.877939672848571e-02 6.281787730233122e-04 1.092937769611632e-05
 7.118667561398272e-02 5.944205126397636e-04 1.052436241864288e-05
 7.367820926047211e-02 4.729530365559720e-04 8.852285343872443e-06
 7.625694658458863e-02 3.057099803505896e-04 6.417402246770414e-06
 7.892593971504924e-02 1.551380085867424e-04 4.176636711118163e-06
 8.168834760507596e-02 6.551142446334509e-05 2.403549260059867e-06
 8.454743977125362e-02 2.998700251384836e-05 1.492952223797792e-06
 8.750660016324750e-02 2.616469779413853e-05 1.344906317655359e-06
 9.056933116896117e-02 2.994570263515503e-05 1.416987014691853e-06
 9.373925775987482e-02 2.638915460239755e-05 1.288591699910980e-06
 9.702013178147044e-02 1.034177825601777e-05 7.598879721230992e-07
 1.004158363938219e-01 1.076065626723785e-05 7.577994651013089e-07
 1.039303906676057e-01 2.810690755999725e-05 1.251788421665831e-06
 1.075679543409719e-01 5.387067143892633e-05 1.811273013628977e-06
 1.113328327429059e-01 6.164625123934249e-05 1.946595071624191e-06
 1.152294818889076e-01 4.449592306588930e-05 1.599459843582305e-06
 1.192625137550194e-01 2.508887543469423e-05 1.134364868018845e-06
