 6.535008e-03 1.109141e+00 5.444257e-02
 6.697782e-03 1.026787e+00 4.720052e-02
 6.864611e-03 1.008384e+00 4.240821e-02
 7.035594e-03 9.057820e-01 3.514789e-02
 7.210837e-03 9.680771e-01 3.434521e-02
 7.390445e-03 1.019175e+00 3.203931e-02
 7.574526e-03 9.452980e-01 2.706088e-02
 7.763192e-03 9.240072e-01 2.475234e-02
 7.956558e-03 9.777135e-01 2.373682e-02
 8.154740e-03 9.483568e-01 2.140998e-02
 8.357858e-03 9.477484e-01 1.973639e-02
 8.566035e-03 9.428800e-01 1.857935e-02
 8.779398e-03 9.280140e-01 1.722760e-02
 8.998075e-03 9.610871e-01 1.677408e-02
 9.222199e-03 9.502141e-01 1.537268e-02
 9.451906e-03 9.633664e-01 1.465287e-02
 9.687334e-03 8.963293e-01 1.327205e-02
 9.928626e-03 7.550547e-01 1.133668e-02
 1.017593e-02 5.159815e-01 8.636690e-03
 1.042939e-02 3.408379e-01 6.479771e-03
 1.068917e-02 2.454596e-01 5.155004e-03
 1.095541e-02 1.951335e-01 4.685296e-03
 1.122829e-02 1.467403e-01 3.964432e-03
 1.150796e-02 1.218148e-01 3.423422e-03
 1.179460e-02 1.036885e-01 2.964394e-03
 1.208838e-02 8.400580e-02 2.501778e-03
 1.238948e-02 7.610613e-02 2.291499e-03
 1.269808e-02 5.942955e-02 1.904726e-03
 1.301436e-02 5.348946e-02 1.747415e-03
 1.333852e-02 4.108060e-02 1.441611e-03
 1.367076e-02 3.532777e-02 1.280117e-03
 1.401127e-02 3.247522e-02 1.180532e-03
 1.436026e-02 2.548705e-02 1.003698e-03
 1.471795e-02 2.330086e-02 9.190790e-04
 1.508454e-02 1.925513e-02 7.969430e-04
 1.546027e-02 1.688472e-02 7.169502e-04
 1.584535e-02 1.411424e-02 6.221092e-04
 1.624003e-02 1.196512e-02 5.456261e-04
 1.664454e-02 9.661483e-03 4.712504e-04
 1.705912e-02 8.399176e-03 4.211129e-04
 1.748403e-02 7.083757e-03 3.708495e-04
 1.791952e-02 6.220849e-03 3.319554e-04
 1.836586e-02 4.736047e-03 2.766749e-04
 1.882332e-02 4.585152e-03 2.621068e-04
 1.929217e-02 3.518630e-03 2.205497e-04
 1.977270e-02 2.684960e-03 1.851210e-04
 2.026519e-02 2.468293e-03 1.717153e-04
 2.076996e-02 2.044833e-03 1.503846e-04
 2.128730e-02 1.751607e-03 1.349793e-04
 2.181752e-02 1.374053e-03 1.153993e-04
 2.236095e-02 1.269785e-03 1.076196e-04
 2.291792e-02 9.498430e-04 9.073178e-05
 2.348876e-02 1.044427e-03 9.347343e-05
 2.407382e-02 8.039710e-04 8.006263e-05
 2.467345e-02 6.565770e-04 7.165602e-05
 2.528801e-02 6.598712e-04 7.112061e-05
 2.591789e-02 6.788716e-04 7.145309e-05
 2.656345e-02 5.588477e-04 6.448961e-05
 2.722509e-02 5.293695e-04 6.287601e-05
 2.790322e-02 4.931281e-04 5.968389e-05
 2.859823e-02 4.688921e-04 5.719019e-05
 2.931055e-02 4.837642e-04 5.682576e-05
 3.004062e-02 3.886799e-04 4.994724e-05
 3.078887e-02 4.388715e-04 4.457709e-05
 3.155576e-02 3.351463e-04 3.735224e-05
 3.234175e-02 3.457953e-04 3.618830e-05
 3.314732e-02 3.269976e-04 3.414785e-05
 3.397295e-02 2.738800e-04 2.989725e-05
 3.481915e-02 2.338570e-04 2.602966e-05
