0.0076029,0.0062655,0.0038663,0.00040889
0.007894,0.0069654,0.003187,0.00042485
0.0081974,0.0082745,0.003134,0.00044148
0.0085137,0.0057798,0.0022367,0.0004588
0.0088432,0.0035195,0.001416,0.00047683
0.0091865,0.0077421,0.0017487,0.00049561
0.0095441,0.0047236,0.0012403,0.00051516
0.0099167,0.0030356,0.00086974,0.00053552
0.010305,0.003415,0.00081503,0.00055671
0.010709,0.0054965,0.00093727,0.00057878
0.01113,0.0045413,0.00076479,0.00060175
0.011568,0.0028372,0.00054933,0.00062566
0.012024,0.0031035,0.00052609,0.00065055
0.012499,0.002672,0.00045092,0.00067645
0.012994,0.0025145,0.0003969,0.00070341
0.013509,0.0028125,0.00039068,0.00073147
0.014045,0.002698,0.00035172,0.00076068
0.014603,0.0023755,0.00031076,0.00079107
0.015183,0.002494,0.00029623,0.00082271
0.015788,0.0021612,0.00025995,0.00085563
0.016417,0.0017002,0.00022356,0.00088988
0.017071,0.001607,0.00020864,0.00092553
0.017753,0.0017224,0.00020812,0.00096263
0.018462,0.0015332,0.00019088,0.0010012
0.0192,0.0018212,0.0002031,0.0010414
0.019968,0.0011565,0.00015702,0.0010832
0.020767,0.0012404,0.00016011,0.0011267
0.021598,0.0011897,0.0001589,0.001172
0.022391,0.0010312,0.00011368,0.001231
0.023284,0.00081551,8.6663e-05,0.0012805
0.024214,0.0009776,8.5735e-05,0.0013321
0.025183,0.00075386,6.647e-05,0.0013858
0.026191,0.00077278,6.0941e-05,0.0014417
0.027241,0.00076965,5.5878e-05,0.0014999
0.028334,0.00084815,5.3499e-05,0.0015605
0.029473,0.00063788,4.1181e-05,0.0016236
0.030658,0.00058606,3.5868e-05,0.0016893
0.031892,0.00052866,3.1423e-05,0.0017577
0.033176,0.00047636,2.7461e-05,0.0018289
0.034513,0.00050641,2.6685e-05,0.001903
0.035905,0.00045356,2.2688e-05,0.0019802
0.037355,0.00042316,2.0737e-05,0.0020606
0.038863,0.0004082,1.8701e-05,0.0021442
0.040433,0.00036221,1.6715e-05,0.0022314
0.042068,0.00035441,1.5501e-05,0.0023221
0.043769,0.00030534,1.3683e-05,0.0024165
0.04554,0.0003157,1.306e-05,0.0025149
0.047383,0.00026957,1.1336e-05,0.0026173
0.049302,0.00026205,1.0508e-05,0.0027239
0.051299,0.0002268,9.62e-06,0.002835
0.053377,0.00023185,9.1028e-06,0.0029506
0.055541,0.00020148,8.1413e-06,0.003071
0.057792,0.00018161,7.6025e-06,0.0031964
0.060135,0.00018774,7.4695e-06,0.0033271
0.062071,0.00017184,9.7954e-06,0.0033352
0.064577,0.000163,8.393e-06,0.0034712
0.067187,0.0001529,7.2557e-06,0.0036128
0.069903,0.00012821,6.0878e-06,0.0037603
0.072729,0.00011498,5.2217e-06,0.0039141
0.075672,0.00011787,4.6717e-06,0.0040742
0.078735,0.00010904,4.1646e-06,0.0042411
0.081923,9.6409e-05,3.5777e-06,0.004415
0.085241,8.1921e-05,3.0563e-06,0.0045963
0.088694,7.5479e-05,2.7418e-06,0.0047852
0.092289,7.0579e-05,2.4511e-06,0.0049821
0.09603,6.131e-05,2.1459e-06,0.0051874
0.099924,5.9189e-05,1.9494e-06,0.0054014
0.10398,4.8626e-05,1.6885e-06,0.0056247
0.10819,4.2236e-05,1.4473e-06,0.0058574
0.11258,3.4461e-05,1.2585e-06,0.0061003
0.11715,2.8862e-05,1.1169e-06,0.0063536
0.12191,2.3232e-05,9.5792e-07,0.006618
0.12686,1.9011e-05,8.5326e-07,0.0068939
0.13201,1.5334e-05,7.5287e-07,0.0071819
0.13736,1.1405e-05,6.5758e-07,0.0074827
0.14294,8.7894e-06,6.0684e-07,0.0077968
0.14875,6.1254e-06,5.442e-07,0.008125
0.15479,5.077e-06,4.9451e-07,0.008468
0.16108,3.1418e-06,4.5961e-07,0.0088266
0.16762,3.0271e-06,4.2547e-07,0.0092015
0.17443,1.4175e-06,4.0724e-07,0.0095937
0.18152,1.1026e-06,3.9399e-07,0.010004
0.18889,4.922e-07,3.8718e-07,0.010434
0.19657,3.8303e-07,3.9074e-07,0.010884
0.20456,2.7507e-07,3.9658e-07,0.011356
0.21287,5.1577e-07,3.9708e-07,0.01185
0.22152,-1.4249e-07,3.9425e-07,0.012369
0.23052,-3.5209e-07,4.0549e-07,0.012913
0.23989,6.0464e-07,4.3519e-07,0.013484
0.24964,4.3679e-07,4.5058e-07,0.014085
0.25979,8.9286e-08,4.3952e-07,0.014716
0.27035,6.2218e-07,4.4806e-07,0.015381
0.28134,-2.7682e-07,4.49e-07,0.01608
0.29278,3.2166e-07,4.5407e-07,0.016816
0.30468,1.0896e-07,4.6808e-07,0.017593
0.31707,-7.8017e-07,4.5974e-07,0.018413
0.32996,1.0431e-06,5.1414e-07,0.019278
