2.091434320059279e-02	2.800193849556686e-03	5.822340124934341e-04	4.131889821956034e-02
2.143686794961112e-02	1.971349929742005e-03	4.472171978261902e-04	4.235121115020392e-02
2.197244747690854e-02	1.138861216188768e-03	3.140407193616555e-04	4.340931542651966e-02
2.252140794356400e-02	1.777218859773650e-03	3.557170862079105e-04	4.449385542047254e-02
2.308408365947731e-02	9.440036955724011e-04	2.297836924035063e-04	4.560549160304131e-02
2.366081728695955e-02	1.037402319016067e-03	2.250526441461780e-04	4.674490094643686e-02
2.425196004941008e-02	7.801753676435799e-04	1.814920432183115e-04	4.791277733636963e-02
2.485787194520709e-02	6.054725382384222e-04	1.465232527990368e-04	4.910983199461717e-02
2.547892196694197e-02	5.381253433898908e-04	1.255701766090188e-04	5.033679391214906e-02
2.611548832613112e-02	4.614325264376259e-04	1.076300146876330e-04	5.159441029307309e-02
2.676795868354191e-02	4.794888738749115e-04	1.024190200950347e-04	5.288344700967304e-02
2.743673038527310e-02	2.913245224935566e-04	7.381263998897644e-05	5.420468906881501e-02
2.812221070473357e-02	4.631480836129053e-04	8.827908759617851e-05	5.555894109000668e-02
2.882481709066659e-02	2.943992487152991e-04	6.620330617033956e-05	5.694702779540017e-02
2.954497742137078e-02	5.958558518965320e-04	8.926384507776501e-05	5.836979451203737e-02
3.028313026527248e-02	3.371623541152256e-04	6.413000400337300e-05	5.982810768664325e-02
3.103972514800837e-02	4.590511779531540e-04	7.044147724313918e-05	6.132285541328085e-02
3.181522282618079e-02	3.852548542699908e-04	6.104218806105356e-05	6.285494797418915e-02
3.261009556795261e-02	3.873246342856506e-04	5.829294803191635e-05	6.442531839413340e-02
3.342482744065255e-02	3.214645496956912e-04	5.036608971620183e-05	6.603492300860517e-02
3.425991460556589e-02	3.335337172990940e-04	4.908028261217430e-05	6.768474204621844e-02
3.511586562009046e-02	2.169801309409109e-04	3.755534108711949e-05	6.937578022565635e-02
3.599320174744151e-02	3.072429674503358e-04	4.264003248820353e-05	7.110906736753198e-02
3.689245727409438e-02	2.305875549297820e-04	3.522201600495978e-05	7.288565902153590e-02
3.781417983515808e-02	1.407249314885690e-04	2.626614255693192e-05	7.470663710925246e-02
3.875893074787810e-02	1.640570326752852e-04	2.738118931264258e-05	7.657311058303617e-02
3.972728535347143e-02	1.086228449658756e-04	2.148516992012834e-05	7.848621610134952e-02
4.071983336750199e-02	9.196976112023383e-05	1.868752278490083e-05	8.044711872097342e-02
4.173717923900987e-02	7.793662938343582e-05	1.687674286016837e-05	8.245701260651185e-02
4.277994251861304e-02	3.653708708952796e-05	1.095114367016347e-05	8.451712175762291e-02
4.384875823580578e-02	3.093524008653488e-05	9.813994205266454e-06	8.662870075441882e-02
4.494427728568348e-02	2.257804258904402e-05	7.991821904259506e-06	8.879303552148926e-02
4.606716682532946e-02	2.002663484403755e-05	7.269077622229653e-06	9.101144411101295e-02
4.721811068010508e-02	1.748260892506221e-05	6.438997055466722e-06	9.328527750543454e-02
4.839780976009063e-02	2.786502391963572e-05	7.825892967261253e-06	9.561592044019571e-02
4.960698248693061e-02	2.093584915983903e-05	6.517395355702825e-06	9.800479224702124e-02
5.084636523134331e-02	2.388081819897075e-05	6.628079041193971e-06	1.004533477182739e-01
5.211671276156117e-02	2.236595146390568e-05	6.125046840125533e-06	1.029630779929045e-01
