8.605280527183375e-03,9.051049351510928e-01,1.938605846627847e-02
8.777386137727043e-03,8.991624764896151e-01,1.829834966814125e-02
8.952933860481582e-03,9.152243191708441e-01,1.782083563608457e-02
9.131992537691213e-03,9.027341283591497e-01,1.699367943867402e-02
9.314632388445038e-03,8.943397068554849e-01,1.589870772124337e-02
9.500925036213938e-03,9.467238747678380e-01,1.623404546956003e-02
9.690943536938217e-03,8.822560382041098e-01,1.451825835897913e-02
9.884762407676981e-03,8.449655710064513e-01,1.367365914714106e-02
1.008245765583052e-02,7.196746458006832e-01,1.172275702388602e-02
1.028410680894713e-02,5.916441852274510e-01,9.840839672309544e-03
1.048978894512607e-02,4.639178941367597e-01,8.184341488790062e-03
1.069958472402860e-02,4.049784940422587e-01,7.144597008454726e-03
1.091357641850917e-02,3.565335196694863e-01,6.412602340538501e-03
1.113184794687935e-02,2.981632288688532e-01,5.501081663539260e-03
1.135448490581694e-02,2.831501383251487e-01,5.169813241029583e-03
1.158157460393327e-02,2.579443311674514e-01,4.930226127404471e-03
1.181320609601194e-02,2.247311114094254e-01,4.533159807196921e-03
1.204947021793218e-02,2.084643983656338e-01,4.278823469264343e-03
1.229045962229082e-02,1.982673093338175e-01,3.924471598739590e-03
1.253626881473664e-02,1.804897643428407e-01,3.574267537416903e-03
1.278699419103137e-02,1.656465877124847e-01,3.300088953351073e-03
1.304273407485200e-02,1.606063601657253e-01,3.184850139989241e-03
1.330358875634904e-02,1.510213668973130e-01,3.053902132127416e-03
1.356966053147602e-02,1.359418162137903e-01,2.907152043431056e-03
1.384105374210554e-02,1.255684112344504e-01,2.680742074808301e-03
1.411787481694765e-02,1.170258732324929e-01,2.516922644670745e-03
1.440023231328660e-02,1.136626070278567e-01,2.411591237512927e-03
1.468823695955234e-02,1.021653996646223e-01,2.233805026114151e-03
1.498200169874338e-02,9.879295348562396e-02,2.154184999085180e-03
1.528164173271825e-02,9.262992556516797e-02,2.039858168942011e-03
1.558727456737262e-02,8.569249091454756e-02,1.931240583231472e-03
1.589902005872007e-02,8.428334977477187e-02,1.871319730689961e-03
1.621700045989447e-02,7.755133271257848e-02,1.760638744730588e-03
1.654134046909236e-02,7.336756934770391e-02,1.690444169111711e-03
1.687216727847421e-02,7.070904725699517e-02,1.628437328576377e-03
1.720961062404369e-02,6.404332020706539e-02,1.530746655448344e-03
1.755380283652457e-02,6.103340787489152e-02,1.471588075562274e-03
1.790487889325506e-02,6.086768873229194e-02,1.458365813195441e-03
1.826297647112016e-02,5.456499063457254e-02,1.360022222832802e-03
1.862823600054256e-02,5.365772659710063e-02,1.334933750111793e-03
1.900080072055341e-02,4.799807625945740e-02,1.251976676305034e-03
1.938081673496448e-02,4.632822029638815e-02,1.229593114488384e-03
1.976843306966377e-02,4.490795352396452e-02,1.198443248272004e-03
2.016380173105705e-02,4.207952430970918e-02,1.133546922319234e-03
2.056707776567819e-02,4.030256848885889e-02,1.103292066252089e-03
2.097841932099175e-02,3.903653086205340e-02,7.657134408423981e-04
2.139798770741159e-02,3.802951877683864e-02,7.338991589809489e-04
2.182594746155982e-02,3.544466908435049e-02,6.965533354216394e-04
2.226246641079101e-02,3.225837979651228e-02,6.461874440238162e-04
2.270771573900684e-02,3.148298511538509e-02,6.347368139493951e-04
2.316187005378698e-02,2.811169535933749e-02,5.716825174627894e-04
2.362510745486272e-02,2.786629604961529e-02,5.595391508672340e-04
2.409760960395997e-02,2.672788755732824e-02,5.435839076237645e-04
2.457956179603917e-02,2.520700396573807e-02,5.097880075882962e-04
2.507115303195995e-02,2.383946452042211e-02,4.910579207415805e-04
2.557257609259915e-02,2.289543278585549e-02,4.699050785902675e-04
2.608402761445114e-02,2.134869789032501e-02,4.470577801519081e-04
2.660570816674016e-02,2.052954049866460e-02,4.261009163016251e-04
2.713782233007497e-02,1.909036551379062e-02,3.995092325828483e-04
2.768057877667646e-02,1.848915910356010e-02,3.926182867889010e-04
2.823419035220999e-02,1.670982291921613e-02,3.758718090354206e-04
