9.969018665313401223e-03	9.330966593438709822e-01	2.677630241959273044e-02
1.016839903861966807e-02	9.315070230464583823e-01	2.541968466357531070e-02
1.037176701939206136e-02	9.252061617091648094e-01	2.405400547795636182e-02
1.057920235977990314e-02	9.566518922317610585e-01	2.347252663765183114e-02
1.079078640697550204e-02	9.403361807247702098e-01	2.228661946911481007e-02
1.100660213511501020e-02	9.603774854929786331e-01	2.142442840806065008e-02
1.122673417781731159e-02	9.156904547622228829e-01	1.991564259930009642e-02
1.145126886137365699e-02	9.399639959816136203e-01	1.925382776672595470e-02
1.168029423860113096e-02	9.356378550491294410e-01	1.838663193427208728e-02
1.191390012337315354e-02	9.627364329925560682e-01	1.792126508050728012e-02
1.215217812584061530e-02	9.476619107096793115e-01	1.699087971459586552e-02
1.239522168835742802e-02	9.508664979580402354e-01	1.624045932345115004e-02
1.264312612212457540e-02	9.474282237382788407e-01	1.555149728593244705e-02
1.289598864456706698e-02	9.290355860878690697e-01	1.475538581833127361e-02
1.315390841745841047e-02	9.147184477932760460e-01	1.399380705086419527e-02
1.341698658580757833e-02	9.307817671255886882e-01	1.357988902032968535e-02
1.368532631752372893e-02	9.302321814724453519e-01	1.302843924126685302e-02
1.395903284387420284e-02	9.266134619095097724e-01	1.250987848050019897e-02
1.423821350075168794e-02	9.263871099075703386e-01	1.201187769645348583e-02
1.452297777076672070e-02	9.270040423826729770e-01	1.156519364263416776e-02
1.481343732618205580e-02	9.276807138019355081e-01	1.112696454965107426e-02
1.510970607270569616e-02	9.330515077409990976e-01	1.075444988671479633e-02
1.541190019415981070e-02	9.157135512276578515e-01	1.021316773303962595e-02
1.572013819804300716e-02	9.184931089402730287e-01	9.890718147350133563e-03
1.603454096200386536e-02	9.092847539069348617e-01	9.454896051148929670e-03
1.635523178124394239e-02	8.750912716215525355e-01	8.928363236890933877e-03
1.668233641686882318e-02	8.643128548469328765e-01	8.544636433798739536e-03
1.701598314520619964e-02	8.312242098020470316e-01	8.106067767127453361e-03
1.735630280811032572e-02	7.929349040763784551e-01	7.644873196767704507e-03
1.770342886427252876e-02	6.686318933439349133e-01	6.729617371148106410e-03
1.805749744155798336e-02	5.160349181744441349e-01	5.690812238669590122e-03
1.841864739038914095e-02	3.260215151081228835e-01	4.335771491117970493e-03
1.878702033819692682e-02	1.487684182697406043e-01	2.801914110475720986e-03
1.916276074496086473e-02	5.195141449073323314e-02	1.604609499195234308e-03
1.954601595986008369e-02	4.729383595665480333e-02	1.482212406003506535e-03
1.993693627905728655e-02	9.084638422191254614e-02	2.000164032725051857e-03
2.033567500463843297e-02	1.325530689032252407e-01	2.361411812447002361e-03
2.074238850473120177e-02	1.601457797980619935e-01	2.454784618754553456e-03
2.115723627482582470e-02	1.713379200850832507e-01	2.472125023237490855e-03
2.158038100032233855e-02	1.545196844183192864e-01	2.270308231490852490e-03
2.201198862032878456e-02	1.281805474496233443e-01	2.003831456865233333e-03
2.245222839273535928e-02	9.824197269806457522e-02	1.725190746090173727e-03
2.290127296059006612e-02	6.195714829196330431e-02	1.341311722118879429e-03
2.335929841980186744e-02	3.478413367718227039e-02	9.751137924465253914e-04
2.382648438819790632e-02	1.495159333081627975e-02	6.271784803034421377e-04
2.430301407596186306e-02	6.381152097280728790e-03	4.053245096841127698e-04
2.478907435748110150e-02	7.876146994840009519e-03	4.367165927644230203e-04
2.528485584463072491e-02	1.401043192139720360e-02	5.643672340387564457e-04
2.579055296152334142e-02	2.395101463135830208e-02	7.204482963142930328e-04
2.630636402075380714e-02	3.103487665473852325e-02	7.951111085909602638e-04
2.683249130116888148e-02	3.666441820086233094e-02	8.462118126414058068e-04
2.736914112719225980e-02	3.827332544199644332e-02	8.437737776320219539e-04
2.791652394973610438e-02	3.473951068253165742e-02	7.797201043264665420e-04
2.847485442873082598e-02	2.756988388679175103e-02	6.762651502329064144e-04
2.904435151730544451e-02	1.950700776165492645e-02	5.512173226001057047e-04
2.962523854765155423e-02	1.216661698478919106e-02	4.193054293315936847e-04
3.021774331860458546e-02	6.681051691129538499e-03	3.019624466684675329e-04
3.082209818497667550e-02	2.747129110279553782e-03	1.887040957474931193e-04
3.143854014867621116e-02	1.862539103221465308e-03	1.515989403187021560e-04
3.206731095164973289e-02	3.678849916872217567e-03	2.080080769282726489e-04
3.270865717068273393e-02	6.260481323907949973e-03	2.657181603632638119e-04
3.336283031409638389e-02	9.175426555499839251e-03	3.159199123623463259e-04
3.403008692037830935e-02	1.125378765631382741e-02	3.456283551140959033e-04
3.471068865878587650e-02	1.166422820275173251e-02	3.442063453597099098e-04
3.540490243196159348e-02	1.017311588093065128e-02	3.130847039645997068e-04
3.611300048060082230e-02	7.927417091388718612e-03	2.689611149800874242e-04
3.683526049021283721e-02	4.940809622966378135e-03	2.063035625478897201e-04
3.757196570001709174e-02	2.663391354212396155e-03	1.471234985625600317e-04
3.832340501401743094e-02	1.060007258031393090e-03	9.087426351942925714e-05
3.908987311429777678e-02	7.549379109393213830e-04	7.540221037785029337e-05
3.987167057658373009e-02	1.391192640055495013e-03	1.010176099406804537e-04
4.066910398811540706e-02	2.804651130186492248e-03	1.423120919385056254e-04
4.148248606787771631e-02	3.734179981070716216e-03	1.624488844709041642e-04
4.231213578923526814e-02	4.545078921013362069e-03	1.784419502701290459e-04
4.315837850501997447e-02	4.301288622478916836e-03	1.522775144903098989e-04
4.402154607512037687e-02	3.069065094585959452e-03	1.244237943610728217e-04
4.490197699662278052e-02	1.897589155931033583e-03	1.023072913739744898e-04
4.580001653655523669e-02	8.556007496484612342e-04	6.473282470085666698e-05
4.671601686728633906e-02	3.264807236704957388e-04	3.870344446340474572e-05
4.765033720463206224e-02	4.902774472144747712e-04	4.544756145567574137e-05
4.860334394872470321e-02	1.154645450702792512e-03	6.714363024074117747e-05
4.957541082769920116e-02	1.689935895067387226e-03	7.918306924615730127e-05
5.056691904425317935e-02	1.905515925570396788e-03	8.105245254456812625e-05
5.157825742513824641e-02	1.767040136255555770e-03	7.515994818448675386e-05
5.260982257364101022e-02	1.118890806011320609e-03	5.697692295691393730e-05
5.366201902511383293e-02	5.662990342494478215e-04	3.855387326244678539e-05
5.473525940561611153e-02	1.986317249593397955e-04	2.204170078818596960e-05
5.582996459372843723e-02	2.619569930592766127e-04	2.460661620860537651e-05
5.694656388560299931e-02	5.463905868417900111e-04	3.462419248086987179e-05
5.808549516331506374e-02	8.516388006287902010e-04	4.194230995089136813e-05
5.924720506658136265e-02	9.302461527682906635e-04	4.284306820455305840e-05
6.043214916791299351e-02	7.451083768818310502e-04	3.741429802849058990e-05
6.164079215127125227e-02	3.395434761668039421e-04	2.410460242868375582e-05
6.287360799429667080e-02	1.382021344209210926e-04	1.500097811928069482e-05
6.413108015418260421e-02	1.407257615409782461e-04	1.477492533922859418e-05
6.541370175726625436e-02	3.070041604008558363e-04	2.121471562003994846e-05
6.672197579241156973e-02	5.121764781293652391e-04	2.684877299265725668e-05
6.805641530825981556e-02	4.635226855409661827e-04	2.465426879615447117e-05
6.941754361442500909e-02	3.132540324081398175e-04	1.761325663721720013e-05
7.080589448671351094e-02	1.263850332100946851e-04	1.073038276755938020e-05
7.222201237644777783e-02	8.723863509260392098e-05	9.154750993534126693e-06
7.366645262397672478e-02	1.460525001554992144e-04	1.053699310463721235e-05
7.513978167645626871e-02	2.416582213680774970e-04	1.322346387999036241e-05
7.664257730998538798e-02	2.623165732298002838e-04	1.336032781249460657e-05
7.817542885618510018e-02	1.617671480916010461e-04	1.005160689185252187e-05
7.973893743330880135e-02	6.205059266768581962e-05	6.103868504932563167e-06
8.133371618197497710e-02	5.482070987456613920e-05	5.536125247962531845e-06
8.296039050561447581e-02	1.225055737284408614e-04	7.974764588384562430e-06
8.461959831572676838e-02	1.601327694743425649e-04	8.781243004261447333e-06
8.631199028204131207e-02	1.072080140434890084e-04	6.794773074738852536e-06
8.803823008768213443e-02	4.599143985428194483e-05	5.079447437189673592e-06
8.979899468943576546e-02	4.335389071581471394e-05	4.610893282236797548e-06
9.159497458322447827e-02	8.823461531601665411e-05	6.397362574906393776e-06
9.342687407488897700e-02	8.613689018754427322e-05	5.952485558149655151e-06
9.529541155638675265e-02	6.111892669064161504e-05	4.788047010991968546e-06
9.720131978751447854e-02	2.698347071120058357e-05	3.191825046743584910e-06
9.914534618326477367e-02	3.307911420833983351e-05	3.317105164148955471e-06
1.011282531069300772e-01	5.493147608427893309e-05	4.086011169002733055e-06
1.031508181690686810e-01	5.260207262156604374e-05	3.795261551526154288e-06
1.052138345324500485e-01	2.426732580860166546e-05	2.652405604729667434e-06
1.073181112230990469e-01	1.789192794050610715e-05	2.168528691372001273e-06
1.094644734475610226e-01	3.761234500487546282e-05	2.948564509638164713e-06
1.116537629165122447e-01	3.223759253088640653e-05	2.630598249630008030e-06
1.138868381748424918e-01	1.461478582872815534e-05	1.848357714665466864e-06
1.161645749383393433e-01	1.338518211222634212e-05	1.797281220011517096e-06
1.184878664371061263e-01	2.317807525825590632e-05	2.125564774859476645e-06
1.208576237658482433e-01	2.027116378950922417e-05	1.925929263683836818e-06
1.232747762411652154e-01	1.257475290105751736e-05	1.556023247651112909e-06
1.257402717659885094e-01	1.177125395821868476e-05	1.474077270326733773e-06
1.282550772013082985e-01	1.516461911998162822e-05	1.585496034854983320e-06
1.308201787453344700e-01	7.590610790740572103e-06	1.202932920564542738e-06
1.334365823202411372e-01	8.188631386468864893e-06	1.227677522166807790e-06
1.361053139666459910e-01	9.582776844732926000e-06	1.630796636062743533e-06
1.388274202459788831e-01	6.550250196359974560e-06	1.385061070910065016e-06
1.416039686508984707e-01	4.546224304011040072e-06	1.197474633655375821e-06
1.444360480239164357e-01	6.142806769239425898e-06	1.222661230214165431e-06
1.473247689843947827e-01	5.197008739646209911e-06	1.242211165539336260e-06
1.502712643640826684e-01	1.346921627192209741e-06	8.550528431260124693e-07
1.532766896513643173e-01	5.389047576215910591e-06	1.048608482808141711e-06
1.563422234443915815e-01	3.118694203407719027e-06	8.677987453351928298e-07
1.594690679132794164e-01	1.195289776693714253e-06	8.439271219955596444e-07
1.626584492715450192e-01	2.490717277093324423e-06	8.467781954036672953e-07
1.659116182569759235e-01	2.591719294156365249e-06	7.718857983028712573e-07
1.692298506221154297e-01	1.241584271659260049e-06	6.811302735740694294e-07
1.726144476345577439e-01	1.072223654440995126e-06	6.263779845763687774e-07
1.760667365872489176e-01	1.769130277238101980e-06	7.094331185263354756e-07
1.795880713189939026e-01	2.283779619498740120e-06	8.140884440290814730e-07
1.831798327453737496e-01	6.853315046624331934e-07	5.918150864851636143e-07
1.868434294002812301e-01	1.184108852286123863e-06	5.905677393949074900e-07
1.905802979882868509e-01	9.487188509260238503e-07	6.274982811799202125e-07
1.943919039480525857e-01	4.769519995957854963e-07	5.385516162995281620e-07
1.982797420270136501e-01	9.161764878636003334e-07	5.482684130258039975e-07
2.062902436049049992e-01	1.638428288182339378e-07	6.324965515100804498e-07
2.104160484770030981e-01	3.865163337154302673e-07	6.502561056189022583e-07
2.146243694465431728e-01	3.261146796165078278e-07	5.632986904726472243e-07
2.189168568354740163e-01	2.701446642193224397e-07	6.245919794688859293e-07
2.277610978516271534e-01	4.101877782848876556e-07	5.208299740326672524e-07
2.323163198086596881e-01	2.780173084964995583e-07	5.575406260766221200e-07
2.369626462048328719e-01	4.314103631933487331e-07	4.701500793424376130e-07
2.417018991289295315e-01	3.029641734044615720e-07	4.596177112659524541e-07
2.465359371115081188e-01	3.474563454318535595e-08	4.932478101621783243e-07
2.514666558537382857e-01	1.884770123712416150e-07	4.365890318491967452e-07
2.721955954637386155e-01	4.142350927389584975e-07	4.190310044863950147e-07
2.776395073730133500e-01	2.066491875054431974e-07	3.875245806059331278e-07
2.831922975204736459e-01	2.360599364752207845e-07	3.788538717824766959e-07
3.005259316671068381e-01	5.208189323287007881e-07	3.615176148131915435e-07
3.126671793064579319e-01	4.554866979807925723e-07	3.742092773189830639e-07
3.189205228925870994e-01	3.876242673225929675e-07	3.650224168248146888e-07
3.252989333504388569e-01	1.825383709555176534e-07	2.975151261530424238e-07
3.318049120174476618e-01	3.911579484451944665e-07	3.196782971226299139e-07
3.663394337659289235e-01	2.272162428460627692e-07	3.017872709545508108e-07
3.965375845844313352e-01	1.685772208042095740e-07	3.829622325790734188e-07
