99
       1.829947504996998e-02       1.088850759271934e-02       1.178184546215934e-03
       1.875621105580216e-02       9.818605535076113e-03       1.052293108211014e-03
       1.922434672082970e-02       6.606503834800084e-03       7.762031851576485e-04
       1.970416656877770e-02       4.552556833367137e-03       5.880234527117181e-04
       2.019596222478972e-02       3.040967357398106e-03       4.217092608608760e-04
       2.070003259267184e-02       2.821375043723561e-03       3.737394942984803e-04
       2.121668403656058e-02       2.201639210427971e-03       3.047887376278823e-04
       2.174623056712502e-02       2.508538329610252e-03       2.990952645520448e-04
       2.228899403241637e-02       2.273570445333553e-03       2.626863559353132e-04
       2.284530431348096e-02       2.545223131970947e-03       2.584604852654261e-04
       2.341549952485546e-02       2.263680663069723e-03       2.248280991499691e-04
       2.399992622006634e-02       2.645854581307193e-03       2.261258124488732e-04
       2.459893960225831e-02       2.036761841406358e-03       1.888185166208870e-04
       2.521290374007990e-02       2.840925146402860e-03       2.096878703395117e-04
       2.584219178895725e-02       2.360808310902843e-03       1.799888088583080e-04
       2.648718621789072e-02       2.272802074151580e-03       1.681257141063624e-04
       2.714827904191206e-02       2.458635661212363e-03       1.655334271563631e-04
       2.782587206034352e-02       2.319855487197903e-03       1.522657189691436e-04
       2.852037710100367e-02       2.199082569015692e-03       1.409805350281036e-04
       2.923221627050823e-02       1.783741301888451e-03       1.207458175949643e-04
       2.996182221081833e-02       1.573925852501841e-03       1.079272638053760e-04
       3.070963836219178e-02       1.367441780750446e-03       9.651728877118727e-05
       3.147611923269748e-02       1.167470501937447e-03       8.530539072746920e-05
       3.226173067445648e-02       9.767078899916139e-04       7.456639100066140e-05
       3.306695016677787e-02       9.218806238149973e-04       6.950381340137200e-05
       3.389226710636138e-02       7.237511834534667e-04       5.894845646624601e-05
       3.473818310474311e-02       6.925907310769625e-04       5.568141868751722e-05
       3.560521229316529e-02       5.551971452455128e-04       4.684343424927047e-05
       3.649388163505518e-02       4.669269917801289e-04       4.184252926477375e-05
       3.740473124630317e-02       4.904994055283241e-04       4.115723915022429e-05
       3.833831472353471e-02       4.365548029694017e-04       3.743852247142934e-05
       3.929519948057549e-02       3.598925421702236e-04       3.273481106545556e-05
       4.027596709331455e-02       4.030177797683480e-04       3.315805989177915e-05
       4.128121365317469e-02       3.579162434844712e-04       2.970797332485480e-05
       4.231155012940530e-02       3.427389709173536e-04       2.782458648221295e-05
       4.336760274041746e-02       3.041680114906808e-04       2.528670428438565e-05
       4.445001333438735e-02       3.145683997272407e-04       2.455562717660636e-05
       4.555943977935899e-02       2.860090137961903e-04       2.237446612823114e-05
       4.669655636308363e-02       2.539274540435549e-04       2.034455364203039e-05
       4.786205420283872e-02       2.152098223672286e-04       1.791465040354477e-05
       4.905664166547546e-02       1.655300460336538e-04       1.504718630399759e-05
       5.028104479795038e-02       1.384378229825559e-04       1.318047282924948e-05
       5.153600776860252e-02       1.528874265806175e-04       1.333457648446935e-05
       5.282229331944439e-02       1.266624064868345e-04       1.165402347920829e-05
       5.414068322974177e-02       1.202582168830283e-04       1.089853645023279e-05
       5.549197879116380e-02       1.082359390694185e-04       9.972206436606603e-06
       5.687700129479250e-02       9.747077688450725e-05       9.088506326269149e-06
       5.829659253028742e-02       9.314549824233428e-05       8.570223175542121e-06
       5.975161529750901e-02       8.565831162451139e-05       7.942371439010291e-06
       6.124295393091152e-02       7.890220581409404e-05       7.395813634993389e-06
       6.277151483702421e-02       7.137951670383209e-05       6.815018627290604e-06
       6.433822704534764e-02       6.312268772099662e-05       6.260230564665388e-06
       6.594404277299959e-02       7.344917546390885e-05       6.683137281799602e-06
       6.758993800345409e-02       6.017607190391811e-05       5.890292357520101e-06
       6.927691307972508e-02       5.417902806850159e-05       5.495600492753474e-06
       7.100599331235552e-02       5.357685526621523e-05       5.445289969352038e-06
       7.277822960258097e-02       4.607321347843949e-05       5.000514297185800e-06
       7.459469908104696e-02       4.629113581912505e-05       4.992886443309376e-06
       7.645650576246796e-02       3.437519121775080e-05       4.303421866062212e-06
       7.836478121662598e-02       3.579268934301800e-05       4.288570797778799e-06
       8.032068525611662e-02       3.542666308307895e-05       4.200605394393695e-06
       8.232540664126053e-02       2.521450777791272e-05       3.468309050049338e-06
       8.438016380260879e-02       3.100020721239198e-05       3.766144255312394e-06
       8.648620558148115e-02       3.450795587429001e-05       3.899666021056781e-06
       8.864481198898744e-02       2.682674287208978e-05       3.406282797144639e-06
       9.085729498399342e-02       2.085875713917066e-05       2.959616068795053e-06
       9.312499927050374e-02       1.978352400796624e-05       2.854152040207487e-06
       9.544930311494679e-02       2.092933009570878e-05       2.887026176247538e-06
       9.783161918385816e-02       2.090536053865377e-05       2.860124781630358e-06
       1.002733954024718e-01       2.572275009262497e-05       3.148144055015073e-06
       1.027761158347408e-01       3.287335690590866e-05       3.533722249551036e-06
       1.053413015853223e-01       3.538195683876443e-05       3.653627411747927e-06
       1.079705117240756e-01       4.357120970769157e-05       4.087693999627800e-06
       1.106653442336339e-01       3.086050077413424e-05       3.416071054509295e-06
       1.134274369806276e-01       3.019920058124274e-05       3.373192480192545e-06
       1.162584687111470e-01       2.597957419056162e-05       3.155145620086130e-06
       1.191601600710520e-01       1.919392263510649e-05       2.732290862939561e-06
       1.221342746517468e-01       1.235521611862756e-05       2.244332205911181e-06
       1.251826200620563e-01       7.646234350981823e-06       1.833568558503210e-06
       1.283070490268557e-01       8.305113450040909e-06       1.994471773895768e-06
       1.315094605131206e-01       4.450203981480005e-06       1.530572785384186e-06
       1.347918008840814e-01       8.283186556291843e-06       2.203032367340670e-06
       1.381560650821860e-01       4.910164170993130e-06       1.760004668424527e-06
       1.416042978415860e-01       4.552964286911744e-06       1.799756656369485e-06
       1.451385949308865e-01       5.310939544116958e-06       2.034539711964083e-06
       1.487611044269137e-01       5.268588597294633e-06       2.140805804150675e-06
       1.524740280202735e-01       3.723859934930131e-06       1.870833871609294e-06
       1.562796223534966e-01       3.487709852428635e-06       1.889496520453353e-06
       1.601802003925817e-01       6.401579748169126e-07       8.211861157921728e-07
       1.641781328327708e-01       1.277345215223485e-06       1.250177368214430e-06
       1.682758495394120e-01       2.504215512206114e-06       1.791266230049600e-06
       1.724758410247838e-01       0.000000000000000e+00       0.000000000000000e+00
       1.767806599617803e-01       2.369664381895339e-06       1.873194544733924e-06
       1.811929227353758e-01       2.154164475854193e-06       1.822162484287244e-06
       1.857153110328122e-01       0.000000000000000e+00       0.000000000000000e+00
       1.903505734734770e-01       0.000000000000000e+00       0.000000000000000e+00
       1.951015272794598e-01       1.831204669843597e-06       1.831397311247401e-06
       1.999710599878051e-01       2.087247116089230e-06       2.068218987393348e-06
       2.030929453331702e-01       7.538195464444716e-06       7.612256026613340e-06
